age	geography	time	diabetes_a1c_6_5	diabetes_dx_ccw	obesity_bmi	obesity_dx_ccw	n_patients_chronic
65+ Years	19	2024-01-01	14.86	24.54	46.4	28.29	332013
65+ Years	56	2024-01-01	13.02	21.68	37.97	16.9	42698
65+ Years	33	2024-01-01	12.73	19.01	37.44	18.01	142882
65+ Years	05	2024-01-01	12.63	26.22	40	22.44	207700
65+ Years	04	2024-01-01	11.35	19.6	32.89	18.57	334000
65+ Years	13	2024-01-01	13.44	27.36	39.15	23.86	668578
65+ Years	35	2024-01-01	9.62	22.45	31.47	15.6	70748
65+ Years	47	2024-01-01	11.48	26.04	36.83	18.46	318675
65+ Years	41	2024-01-01	13.74	23.01	37.14	20.98	396318
65+ Years	09	2024-01-01	13.34	25.48	42.19	27.71	565342
65+ Years	53	2024-01-01	12.97	21.02	32.69	14.2	327695
65+ Years	48	2024-01-01	13.29	28.43	40.5	24.34	1952017
65+ Years	46	2024-01-01	14.22	21.8	39.97	26.65	79660
65+ Years	02	2024-01-01	10.05	16.49	31.23	14.13	3135
65+ Years	38	2024-01-01	13.56	24.74	46.17	35.94	115429
65+ Years	30	2024-01-01	11.67	19.65	35.98	18.01	83618
65+ Years	12	2024-01-01	10.6	25.29	35.5	26.11	1844092
65+ Years	06	2024-01-01	11.03	24.32	28.24	16.11	1569994
65+ Years	32	2024-01-01	9.84	20.39	32.43	22.78	154967
65+ Years	08	2024-01-01	10.94	19.98	31.11	17.79	518398
65+ Years	11	2024-01-01	9.78	19.69	28.4	10.92	22057
65+ Years	49	2024-01-01	10.03	22.16	30.11	14.15	100704
65+ Years	50	2024-01-01	7.31	17.22	32.45	13.75	109236
65+ Years	00	2024-01-01	14.7	26.57	40.15	25.15	27674520
Total	21	2024-01-01	9.49	14.58	41.26	25.7	2382549
Total	28	2024-01-01	9.43	15.83	41.73	19.84	1530887
Total	37	2024-01-01	9.2	14.24	38.38	22.92	5404058
Total	01	2024-01-01	9.18	18.15	41.7	24.05	461021
Total	45	2024-01-01	9.14	14.87	39.04	22.01	2947601
Total	39	2024-01-01	9.08	14.21	39.72	25.47	7823074
Total	54	2024-01-01	8.91	16.13	41.77	21.33	903739
Total	23	2024-01-01	8.72	12.12	35.94	20.61	670250
Total	18	2024-01-01	8.7	14.18	40.14	22.86	2435054
Total	10	2024-01-01	8.53	12.88	36.79	22.76	428080
Total	29	2024-01-01	8.25	13.64	39.53	25.06	880209
Total	17	2024-01-01	8.22	13.27	36.59	22.04	4924464
Total	20	2024-01-01	8.07	13.51	38.48	21.73	789284
Total	24	2024-01-01	7.96	14.42	38.86	24.85	1505876
Total	42	2024-01-01	7.92	13.07	37.48	21.29	6230440
Total	44	2024-01-01	7.86	12.82	27.4	19.97	609797
Total	51	2024-01-01	7.81	13.45	36.94	19.68	3989157
Total	34	2024-01-01	7.78	13.95	35.39	18.1	2639060
Total	27	2024-01-01	7.67	11.26	34.72	23.96	2289167
Total	26	2024-01-01	7.65	12.5	35.97	22.01	4464111
Total	16	2024-01-01	7.62	11.33	34.27	21.36	839935
Total	55	2024-01-01	7.51	10.75	35.57	22.08	2874858
Total	15	2024-01-01	7.51	14.29	25.29	13.22	561232
Total	40	2024-01-01	7.44	13.31	37.17	19.63	1053945
Total	36	2024-01-01	7.42	12.94	34.37	19.43	5552903
Total	22	2024-01-01	7.39	13.96	38.69	23.26	1970340
Total	31	2024-01-01	7.3	12.73	39.65	18.28	652059
Total	25	2024-01-01	7.1	11.51	31.51	23.19	3002770
Total	19	2024-01-01	7	10.89	37.35	21.26	1548270
Total	56	2024-01-01	6.93	11.3	32.74	14.2	145643
Total	33	2024-01-01	6.88	10.08	33.24	15.97	503815
Total	05	2024-01-01	6.84	13.14	36.4	20.17	872038
Total	04	2024-01-01	6.66	10.44	30.65	16.88	1352545
Total	13	2024-01-01	6.63	12.96	33.87	19.24	2891569
Total	35	2024-01-01	6.59	14.22	34.03	16.58	209769
Total	47	2024-01-01	6.57	14.02	35.85	17.57	1154447
Total	41	2024-01-01	6.49	10.52	29.67	15.8	1750985
Total	09	2024-01-01	6.4	12.33	35.54	23.42	2261354
Total	53	2024-01-01	6.23	9.61	27.55	11.72	1414681
Total	48	2024-01-01	6.18	12.57	34.11	20.1	9864545
Total	46	2024-01-01	6.18	9.15	30.68	18.96	372268
Total	02	2024-01-01	5.91	9.39	27.89	11.76	10952
Total	38	2024-01-01	5.89	10.19	34.86	25.23	556297
Total	30	2024-01-01	5.77	9.38	29.83	13.06	323021
Total	12	2024-01-01	5.6	12.72	33.07	22.12	6991311
Total	06	2024-01-01	5.29	11.08	26.09	14.98	7376509
Total	32	2024-01-01	4.87	9.73	29.65	17.11	738563
Total	08	2024-01-01	4.72	8.34	25.39	13	2536015
Total	11	2024-01-01	4.71	8.74	28.58	12.28	112934
Total	49	2024-01-01	4.4	8.84	24.05	11.72	559198
Total	50	2024-01-01	4.21	9.46	29.24	12.79	356705
Total	00	2024-01-01	7.3	12.71	34.96	20.63	115080506
<18 Years	01	2025-01-01	0.36	0.64	8.07	6.36	43225
<18 Years	28	2025-01-01	0.64	0.82	8.76	4.89	257027
<18 Years	21	2025-01-01	0.59	0.76	8.33	6.07	436608
<18 Years	10	2025-01-01	0.55	0.69	7.81	10.88	110898
<18 Years	18	2025-01-01	0.29	0.49	7.01	5.32	435971
<18 Years	37	2025-01-01	0.48	0.7	6.68	6.36	870508
<18 Years	45	2025-01-01	0.55	0.76	7.53	8.12	494579
<18 Years	39	2025-01-01	0.33	0.49	6.52	6.18	1300758
<18 Years	54	2025-01-01	0.36	0.57	8.47	4.88	178299
<18 Years	17	2025-01-01	0.51	0.68	6.76	7.8	925004
<18 Years	23	2025-01-01	0.55	0.62	6.76	5.24	97311
<18 Years	24	2025-01-01	0.51	0.87	6.68	4.39	160359
<18 Years	34	2025-01-01	0.48	0.79	6.66	5.57	308526
<18 Years	20	2025-01-01	0.25	0.48	6.6	6.24	107225
<18 Years	29	2025-01-01	0.13	0.34	6.82	3.35	127443
<18 Years	42	2025-01-01	0.23	0.46	5.83	5.88	804048
<18 Years	26	2025-01-01	0.46	0.66	6.45	4.4	762665
<18 Years	51	2025-01-01	0.53	0.78	6.69	3.96	495428
<18 Years	36	2025-01-01	0.44	0.63	7.02	8.11	711656
<18 Years	44	2025-01-01	0.46	0.6	5.72	11.76	107534
<18 Years	40	2025-01-01	0.82	1	8.21	6.23	217459
<18 Years	27	2025-01-01	0.38	0.54	5.52	5.97	398508
<18 Years	55	2025-01-01	0.45	0.54	5.98	4.71	620188
<18 Years	15	2025-01-01	0.5	0.6	5.59	4.71	82615
<18 Years	19	2025-01-01	0.52	0.59	6.82	5.03	363373
<18 Years	35	2025-01-01	0.12	0.36	7.67	5.46	18751
<18 Years	25	2025-01-01	0.53	0.72	6.29	10.98	517108
<18 Years	31	2025-01-01	0.24	0.48	6.7	2.35	72682
<18 Years	22	2025-01-01	0.38	0.52	7.51	5.47	349913
<18 Years	16	2025-01-01	0.55	0.68	5.29	4.48	157359
<18 Years	47	2025-01-01	0.58	0.97	7.77	6.65	194889
<18 Years	33	2025-01-01	0.71	0.82	5.76	5.21	81489
<18 Years	13	2025-01-01	0.44	0.95	6.21	4.76	570495
<18 Years	04	2025-01-01	0.25	0.39	5.4	6.33	189930
<18 Years	05	2025-01-01	0.87	1.04	7.66	7.03	196960
<18 Years	09	2025-01-01	0.57	0.77	6.98	7.51	338983
<18 Years	56	2025-01-01	0.57	1.04	4.96	2.65	26179
<18 Years	12	2025-01-01	0.55	0.78	6.38	6.33	1162897
<18 Years	41	2025-01-01	0.56	0.72	6.1	5.9	354013
<18 Years	48	2025-01-01	0.47	0.63	6.38	6.52	2374615
<18 Years	53	2025-01-01	0.26	0.43	5.2	3.73	202804
<18 Years	06	2025-01-01	0.25	0.51	6.11	8.97	1404040
<18 Years	30	2025-01-01	0.36	0.59	4.77	2.63	52121
<18 Years	46	2025-01-01	0.43	0.59	4.78	3.48	82994
<18 Years	02	2025-01-01	NA	NA	4.34	2.48	1401
<18 Years	38	2025-01-01	0.36	0.51	5.21	4.62	125832
<18 Years	32	2025-01-01	0.44	0.67	6.01	4.59	117610
<18 Years	11	2025-01-01	NA	NA	5.2	1.65	1946
<18 Years	08	2025-01-01	0.39	0.58	4.35	3.36	476887
<18 Years	50	2025-01-01	0.76	0.91	6.09	3.05	42943
<18 Years	49	2025-01-01	0.32	1.62	2.96	3.44	137400
<18 Years	00	2025-01-01	0.44	0.66	6.46	6.27	19894398
18-25 Years	01	2025-01-01	1.94	3.19	34.45	14.65	22062
18-25 Years	28	2025-01-01	1.76	2.67	37.01	13.57	101288
18-25 Years	21	2025-01-01	1.68	2.52	35.17	17.69	168158
18-25 Years	10	2025-01-01	1.82	2.65	33.31	16.83	27198
18-25 Years	18	2025-01-01	1.26	2.05	32.7	13.79	166770
18-25 Years	37	2025-01-01	1.44	2.22	30.08	14.32	366206
18-25 Years	45	2025-01-01	1.62	2.47	31	13.14	199584
18-25 Years	39	2025-01-01	1.26	2	30.45	15.17	568158
18-25 Years	54	2025-01-01	1.24	2.21	36.85	15.41	62394
18-25 Years	17	2025-01-01	1.58	2.18	29.02	13.16	334526
18-25 Years	23	2025-01-01	1.59	2.09	25.84	10.96	37992
18-25 Years	24	2025-01-01	1.3	2.26	28.34	13.37	94076
18-25 Years	34	2025-01-01	1.21	2.08	25.95	11.2	165995
18-25 Years	20	2025-01-01	1.19	2.12	28.62	12.12	55430
18-25 Years	29	2025-01-01	1.23	1.96	30.89	14.09	61818
18-25 Years	42	2025-01-01	0.96	1.68	26.66	12.03	426066
18-25 Years	26	2025-01-01	1.36	2.08	27.77	12.63	325817
18-25 Years	51	2025-01-01	1.42	2.2	28.34	11.49	239957
18-25 Years	36	2025-01-01	1.18	1.93	25.7	12.38	363962
18-25 Years	44	2025-01-01	1.29	1.91	19.18	11.85	41343
18-25 Years	40	2025-01-01	2.17	3.08	34.93	13.06	68756
18-25 Years	27	2025-01-01	1.33	1.87	25.5	13.44	153676
18-25 Years	55	2025-01-01	1.38	1.8	26.42	10.96	206704
18-25 Years	15	2025-01-01	1.2	1.85	23.79	9.58	30239
18-25 Years	19	2025-01-01	1.46	1.91	30.47	13.48	126105
18-25 Years	35	2025-01-01	1.01	1.93	29.08	12.87	11740
18-25 Years	25	2025-01-01	1.39	2.03	22.54	14.51	220415
18-25 Years	31	2025-01-01	1.34	1.99	27.58	9.05	56579
18-25 Years	22	2025-01-01	1.15	1.96	31.8	13.41	147627
18-25 Years	16	2025-01-01	1.5	2.09	26.33	11.48	58988
18-25 Years	47	2025-01-01	1.46	2.62	34.05	13.47	77121
18-25 Years	33	2025-01-01	1.69	2.16	23.06	9.18	31199
18-25 Years	13	2025-01-01	1.26	2.62	28.61	12.78	183583
18-25 Years	04	2025-01-01	0.97	1.45	23.87	10.55	91756
18-25 Years	05	2025-01-01	2.01	2.97	35.62	16.26	53393
18-25 Years	09	2025-01-01	1.27	2.07	24.31	13.14	155917
18-25 Years	56	2025-01-01	1.39	2.16	26.11	8.08	9435
18-25 Years	12	2025-01-01	1.35	2.31	27.18	14.24	437047
18-25 Years	41	2025-01-01	1.29	1.95	24.5	10.06	125776
18-25 Years	48	2025-01-01	1.37	2.32	31.42	15.26	627573
18-25 Years	53	2025-01-01	0.9	1.4	20.98	6.63	91175
18-25 Years	06	2025-01-01	0.94	1.79	23.69	12.02	537574
18-25 Years	30	2025-01-01	1.17	1.79	22.28	6.8	25276
18-25 Years	46	2025-01-01	1.19	1.69	23.58	10.53	30120
18-25 Years	02	2025-01-01	NA	1.37	16.06	3.49	1166
18-25 Years	38	2025-01-01	1.17	1.69	25.89	14.29	45064
18-25 Years	32	2025-01-01	0.87	1.51	24.1	8.51	54121
18-25 Years	11	2025-01-01	1.02	1.81	20.81	8.83	6470
18-25 Years	08	2025-01-01	1.12	1.85	22.17	8.21	170546
18-25 Years	50	2025-01-01	1.35	1.99	20.42	7.02	20495
18-25 Years	49	2025-01-01	1.02	2.11	17.13	7.56	58440
18-25 Years	00	2025-01-01	1.3	2.08	27.93	12.95	7850394
25-35 Years	01	2025-01-01	3.53	6.33	50.89	25.76	37592
25-35 Years	28	2025-01-01	3.04	5.01	53.85	24.1	148170
25-35 Years	21	2025-01-01	2.82	4.61	51.74	30.45	259263
25-35 Years	10	2025-01-01	2.64	4.45	51.78	26.77	32386
25-35 Years	18	2025-01-01	2.72	4.59	50.29	25.83	258935
25-35 Years	37	2025-01-01	2.66	4.19	46.51	25.6	568427
25-35 Years	45	2025-01-01	2.72	4.46	46.86	23.24	310389
25-35 Years	39	2025-01-01	2.51	4.13	47.86	27.5	877524
25-35 Years	54	2025-01-01	2.54	4.72	53.83	26.65	90155
25-35 Years	17	2025-01-01	2.78	4.17	45.65	23.97	506118
25-35 Years	23	2025-01-01	2.38	3.5	40.48	20.22	58447
25-35 Years	24	2025-01-01	2.17	4.13	44.78	25.63	167951
25-35 Years	34	2025-01-01	2.02	3.58	41.28	19.95	288517
25-35 Years	20	2025-01-01	2.29	4.11	44.68	22.09	86743
25-35 Years	29	2025-01-01	2.34	3.9	45.66	25.04	100507
25-35 Years	42	2025-01-01	1.95	3.32	42.59	22.59	707563
25-35 Years	26	2025-01-01	2.15	3.57	44.26	24.01	527168
25-35 Years	51	2025-01-01	2.26	3.77	44.04	21.66	404187
25-35 Years	36	2025-01-01	1.97	3.44	39.03	20.54	623442
25-35 Years	44	2025-01-01	2.09	3.82	31.66	19.26	61389
25-35 Years	40	2025-01-01	2.86	4.78	50.53	21.88	101906
25-35 Years	27	2025-01-01	2.47	3.71	41.76	24.62	228698
25-35 Years	55	2025-01-01	2.42	3.35	43.61	22.67	299747
25-35 Years	15	2025-01-01	2.44	4.31	36.79	17.99	50797
25-35 Years	19	2025-01-01	2.66	4.03	49.11	26.94	174109
25-35 Years	35	2025-01-01	2.3	4.17	41.98	20.91	22092
25-35 Years	25	2025-01-01	1.98	3.16	35.06	23.34	353071
25-35 Years	31	2025-01-01	2.65	4.34	45.64	19.87	81682
25-35 Years	22	2025-01-01	2.08	4.12	48.61	24.86	212368
25-35 Years	16	2025-01-01	2.4	3.77	41.82	21.14	85163
25-35 Years	47	2025-01-01	2.25	4.41	47.83	21.13	125626
25-35 Years	33	2025-01-01	2.16	3.2	39.5	18.97	43895
25-35 Years	13	2025-01-01	2.25	4.3	44.41	22.36	275868
25-35 Years	04	2025-01-01	2.29	3.35	37.83	18.07	154156
25-35 Years	05	2025-01-01	2.83	5.16	52.04	26.64	76139
25-35 Years	09	2025-01-01	1.88	3.77	40.37	23.46	243850
25-35 Years	56	2025-01-01	2.18	3.42	42.99	16.37	13830
25-35 Years	12	2025-01-01	2	3.92	43.12	24.84	691781
25-35 Years	41	2025-01-01	1.99	3.41	35.91	16.86	203816
25-35 Years	48	2025-01-01	2.29	4.47	47.27	25.56	1026390
25-35 Years	53	2025-01-01	1.73	2.64	30.83	11.83	177200
25-35 Years	06	2025-01-01	1.89	3.49	33.69	17.57	893228
25-35 Years	30	2025-01-01	2.03	3.15	37.64	14.57	39052
25-35 Years	46	2025-01-01	2.13	3.08	39.07	22.61	41752
25-35 Years	02	2025-01-01	1.59	2.39	31.31	9.66	1382
25-35 Years	38	2025-01-01	2.06	3.28	43.13	27.83	70961
25-35 Years	32	2025-01-01	1.45	2.77	35.55	15.66	98389
25-35 Years	11	2025-01-01	1.38	2.15	27.24	12.51	23858
25-35 Years	08	2025-01-01	1.63	2.91	32.92	13.91	313823
25-35 Years	50	2025-01-01	1.62	3.06	33.13	15.07	32242
25-35 Years	49	2025-01-01	1.8	3.41	28.38	14.32	94022
25-35 Years	00	2025-01-01	2.24	3.85	42.86	22.7	12566249
35-45 Years	01	2025-01-01	6.78	11.9	53.81	30.64	47572
35-45 Years	28	2025-01-01	6.6	10.78	58.12	28.96	166068
35-45 Years	21	2025-01-01	6.01	9.55	55.03	34.51	278851
35-45 Years	10	2025-01-01	6.12	9.47	57	31.22	36271
35-45 Years	18	2025-01-01	6.11	9.8	54.39	31.38	278394
35-45 Years	37	2025-01-01	5.71	8.8	50.54	30.25	617976
35-45 Years	45	2025-01-01	5.59	9.22	51.88	27.29	340810
35-45 Years	39	2025-01-01	5.41	8.59	52.2	32.86	950040
35-45 Years	54	2025-01-01	5.42	9.97	57.13	30.67	97666
35-45 Years	17	2025-01-01	6	9	50.85	29.18	540781
35-45 Years	23	2025-01-01	4.58	6.5	43.68	23.24	70625
35-45 Years	24	2025-01-01	4.67	8.23	49.77	31.11	192243
35-45 Years	34	2025-01-01	4.34	7.49	46.16	24.35	326509
35-45 Years	20	2025-01-01	4.67	7.95	48.22	27.66	100480
35-45 Years	29	2025-01-01	5.09	8.28	49.92	30.96	106185
35-45 Years	42	2025-01-01	4.12	6.88	46.83	26.4	792447
35-45 Years	26	2025-01-01	4.53	7.3	48.53	29.74	555387
35-45 Years	51	2025-01-01	4.63	7.58	47.94	25.62	482614
35-45 Years	36	2025-01-01	4.18	7.07	44.28	24.96	662966
35-45 Years	44	2025-01-01	4.54	7.56	36.27	24.34	66080
35-45 Years	40	2025-01-01	5.75	9.67	53.13	26.28	115373
35-45 Years	27	2025-01-01	4.99	7.47	47.03	31.34	261530
35-45 Years	55	2025-01-01	5.33	7.24	49.16	28.22	323678
35-45 Years	15	2025-01-01	5.11	9.1	38	19.28	61170
35-45 Years	19	2025-01-01	5.68	8.36	53.66	31.92	189570
35-45 Years	35	2025-01-01	4.91	8.76	44.77	23.06	25012
35-45 Years	25	2025-01-01	4.25	6.61	41.41	30.09	371085
35-45 Years	31	2025-01-01	4.79	8.14	50.32	24.58	85757
35-45 Years	22	2025-01-01	4.57	8.92	52.8	31.01	243613
35-45 Years	16	2025-01-01	4.68	7.32	44.1	25.4	93102
35-45 Years	47	2025-01-01	4.79	9.34	51.67	25.56	134983
35-45 Years	33	2025-01-01	3.98	5.83	43.88	21.98	50781
35-45 Years	13	2025-01-01	4.78	8.98	49.15	27.77	313753
35-45 Years	04	2025-01-01	5.41	7.51	42.67	22.93	157698
35-45 Years	05	2025-01-01	5.71	10.27	55.04	31.11	84432
35-45 Years	09	2025-01-01	3.63	7.18	45.02	28.06	280687
35-45 Years	56	2025-01-01	3.86	6.72	45.02	19.57	16203
35-45 Years	12	2025-01-01	4.23	8.15	47.21	30.72	781777
35-45 Years	41	2025-01-01	4.33	7.05	38.95	19.58	220743
35-45 Years	48	2025-01-01	5.02	9.69	50.58	29.32	1177217
35-45 Years	53	2025-01-01	3.94	5.86	35.39	15.1	194038
35-45 Years	06	2025-01-01	4.48	7.76	36.63	20.9	939450
35-45 Years	30	2025-01-01	3.65	5.73	40.53	17.66	41847
35-45 Years	46	2025-01-01	4.33	6.45	42.41	27.2	44649
35-45 Years	02	2025-01-01	3.82	5.51	39.5	14.05	1125
35-45 Years	38	2025-01-01	4.07	6.7	47.09	34.01	76548
35-45 Years	32	2025-01-01	3.25	6.15	38.7	19.91	103488
35-45 Years	11	2025-01-01	2.88	4.79	34.14	16.3	20039
35-45 Years	08	2025-01-01	3.23	5.69	36.37	17.51	320895
35-45 Years	50	2025-01-01	2.52	5.11	35.16	16.67	41599
35-45 Years	49	2025-01-01	3.36	6.7	32.36	18.69	91856
35-45 Years	00	2025-01-01	4.79	8.07	47.17	27.4	13750857
45-55 Years	01	2025-01-01	11.72	20.59	56.27	32.86	61195
45-55 Years	28	2025-01-01	12.5	19.99	60.91	32.33	194322
45-55 Years	21	2025-01-01	12.28	18.7	58.81	39.03	299995
45-55 Years	10	2025-01-01	12.63	17.37	59.17	34.28	37097
45-55 Years	18	2025-01-01	12.35	18.81	58	35.68	287678
45-55 Years	37	2025-01-01	11.36	16.85	53.46	33.72	666278
45-55 Years	45	2025-01-01	11.09	17.74	55.7	31.13	357744
45-55 Years	39	2025-01-01	11.13	16.84	56.29	37.77	968352
45-55 Years	54	2025-01-01	10.88	20.07	60.85	34.69	114469
45-55 Years	17	2025-01-01	11.88	17.35	53.86	33.02	572937
45-55 Years	23	2025-01-01	9.16	12.58	48.23	27.65	73116
45-55 Years	24	2025-01-01	9.58	15.92	53.24	35.28	184537
45-55 Years	34	2025-01-01	8.74	14.43	47.65	27.09	353003
45-55 Years	20	2025-01-01	9.32	15.28	52.29	32.1	101544
45-55 Years	29	2025-01-01	10.32	16.41	54.55	35.89	105516
45-55 Years	42	2025-01-01	8.83	14.04	50.6	29.96	778743
45-55 Years	26	2025-01-01	9.56	14.8	52.3	34.25	562468
45-55 Years	51	2025-01-01	9.09	14.54	50.37	28.57	503855
45-55 Years	36	2025-01-01	8.6	13.81	47.11	27.92	666403
45-55 Years	44	2025-01-01	9.55	14.79	39.29	28.1	65393
45-55 Years	40	2025-01-01	10.59	17.41	55.4	29.48	122680
45-55 Years	27	2025-01-01	10.27	14.54	52	37.76	242793
45-55 Years	55	2025-01-01	10.91	14.45	53.84	33.5	310336
45-55 Years	15	2025-01-01	9.12	16.31	36.8	19.52	66525
45-55 Years	19	2025-01-01	11.14	15.99	57.65	36.66	184190
45-55 Years	35	2025-01-01	9.75	17.01	48.1	25.87	25839
45-55 Years	25	2025-01-01	8.81	13.17	43.9	33.98	370302
45-55 Years	31	2025-01-01	9.28	15.08	54.14	28.19	81832
45-55 Years	22	2025-01-01	9.19	17.38	55.88	36.04	243055
45-55 Years	16	2025-01-01	8.8	13.25	47.19	28.95	97398
45-55 Years	47	2025-01-01	9.2	17.67	54.42	28.45	156923
45-55 Years	33	2025-01-01	7.91	11.29	48.05	24.83	54583
45-55 Years	13	2025-01-01	9.2	16.86	52.15	31.84	356428
45-55 Years	04	2025-01-01	10.19	14.19	45.39	26.53	157110
45-55 Years	05	2025-01-01	10.39	18.57	56.25	32.97	96661
45-55 Years	09	2025-01-01	7.41	13.65	47.71	31.67	281480
45-55 Years	56	2025-01-01	8.4	14.18	49.33	23.61	16567
45-55 Years	12	2025-01-01	8.27	15.44	48.6	34.38	827683
45-55 Years	41	2025-01-01	9.07	14.09	43.23	23.13	204766
45-55 Years	48	2025-01-01	9.76	18.4	52.98	32.29	1206573
45-55 Years	53	2025-01-01	8.35	11.89	39.74	17.91	170977
45-55 Years	06	2025-01-01	9.45	15.51	38.89	23.47	894522
45-55 Years	30	2025-01-01	7.61	11.7	45.38	22.3	39731
45-55 Years	46	2025-01-01	8.82	12.67	47.44	32.38	40766
45-55 Years	02	2025-01-01	9.08	13.42	42.45	19.52	969
45-55 Years	38	2025-01-01	8.41	13.9	53.65	41.02	62848
45-55 Years	32	2025-01-01	7.02	12.66	41.3	23.72	94197
45-55 Years	11	2025-01-01	6.38	10.98	40.46	19.56	13785
45-55 Years	08	2025-01-01	6.7	11.23	39.66	21.45	285752
45-55 Years	50	2025-01-01	4.76	9.37	38.27	18.79	43052
45-55 Years	49	2025-01-01	5.98	12.34	34.65	21.31	86976
45-55 Years	00	2025-01-01	9.7	15.75	50.48	31.24	13948076
55-65 Years	01	2025-01-01	15.4	27.19	52.57	30.47	75548
55-65 Years	28	2025-01-01	17.03	27.14	57.33	30.34	224287
55-65 Years	21	2025-01-01	17.47	26.26	56.58	38.12	336758
55-65 Years	10	2025-01-01	18.18	24.86	56.35	34.17	50677
55-65 Years	18	2025-01-01	17.12	25.98	55.8	34.95	317222
55-65 Years	37	2025-01-01	16.14	24.23	52.01	33.07	755627
55-65 Years	45	2025-01-01	15.6	25.02	53.2	30.34	425318
55-65 Years	39	2025-01-01	16.01	24.12	54.53	37.44	1114405
55-65 Years	54	2025-01-01	15.38	27.89	58.3	33.07	134459
55-65 Years	17	2025-01-01	15.99	24.22	51.9	32.38	642311
55-65 Years	23	2025-01-01	13.28	18.06	47.52	26.94	97532
55-65 Years	24	2025-01-01	14.03	23.19	51.3	35.08	229807
55-65 Years	34	2025-01-01	13.34	22.04	46.82	26.81	439673
55-65 Years	20	2025-01-01	13.66	21.99	52.36	32.43	115716
55-65 Years	29	2025-01-01	14.8	23.87	53.44	36.22	121891
55-65 Years	42	2025-01-01	13.48	21.22	49.77	29.57	940032
55-65 Years	26	2025-01-01	13.93	21.54	49.9	33.37	666306
55-65 Years	51	2025-01-01	13.45	21.74	49.86	28.49	590399
55-65 Years	36	2025-01-01	12.92	20.78	46.51	27.49	863279
55-65 Years	44	2025-01-01	13.88	21.41	38.63	27.51	85655
55-65 Years	40	2025-01-01	14.74	24.37	53.26	29.57	138907
55-65 Years	27	2025-01-01	14.72	20.63	51.53	38.74	280422
55-65 Years	55	2025-01-01	15.05	20.34	52.56	34.11	364454
55-65 Years	15	2025-01-01	13.11	23.74	34.27	18.38	77699
55-65 Years	19	2025-01-01	15.36	22.58	56.09	36.62	203246
55-65 Years	35	2025-01-01	12.68	22.27	44.43	23.65	33604
55-65 Years	25	2025-01-01	13.33	19.87	43.36	33.53	446978
55-65 Years	31	2025-01-01	12.98	21.51	53.13	27.77	92088
55-65 Years	22	2025-01-01	13.45	25.05	53.55	34.8	275429
55-65 Years	16	2025-01-01	13.1	19.09	46.24	30.15	104008
55-65 Years	47	2025-01-01	12.69	24.58	51.17	26.86	190282
55-65 Years	33	2025-01-01	11.18	15.88	45.93	23.28	78511
55-65 Years	13	2025-01-01	13.32	24.35	50.22	31.09	401813
55-65 Years	04	2025-01-01	13.21	18.83	43.5	25.91	178131
55-65 Years	05	2025-01-01	13.59	24.97	52.54	30.35	112259
55-65 Years	09	2025-01-01	11.49	20.25	47.37	31.72	356619
55-65 Years	56	2025-01-01	11.43	18.57	47.16	22.26	20210
55-65 Years	12	2025-01-01	11.71	22.21	46.46	33.66	1011734
55-65 Years	41	2025-01-01	13.46	20.77	43.99	24.62	204053
55-65 Years	48	2025-01-01	13.76	26.09	51.13	31.56	1240889
55-65 Years	53	2025-01-01	12.18	17.55	39.91	18.15	179325
55-65 Years	06	2025-01-01	13.65	22.77	37.63	23.13	951305
55-65 Years	30	2025-01-01	11.46	17.27	44.85	22.48	44167
55-65 Years	46	2025-01-01	12.37	17.82	46.86	31.81	43978
55-65 Years	02	2025-01-01	13.87	18.99	40.31	17.83	1269
55-65 Years	38	2025-01-01	11.89	19.89	52.47	40.67	66068
55-65 Years	32	2025-01-01	10.51	18.78	39.26	24.48	104433
55-65 Years	11	2025-01-01	11.13	19.91	41.78	19.66	13141
55-65 Years	08	2025-01-01	10.13	16.88	38.92	21.91	288896
55-65 Years	50	2025-01-01	7	13.93	38.73	18.68	55614
55-65 Years	49	2025-01-01	8.66	18.64	33.4	21.18	79738
55-65 Years	00	2025-01-01	13.93	22.69	49.04	30.85	16034637
65+ Years	01	2025-01-01	16.57	30.82	41.75	28.05	138452
65+ Years	28	2025-01-01	18.56	32.6	45.5	24.28	391183
65+ Years	21	2025-01-01	19.55	30.85	46.77	31.2	536171
65+ Years	10	2025-01-01	20.64	30.14	48.64	30.2	98490
65+ Years	18	2025-01-01	19.21	30.98	47.9	30.71	534704
65+ Years	37	2025-01-01	17.64	29.2	42.44	26.8	1304407
65+ Years	45	2025-01-01	17.64	30.04	43.04	27.01	758018
65+ Years	39	2025-01-01	18.38	30.06	46.72	33.64	1921418
65+ Years	54	2025-01-01	17.4	33.37	47.77	26.01	245558
65+ Years	17	2025-01-01	16.98	29.38	43.97	30.17	1129492
65+ Years	23	2025-01-01	15.51	21.79	39.63	21.41	198833
65+ Years	24	2025-01-01	15.52	28.36	41.63	28.98	391396
65+ Years	34	2025-01-01	15.81	28.53	38.91	21.95	741818
65+ Years	20	2025-01-01	15.95	27.13	45.72	28.27	222836
65+ Years	29	2025-01-01	16.23	28	44.83	32.44	226178
65+ Years	42	2025-01-01	16.31	27.06	42.72	25.55	1643114
65+ Years	26	2025-01-01	16.64	27.85	43.86	29.94	1140348
65+ Years	51	2025-01-01	14.89	27	41.16	23.67	1015227
