age	geography	time	obesity_dx_ccw	obesity_bmi	diabetes_dx_ccw	diabetes_a1c_6_5	n_patients_chronic
Total	17075	2024-01-01	19.77	38.21	13.4	8.01	8139
Total	17015	2024-01-01	16.79	38.19	15.77	7.32	3019
Total	20083	2024-01-01	9.32	38.14	NA	NA	118
Total	20079	2024-01-01	16.77	38.13	14.56	6.49	632
Total	18123	2024-01-01	20.88	38.12	13.48	6.59	3597
Total	13099	2024-01-01	15.48	38.11	25.12	7.77	1931
Total	16005	2024-01-01	14.24	38.11	13.41	6.98	39797
Total	16027	2024-01-01	24.33	38.07	12.66	9.03	174407
Total	20057	2024-01-01	15.54	38.04	13.29	4.09	489
Total	17191	2024-01-01	19.49	38.04	17.23	7.6	2119
Total	18063	2024-01-01	22.06	38	13.58	4.94	17788
Total	12127	2024-01-01	24.87	37.98	14.87	6.34	269076
Total	19093	2024-01-01	15.44	37.98	12.1	4.96	1917
Total	13059	2024-01-01	18.62	37.96	14.15	7.5	26135
Total	13201	2024-01-01	14.66	37.93	23.06	7.33	464
Total	13291	2024-01-01	25.91	37.93	17.01	5.38	6043
Total	19067	2024-01-01	20.8	37.86	12.81	6.15	2163
Total	19001	2024-01-01	25.56	37.86	14.09	6.22	1334
Total	18013	2024-01-01	16.49	37.85	12.74	7.07	4444
Total	12089	2024-01-01	22.26	37.84	14.45	7.29	65954
Total	13239	2024-01-01	13.48	37.83	27.34	8.61	267
Total	16077	2024-01-01	13.8	37.82	17.58	8.68	2673
Total	20017	2024-01-01	18.42	37.79	14.05	10.23	733
Total	17045	2024-01-01	21.15	37.77	15.94	6.69	3664
Total	16047	2024-01-01	27.97	37.74	12.72	7.67	8413
Total	13139	2024-01-01	30.3	37.73	12.72	8.41	148170
Total	12075	2024-01-01	23.53	37.71	14.88	7.95	15679
Total	17193	2024-01-01	22.92	37.64	17.84	6.99	4506
Total	17091	2024-01-01	20.22	37.59	12.94	6.72	7512
Total	18097	2024-01-01	21.23	37.58	12.88	7.16	386984
Total	13037	2024-01-01	16.4	37.54	22.71	7.26	317
Total	20051	2024-01-01	11.81	37.53	9.88	3.25	1660
Total	19087	2024-01-01	18.95	37.53	11.98	6.37	6158
Total	16049	2024-01-01	19.89	37.49	11.61	8.34	1619
Total	19163	2024-01-01	21.08	37.47	10.15	6.76	78806
Total	13237	2024-01-01	14.12	37.43	15.38	5.59	5565
Total	19135	2024-01-01	19.81	37.34	10.91	5.24	1888
Total	18077	2024-01-01	18.4	37.34	15.43	6.81	10745
Total	18003	2024-01-01	20.22	37.31	12.7	9.52	212741
Total	12031	2024-01-01	22.14	37.27	14.74	7.52	455708
Total	18085	2024-01-01	18.3	37.24	12.89	9.7	24710
Total	18173	2024-01-01	23.17	37.15	12.26	7.76	42871
Total	12133	2024-01-01	14.78	37.14	16.58	4.77	1279
Total	17029	2024-01-01	22.69	37.14	14.54	8.44	16359
Total	13157	2024-01-01	27.62	37.12	11.7	7.37	45337
Total	19121	2024-01-01	21.19	37.1	10.09	5.8	4997
Total	19021	2024-01-01	15.96	37.1	12.41	6.82	14286
Total	19107	2024-01-01	17.93	37.07	11.64	6.22	5969
Total	19077	2024-01-01	22.99	37.07	11.67	5.42	2897
Total	18039	2024-01-01	16.9	37.03	11.89	8.37	23894
Total	20145	2024-01-01	10.15	36.98	9.19	2.99	1774
Total	16043	2024-01-01	14.15	36.95	14.15	4.96	544
Total	16061	2024-01-01	15.32	36.94	9.91	NA	222
Total	13281	2024-01-01	21.73	36.89	16.55	4.92	4248
Total	13293	2024-01-01	18.61	36.87	15.41	5.3	2810
Total	20113	2024-01-01	13.01	36.85	11.92	5.07	730
Total	20135	2024-01-01	12.46	36.83	7.93	NA	353
Total	13241	2024-01-01	28.67	36.82	13.08	6.93	9147
Total	20143	2024-01-01	13.93	36.82	13.93	NA	201
Total	19193	2024-01-01	17.25	36.79	11.03	6.63	62566
Total	12101	2024-01-01	28.24	36.75	13.94	5.7	157331
Total	18081	2024-01-01	20.03	36.74	11.31	4.08	57227
Total	19089	2024-01-01	16.75	36.74	11.81	6.4	2311
Total	13289	2024-01-01	19.39	36.73	19.9	NA	196
Total	19027	2024-01-01	19.94	36.72	12.72	5.78	1800
Total	20045	2024-01-01	22.61	36.71	12	5.72	21897
Total	13009	2024-01-01	13.73	36.69	15.25	4.64	2243
Total	19177	2024-01-01	18.63	36.63	13.11	3.83	1777
Total	19183	2024-01-01	17.84	36.6	11.66	6.28	13282
Total	13225	2024-01-01	13.95	36.57	13.69	2.86	1154
Total	12111	2024-01-01	24.7	36.55	15.51	5.36	119212
Total	19141	2024-01-01	19.22	36.47	9.92	7.69	10258
Total	19039	2024-01-01	21.34	36.46	13	6.71	3069
Total	12125	2024-01-01	22.15	36.37	13.88	6.82	4077
Total	12029	2024-01-01	22.57	36.35	18.49	11.65	5046
Total	19109	2024-01-01	18.7	36.31	12.57	6.31	1727
Total	19195	2024-01-01	19.02	36.29	11.57	5.07	631
Total	17089	2024-01-01	24.14	36.29	12.86	8.8	221613
Total	12119	2024-01-01	23.53	36.27	17.98	6.22	56303
Total	20159	2024-01-01	10.65	36.26	10.07	5.47	695
Total	17147	2024-01-01	19.19	36.25	11.76	7.97	12411
Total	13255	2024-01-01	19.49	36.24	17.71	7.43	24361
Total	17109	2024-01-01	14.34	36.23	13.39	5.95	5496
Total	20185	2024-01-01	13.33	36.22	9.11	5.13	878
Total	20055	2024-01-01	16.49	36.2	15.17	5.02	837
Total	20153	2024-01-01	12.19	36.17	11.6	4.66	1009
Total	12053	2024-01-01	24.35	36.17	12.59	5.04	30542
Total	13087	2024-01-01	15.06	36.1	18.05	5.12	1036
Total	13287	2024-01-01	15.51	36.08	17.72	3.48	316
Total	13155	2024-01-01	16.34	36.06	22.54	6.48	355
Total	13191	2024-01-01	13.82	36.04	13.82	4.61	369
Total	19153	2024-01-01	21.14	36.03	9.9	6.51	266577
Total	13173	2024-01-01	16.64	36	18.83	8.54	4705
Total	13269	2024-01-01	17.82	36	13.45	NA	275
Total	16079	2024-01-01	13.48	35.96	16.85	NA	89
Total	17031	2024-01-01	24.45	35.93	13.86	9.17	1795815
Total	13211	2024-01-01	15.93	35.92	14.31	6.54	3886
Total	19117	2024-01-01	22.29	35.91	13.88	4.16	2378
Total	13003	2024-01-01	17.31	35.87	17.84	5.65	566
Total	13247	2024-01-01	17.38	35.85	14.19	6.13	14710
Total	17197	2024-01-01	19.74	35.84	12.63	7.53	148082
Total	17035	2024-01-01	19.06	35.83	15.12	8.18	3531
Total	20119	2024-01-01	14.81	35.8	14.81	NA	81
Total	20129	2024-01-01	9.47	35.79	12.11	NA	190
Total	13045	2024-01-01	16.87	35.75	12.71	6.77	21008
Total	19003	2024-01-01	18.93	35.68	16.5	4.85	412
Total	20101	2024-01-01	12.17	35.65	9.57	NA	115
Total	12057	2024-01-01	28.95	35.65	13.29	6.08	457266
Total	13101	2024-01-01	19.65	35.64	21.24	6.6	1257
Total	19179	2024-01-01	18.8	35.64	11.95	6.26	16359
Total	12039	2024-01-01	17.92	35.63	12.54	5.44	1507
Total	19061	2024-01-01	18.38	35.61	10.92	5.27	40038
Total	17023	2024-01-01	17.02	35.59	12.67	5.45	1815
Total	19035	2024-01-01	16.71	35.56	14.44	4.48	4058
Total	17049	2024-01-01	15.33	35.55	13.41	7.08	21026
Total	13171	2024-01-01	18.11	35.52	16.89	6.79	4169
Total	13261	2024-01-01	13.7	35.51	14.63	2.79	752
Total	17111	2024-01-01	23.39	35.49	11.27	6.64	124046
Total	19169	2024-01-01	17.37	35.48	8.7	5.31	13969
Total	12083	2024-01-01	23.44	35.46	14.43	5.81	126332
Total	12097	2024-01-01	21.08	35.44	12.54	5.5	221118
Total	13063	2024-01-01	18.03	35.4	14.08	6.39	55188
Total	16035	2024-01-01	15.85	35.37	12.2	6.34	410
Total	12023	2024-01-01	20.36	35.34	13.27	7.05	15499
Total	19111	2024-01-01	21.91	35.32	12.57	7.41	10643
Total	13161	2024-01-01	16.86	35.25	18.39	NA	261
Total	20195	2024-01-01	10.81	35.14	14.19	NA	148
Total	19057	2024-01-01	20.75	35.06	10.79	6.7	13728
Total	13017	2024-01-01	16.74	35.05	22.46	6.58	699
Total	19009	2024-01-01	21.38	35.01	15.35	5.16	697
Total	16039	2024-01-01	20.25	35	12.55	7.87	21083
Total	19143	2024-01-01	20.74	34.98	9.63	6.76	2367
Total	13133	2024-01-01	14.66	34.91	14.46	5.63	10637
Total	12107	2024-01-01	19.22	34.9	12.66	6.16	15283
Total	13093	2024-01-01	16.55	34.83	18.97	4.83	290
Total	19033	2024-01-01	20.79	34.8	12.07	4.76	6071
Total	13075	2024-01-01	19.45	34.72	19.84	4.93	4179
Total	12019	2024-01-01	19.86	34.7	12.28	5.58	79821
Total	13243	2024-01-01	16.34	34.65	16.83	NA	202
Total	13069	2024-01-01	13.52	34.56	19.58	5.23	1435
Total	13143	2024-01-01	15.25	34.52	13.03	6.25	5133
Total	12117	2024-01-01	25.11	34.49	12.41	5.33	250669
Total	13209	2024-01-01	13.22	34.48	13.22	NA	174
Total	19175	2024-01-01	23.04	34.48	13.57	4.94	1923
Total	20123	2024-01-01	14.11	34.44	12.03	5.39	241
Total	13277	2024-01-01	17.15	34.41	18.29	4.6	1761
Total	17019	2024-01-01	20.55	34.41	11.23	8.03	150742
Total	12041	2024-01-01	20.65	34.32	12.8	7.45	5531
Total	13273	2024-01-01	12.55	34.31	11.72	4.6	239
Total	12121	2024-01-01	19.25	34.29	12.88	6.62	8323
Total	13027	2024-01-01	19.72	34.27	22.45	7.25	3960
Total	12071	2024-01-01	24.06	34.25	13.45	7.19	412302
Total	13151	2024-01-01	17.71	34.15	13.2	5.23	49991
Total	13249	2024-01-01	13.95	34.11	10.08	NA	129
Total	13005	2024-01-01	17.22	34.07	16.85	5.49	273
Total	20047	2024-01-01	10.74	34.05	9.82	3.37	326
Total	12067	2024-01-01	17.17	34.04	10.84	5.82	996
Total	13035	2024-01-01	14.95	33.93	14.7	4.34	8968
Total	17063	2024-01-01	15.82	33.93	9.45	4.57	7091
Total	19147	2024-01-01	22.3	33.91	11.5	5.45	991
Total	16025	2024-01-01	21.72	33.87	9.4	6.97	617
Total	13259	2024-01-01	13.08	33.85	13.85	NA	130
Total	20095	2024-01-01	19.85	33.82	13.97	NA	136
Total	17001	2024-01-01	12.93	33.67	12	4.64	1292
Total	20071	2024-01-01	13.86	33.66	NA	NA	101
Total	13095	2024-01-01	14.59	33.63	13.69	2.65	2563
Total	19125	2024-01-01	18.15	33.59	10.42	5.12	6451
Total	13043	2024-01-01	20	33.57	15	NA	140
Total	12103	2024-01-01	24	33.56	11.79	5.42	160261
Total	16015	2024-01-01	20.66	33.56	11.19	7.65	3907
Total	13159	2024-01-01	13.19	33.55	12.05	3.92	1660
Total	13185	2024-01-01	18.67	33.51	18.18	5.94	56064
Total	13205	2024-01-01	15.19	33.46	14.23	4.23	520
Total	12095	2024-01-01	22.83	33.46	12	5.85	769445
Total	16057	2024-01-01	12.65	33.37	9.43	6.24	14021
Total	20193	2024-01-01	12.36	33.36	11.24	7.21	5509
Total	12079	2024-01-01	18.49	33.36	20.29	6.92	2602
Total	20179	2024-01-01	10.46	33.33	9.76	2.65	717
Total	13321	2024-01-01	13.52	33.33	16	3.81	525
Total	16071	2024-01-01	10.66	33.3	12.97	6.92	910
Total	12047	2024-01-01	18.79	33.22	15.54	5.96	2703
Total	13207	2024-01-01	14.99	33.2	13.04	3.89	1955
Total	13275	2024-01-01	14.66	33.19	17.58	4.41	1678
Total	19079	2024-01-01	17.48	33.13	9.68	4.3	3233
Total	13153	2024-01-01	13.33	33.1	11.6	2.69	6166
Total	19119	2024-01-01	24.25	33.08	9.89	7.56	6562
Total	20091	2024-01-01	19.41	33.06	11.22	6.42	268563
Total	13089	2024-01-01	17.19	33.01	13.57	6.5	269650
Total	13103	2024-01-01	12.03	33	9.85	4.28	1097
Total	20109	2024-01-01	12.89	32.95	8.21	5.06	1047
Total	13021	2024-01-01	14.74	32.95	12.16	2.99	5915
Total	19189	2024-01-01	16.95	32.94	12.32	4.93	1339
Total	19005	2024-01-01	16.12	32.88	10.87	7.11	9000
Total	13067	2024-01-01	17.43	32.87	11.66	7.43	391322
Total	13217	2024-01-01	15.71	32.85	12.81	4.8	15189
Total	13183	2024-01-01	11.03	32.7	10.27	NA	263
Total	13297	2024-01-01	16.89	32.7	13.08	5.56	18735
Total	19049	2024-01-01	18.89	32.67	7.78	5.08	42930
Total	18105	2024-01-01	14.61	32.6	8.66	3.64	3245
Total	13271	2024-01-01	12.78	32.6	14.1	NA	227
Total	16029	2024-01-01	11.88	32.57	10.45	4	1827
Total	13085	2024-01-01	25.12	32.56	10.73	5.79	15695
Total	19149	2024-01-01	16.4	32.55	9	4.84	9685
Total	19133	2024-01-01	14.17	32.53	9.05	4.37	2653
Total	13235	2024-01-01	8.36	32.51	12.07	3.41	323
Total	13065	2024-01-01	17.57	32.5	22.16	7.91	1480
Total	19191	2024-01-01	15.69	32.49	10.13	6.82	9099
Total	13123	2024-01-01	13.52	32.46	11.61	5.52	4489
Total	16069	2024-01-01	13.64	32.46	9.45	4.19	1217
Total	12017	2024-01-01	17.38	32.1	12.86	4.88	23789
Total	18011	2024-01-01	17.4	32.06	9.47	4.09	6401
Total	20187	2024-01-01	NA	32	NA	NA	50
Total	20181	2024-01-01	11.94	31.96	8.15	2.8	1214
Total	13299	2024-01-01	14.97	31.93	17.9	6.88	1162
Total	18157	2024-01-01	15.53	31.9	9.87	4.14	2705
Total	19131	2024-01-01	16.64	31.86	10.8	6.02	565
Total	13079	2024-01-01	10.14	31.82	11.19	NA	286
Total	12129	2024-01-01	15.88	31.7	9.6	4.84	1385
Total	13231	2024-01-01	15.71	31.66	13.7	5.16	4030
Total	13019	2024-01-01	14.1	31.63	17.17	6.1	7198
Total	20081	2024-01-01	NA	31.58	NA	NA	76
Total	19069	2024-01-01	20.98	31.51	12.73	4.98	1225
Total	12123	2024-01-01	17.68	31.51	11.39	4.79	1606
Total	13109	2024-01-01	11.32	31.45	16.98	NA	159
Total	20063	2024-01-01	10.57	31.44	13.01	4.88	369
Total	17097	2024-01-01	21.25	31.38	11.68	7.09	232178
Total	13111	2024-01-01	16.68	31.36	13.9	5.09	3928
Total	13169	2024-01-01	12.02	31.2	11.25	2.94	782
Total	13025	2024-01-01	13.15	31.17	12.11	5.91	677
Total	13077	2024-01-01	16.25	31.13	11.61	5.09	17535
Total	13053	2024-01-01	12.59	31.11	10.37	NA	135
Total	20023	2024-01-01	11.79	31.11	10.94	4.62	585
Total	16001	2024-01-01	19.55	31.02	9.65	6.68	355089
Total	13227	2024-01-01	13.52	30.99	10.15	4.7	6111
Total	13193	2024-01-01	14.88	30.95	15.77	4.17	336
Total	13081	2024-01-01	13.41	30.9	15.28	3.74	589
Total	19197	2024-01-01	16.18	30.88	11.39	7.02	5143
Total	18037	2024-01-01	17.87	30.86	13.76	6.33	7346
Total	13305	2024-01-01	11.27	30.78	13.68	3.82	497
Total	12081	2024-01-01	16.12	30.75	11.37	4.62	18861
Total	13283	2024-01-01	8.5	30.72	13.07	NA	153
Total	12013	2024-01-01	12.27	30.61	11.29	3.44	611
Total	13215	2024-01-01	12.47	30.58	12	2.85	6959
Total	13315	2024-01-01	13.74	30.53	12.98	NA	262
Total	18057	2024-01-01	16.46	30.5	8.08	3.66	101849
Total	13279	2024-01-01	10.96	30.48	13.16	4.61	456
Total	19051	2024-01-01	14.02	30.48	9.85	2.84	2182
Total	13071	2024-01-01	13.9	30.46	20.16	5.96	1612
Total	12045	2024-01-01	12.29	30.43	9.07	3.59	529
Total	13219	2024-01-01	17.46	30.41	10.34	6.19	11236
Total	17067	2024-01-01	19.89	30.36	10.47	5.2	3017
Total	17043	2024-01-01	17.74	30.34	11.8	7	236743
Total	13175	2024-01-01	11.54	30.33	11.32	3.18	1352
Total	13229	2024-01-01	14.71	30.19	14.71	5.57	646
Total	13181	2024-01-01	11.95	30.16	12.38	5.12	703
Total	17085	2024-01-01	13.82	30.15	10.84	5.05	5738
Total	13177	2024-01-01	13.67	30.13	10.97	3.18	1039
Total	19063	2024-01-01	15.4	30.09	9.83	5.69	844
Total	16019	2024-01-01	12.9	30.02	12.46	3.91	4753
Total	19101	2024-01-01	15.18	29.98	10.5	4.21	5316
Total	13319	2024-01-01	9.12	29.97	9.77	NA	307
Total	12011	2024-01-01	18.48	29.93	12.53	4.44	609583
Total	13057	2024-01-01	14.76	29.89	9.51	5.54	101272
Total	20015	2024-01-01	13.51	29.8	11.56	5.48	1332
Total	13023	2024-01-01	8.59	29.69	12.76	3.13	384
Total	13251	2024-01-01	9.12	29.56	13.52	3.77	318
Total	12037	2024-01-01	15.01	29.52	12.21	3.56	393
Total	12065	2024-01-01	13.45	29.45	11.27	4.36	550
Total	13197	2024-01-01	10.1	29.33	13.94	NA	208
Total	13001	2024-01-01	12.36	29.31	14.37	4.89	348
Total	18007	2024-01-01	17.04	29.26	11.48	6.3	270
Total	20199	2024-01-01	6.64	29.24	7.64	NA	301
Total	19103	2024-01-01	15.36	29.21	8.04	5.92	119469
Total	13131	2024-01-01	13.95	29.15	14.09	4.46	717
Total	20191	2024-01-01	12.61	29.13	11.48	4.2	357
Total	16085	2024-01-01	15.49	29.11	8.38	5.66	9932
Total	19167	2024-01-01	18.84	29.09	8.06	5.72	13914
Total	13267	2024-01-01	9.64	28.93	15.36	4.64	280
Total	13033	2024-01-01	8.27	28.92	14.26	3.43	1487
Total	13121	2024-01-01	15.9	28.89	11.45	5.89	350979
Total	13135	2024-01-01	18.6	28.88	10.51	5.06	196902
Total	12087	2024-01-01	21.93	28.81	9.81	3.56	8126
Total	13031	2024-01-01	12.31	28.69	11.97	3.14	1178
Total	12085	2024-01-01	19.33	28.62	12.23	5.04	76396
Total	16023	2024-01-01	13.18	28.62	9	NA	311
Total	20173	2024-01-01	11.94	28.55	10.91	4.34	9538
Total	20069	2024-01-01	11.68	28.47	9.49	NA	137
Total	12001	2024-01-01	17.51	28.44	9.67	5.52	143888
Total	13107	2024-01-01	9.78	28.42	14.6	4.19	644
Total	13091	2024-01-01	10.42	28.38	11.39	3.09	518
Total	16065	2024-01-01	11.63	28.36	9.45	2.93	1058
Total	20151	2024-01-01	11.86	28.35	9.28	NA	194
Total	12109	2024-01-01	18.29	28.34	9.58	5.21	120738
Total	12015	2024-01-01	20.64	28.33	10.64	5.22	23966
Total	13301	2024-01-01	9.97	28.3	18.01	4.5	311
Total	13051	2024-01-01	11.49	28.28	10.19	3.74	5081
Total	20203	2024-01-01	11.96	28.26	13.04	NA	92
Total	12061	2024-01-01	21.68	28.16	12.2	3.9	89974
Total	13127	2024-01-01	13.23	27.98	11.84	5.5	3599
Total	12005	2024-01-01	13.98	27.94	8.72	4.1	6445
Total	20171	2024-01-01	7.84	27.84	10.98	5.49	255
Total	19159	2024-01-01	15.93	27.75	9.15	4.93	973
Total	16059	2024-01-01	13.88	27.57	9.05	3.22	497
Total	16041	2024-01-01	9.88	27.44	10.09	2.21	951
Total	12086	2024-01-01	16.83	27.29	9.89	3.52	471821
Total	12073	2024-01-01	11.73	27.19	7.45	3.15	11466
Total	15001	2024-01-01	13.09	27.19	11.08	6.36	64905
Total	13179	2024-01-01	10.37	27.02	8.64	3.73	1099
Total	12009	2024-01-01	11.02	26.72	7.07	2.45	82160
Total	13125	2024-01-01	7.69	26.63	13.02	NA	169
Total	16051	2024-01-01	10.38	26.5	9.67	2.86	1117
Total	13113	2024-01-01	13.76	26.42	9.84	4.04	16648
Total	13167	2024-01-01	9.65	26.32	10.09	NA	228
Total	19041	2024-01-01	12.44	25.93	9.04	4.88	2090
Total	16007	2024-01-01	13.85	25.87	13.9	1.46	3970
Total	19081	2024-01-01	16.31	25.79	10.98	4.99	1202
Total	12027	2024-01-01	17.32	25.78	9.57	3.95	2153
Total	15009	2024-01-01	16.02	25.51	13.98	8.1	16097
Total	12077	2024-01-01	11.96	25.36	11.48	NA	209
Total	15003	2024-01-01	13.33	25.27	15.17	7.73	419230
Total	12021	2024-01-01	14.66	25.17	10.33	4.1	99654
Total	13163	2024-01-01	7.99	25.03	12.57	2.77	939
Total	20075	2024-01-01	NA	25	NA	NA	88
Total	19059	2024-01-01	13.89	24.95	8.43	4.68	2160
Total	16055	2024-01-01	10.28	24.87	8.72	4.47	1721
Total	13245	2024-01-01	6.71	24.78	12.17	3.08	20597
Total	13303	2024-01-01	8.35	24.52	12.21	3.43	934
Total	12131	2024-01-01	10.9	24.22	8.55	3.88	2808
Total	12115	2024-01-01	13.34	24.21	9.57	3.89	19773
Total	16017	2024-01-01	10.77	24.04	9.42	4.23	520
Total	15007	2024-01-01	10.35	23.91	12.79	7.48	48098
Total	13189	2024-01-01	6.67	23.69	11.76	2.98	1275
Total	12099	2024-01-01	14.7	22.93	9.94	2.6	185142
Total	13117	2024-01-01	13.42	22.86	7.99	3.12	46541
Total	13029	2024-01-01	10.62	22.45	8.59	3.74	989
Total	16037	2024-01-01	14.39	21.8	8.67	4.55	1188
Total	12091	2024-01-01	11.51	21.33	8.31	4.1	7326
Total	13309	2024-01-01	12.5	21.15	16.35	NA	104
Total	16013	2024-01-01	14.43	20.39	6.16	4.37	20420
Total	13073	2024-01-01	5.42	20.19	7.45	1.87	16248
Total	13165	2024-01-01	5.26	19.92	10.9	NA	266
Total	12033	2024-01-01	10.02	19.15	6.99	3.51	10261
Total	20033	2024-01-01	NA	NA	NA	NA	21
Total	16033	2024-01-01	NA	NA	NA	NA	23
Total	12113	2024-01-01	7.93	16.74	6.13	3.15	7229
Total	16081	2024-01-01	5.66	15.81	5.32	2.16	601
Total	15005	2024-01-01	NA	NA	NA	NA	NA
<18 Years	17145	2025-01-01	NA	NA	NA	NA	12
<18 Years	20013	2025-01-01	NA	NA	NA	NA	144
<18 Years	17157	2025-01-01	NA	NA	NA	NA	28
<18 Years	17055	2025-01-01	NA	NA	NA	NA	45
<18 Years	20157	2025-01-01	NA	NA	NA	NA	20
<18 Years	20089	2025-01-01	NA	NA	NA	NA	NA
<18 Years	20005	2025-01-01	7.19	11.38	NA	NA	167
<18 Years	20043	2025-01-01	3.61	7.86	NA	NA	471
<18 Years	18175	2025-01-01	4.34	9.78	1.89	1.74	1268
<18 Years	17069	2025-01-01	NA	NA	NA	NA	27
<18 Years	20183	2025-01-01	NA	NA	NA	NA	15
<18 Years	17061	2025-01-01	NA	NA	NA	NA	128
<18 Years	17013	2025-01-01	NA	NA	NA	NA	29
<18 Years	17003	2025-01-01	NA	8.4	NA	NA	262
<18 Years	13055	2025-01-01	6.73	11.35	2.37	1.98	758
<18 Years	17009	2025-01-01	NA	NA	NA	NA	23
<18 Years	13213	2025-01-01	4.13	12.21	0.72	0.41	2931
<18 Years	20189	2025-01-01	NA	NA	NA	NA	11
<18 Years	18033	2025-01-01	5.31	9.48	NA	NA	960
<18 Years	20027	2025-01-01	NA	NA	NA	NA	71
<18 Years	20197	2025-01-01	2.55	4.13	NA	NA	509
<18 Years	17087	2025-01-01	NA	5.51	NA	NA	236
<18 Years	18025	2025-01-01	4.22	8.44	NA	NA	474
<18 Years	20031	2025-01-01	NA	7.66	NA	NA	274
<18 Years	17077	2025-01-01	NA	16.47	NA	NA	85
<18 Years	20011	2025-01-01	NA	NA	NA	NA	64
<18 Years	20127	2025-01-01	NA	NA	NA	NA	117
<18 Years	13307	2025-01-01	NA	NA	NA	NA	NA
<18 Years	20207	2025-01-01	NA	NA	NA	NA	34
<18 Years	17199	2025-01-01	NA	NA	NA	NA	93
<18 Years	18133	2025-01-01	NA	NA	NA	NA	90
<18 Years	17153	2025-01-01	NA	10.57	NA	NA	246
<18 Years	12049	2025-01-01	5.03	11.82	0.88	0.61	1810
<18 Years	17151	2025-01-01	NA	NA	NA	NA	101
<18 Years	17083	2025-01-01	5.39	4.49	NA	NA	334
<18 Years	20001	2025-01-01	4.85	9.91	NA	NA	454
<18 Years	20133	2025-01-01	NA	NA	NA	NA	64
<18 Years	18079	2025-01-01	4.22	8.28	NA	NA	1304
<18 Years	20139	2025-01-01	4.6	6.93	NA	NA	2151
<18 Years	18061	2025-01-01	4.62	9.16	0.98	0.82	3659
<18 Years	17119	2025-01-01	3.36	7.18	0.48	NA	3745
<18 Years	17127	2025-01-01	3.03	7.42	NA	NA	890
<18 Years	20205	2025-01-01	NA	NA	NA	NA	29
<18 Years	20083	2025-01-01	NA	NA	NA	NA	16
<18 Years	20021	2025-01-01	NA	NA	NA	NA	26
<18 Years	13129	2025-01-01	6.74	10.94	0.84	0.6	5501
<18 Years	17171	2025-01-01	NA	NA	NA	NA	52
<18 Years	19047	2025-01-01	NA	NA	NA	NA	118
<18 Years	13199	2025-01-01	4.1	8.36	NA	NA	658
<18 Years	18143	2025-01-01	4.79	10.9	0.86	0.68	1752
<18 Years	18155	2025-01-01	5.1	10.38	NA	NA	1117
<18 Years	19155	2025-01-01	4.56	11.04	NA	NA	987
<18 Years	18161	2025-01-01	3.92	7.93	NA	NA	1147
<18 Years	19055	2025-01-01	2.15	5.44	NA	NA	790
<18 Years	17017	2025-01-01	NA	8.36	NA	NA	275
<18 Years	17169	2025-01-01	NA	NA	NA	NA	112
<18 Years	19071	2025-01-01	NA	NA	NA	NA	47
<18 Years	17181	2025-01-01	NA	5	NA	NA	280
<18 Years	19195	2025-01-01	6.07	12.38	NA	NA	412
<18 Years	19161	2025-01-01	3.19	8.72	NA	NA	940
<18 Years	18145	2025-01-01	5.64	8.23	NA	NA	887
<18 Years	18115	2025-01-01	4.54	8.03	NA	NA	859
<18 Years	13049	2025-01-01	3.88	8.98	NA	NA	412
<18 Years	20107	2025-01-01	4.26	10.64	NA	NA	329
<18 Years	17005	2025-01-01	3.79	10.34	NA	NA	1160
<18 Years	19165	2025-01-01	NA	NA	NA	NA	79
<18 Years	19185	2025-01-01	5.49	13.33	NA	NA	255
<18 Years	20059	2025-01-01	3.72	6.16	1.04	NA	1640
<18 Years	17021	2025-01-01	2.23	7.05	NA	NA	1121
<18 Years	18075	2025-01-01	NA	6.92	NA	NA	159
<18 Years	19171	2025-01-01	6.66	9.48	0.45	NA	2448
<18 Years	20147	2025-01-01	NA	NA	NA	NA	18
<18 Years	18139	2025-01-01	4.56	8.77	NA	NA	285
<18 Years	20103	2025-01-01	6.42	7.14	NA	NA	1806
<18 Years	20111	2025-01-01	2.86	7.17	0.52	NA	2902
<18 Years	13265	2025-01-01	NA	NA	NA	NA	48
<18 Years	17163	2025-01-01	3.18	7.08	0.49	NA	4660
<18 Years	19023	2025-01-01	4.85	8.29	NA	0.68	1629
<18 Years	17101	2025-01-01	3.78	6.61	NA	NA	847
<18 Years	13141	2025-01-01	NA	11.95	NA	NA	159
<18 Years	18055	2025-01-01	NA	10.78	NA	NA	102
<18 Years	19145	2025-01-01	NA	NA	NA	NA	100
<18 Years	18071	2025-01-01	3.87	8.42	NA	NA	1033
<18 Years	13047	2025-01-01	4.39	10.12	1.42	1.24	2826
<18 Years	20149	2025-01-01	2.77	7.11	NA	NA	759
<18 Years	17071	2025-01-01	4.22	9.8	NA	NA	806
<18 Years	19151	2025-01-01	4.95	10.38	NA	NA	1031
<18 Years	18125	2025-01-01	4.2	9.4	NA	NA	1191
<18 Years	20029	2025-01-01	NA	NA	NA	NA	19
<18 Years	19029	2025-01-01	NA	8.8	NA	NA	125
<18 Years	18149	2025-01-01	2.28	7.4	NA	NA	703
<18 Years	19019	2025-01-01	5.13	6.6	0.98	0.98	1833
<18 Years	18111	2025-01-01	NA	NA	NA	NA	124
<18 Years	19007	2025-01-01	6.67	13.07	1.13	0.95	1155
<18 Years	20125	2025-01-01	NA	NA	NA	NA	115
<18 Years	19139	2025-01-01	9.1	9.13	0.48	0.4	7747
