age	geography	time	obesity_dx_ccw	obesity_bmi	diabetes_dx_ccw	diabetes_a1c_6_5	n_patients_chronic
25-35 Years	53063	2023-01-01	12.63	26.68	NA	NA	NA
25-35 Years	55089	2023-01-01	18.39	34.02	NA	NA	NA
25-35 Years	53053	2023-01-01	11.49	29.48	NA	NA	NA
25-35 Years	56035	2023-01-01	NA	22.22	NA	NA	NA
25-35 Years	56013	2023-01-01	9.72	28.47	NA	NA	NA
25-35 Years	55133	2023-01-01	16.21	35.4	NA	NA	NA
25-35 Years	55097	2023-01-01	14.23	30.72	NA	NA	NA
25-35 Years	53061	2023-01-01	10.18	27.54	NA	NA	NA
25-35 Years	56025	2023-01-01	14.62	36.79	NA	NA	NA
25-35 Years	55025	2023-01-01	12.78	27.41	NA	NA	NA
25-35 Years	56003	2023-01-01	NA	27.4	NA	NA	NA
25-35 Years	56029	2023-01-01	6.23	30.24	NA	NA	NA
25-35 Years	53071	2023-01-01	NA	25.86	NA	NA	NA
25-35 Years	56011	2023-01-01	NA	29.01	NA	NA	NA
25-35 Years	56001	2023-01-01	11.57	28.41	NA	NA	NA
25-35 Years	53045	2023-01-01	NA	15.34	NA	NA	NA
25-35 Years	56043	2023-01-01	NA	32.56	NA	NA	NA
25-35 Years	53051	2023-01-01	NA	NA	NA	NA	NA
25-35 Years	56019	2023-01-01	NA	NA	NA	NA	NA
25-35 Years	53033	2023-01-01	8.08	22.37	NA	NA	NA
25-35 Years	56033	2023-01-01	11.11	31.31	NA	NA	NA
25-35 Years	53031	2023-01-01	NA	NA	NA	NA	NA
25-35 Years	53011	2023-01-01	11.38	25.91	NA	NA	NA
25-35 Years	54109	2023-01-01	NA	27.33	NA	NA	NA
25-35 Years	53023	2023-01-01	NA	NA	NA	NA	NA
25-35 Years	53035	2023-01-01	7.27	20.83	NA	NA	NA
25-35 Years	53067	2023-01-01	7.86	17.64	NA	NA	NA
25-35 Years	53055	2023-01-01	NA	18.4	NA	NA	NA
25-35 Years	53073	2023-01-01	11.74	22.5	NA	NA	NA
25-35 Years	56039	2023-01-01	NA	16.33	NA	NA	NA
35-45 Years	54073	2023-01-01	31.2	58.13	NA	NA	NA
35-45 Years	54105	2023-01-01	24.38	58.36	NA	NA	NA
35-45 Years	54095	2023-01-01	38.46	62.66	NA	NA	NA
35-45 Years	54017	2023-01-01	35.34	59.27	NA	NA	NA
35-45 Years	54085	2023-01-01	28.36	60.49	NA	NA	NA
35-45 Years	54101	2023-01-01	23.56	57.89	NA	NA	NA
35-45 Years	54103	2023-01-01	34.5	62.97	NA	NA	NA
35-45 Years	54001	2023-01-01	26.66	58.57	NA	NA	NA
35-45 Years	54091	2023-01-01	29.85	60.1	NA	NA	NA
35-45 Years	54107	2023-01-01	28.6	56.2	NA	NA	NA
35-45 Years	54013	2023-01-01	22.47	55.81	NA	NA	NA
35-45 Years	55075	2023-01-01	29.07	57.52	NA	NA	NA
35-45 Years	54059	2023-01-01	28.27	56.34	NA	NA	NA
35-45 Years	54083	2023-01-01	21.5	55.68	NA	NA	NA
35-45 Years	54033	2023-01-01	28.8	56.14	NA	NA	NA
35-45 Years	54049	2023-01-01	26.62	56.08	NA	NA	NA
35-45 Years	54007	2023-01-01	36.3	55.02	NA	NA	NA
35-45 Years	54041	2023-01-01	24.88	56.58	NA	NA	NA
35-45 Years	54021	2023-01-01	26.67	58.82	NA	NA	NA
35-45 Years	55083	2023-01-01	25.27	55.79	NA	NA	NA
35-45 Years	55115	2023-01-01	30.18	55.62	NA	NA	NA
35-45 Years	54067	2023-01-01	25.42	51.77	NA	NA	NA
35-45 Years	54051	2023-01-01	27.87	56	NA	NA	NA
35-45 Years	55013	2023-01-01	24.82	55.47	NA	NA	NA
35-45 Years	55061	2023-01-01	28.91	55.07	NA	NA	NA
35-45 Years	54035	2023-01-01	33.12	59.17	NA	NA	NA
35-45 Years	55071	2023-01-01	27.43	52.9	NA	NA	NA
35-45 Years	55137	2023-01-01	29.55	54.55	NA	NA	NA
35-45 Years	54077	2023-01-01	24.52	56.14	NA	NA	NA
35-45 Years	54057	2023-01-01	22.27	54.36	NA	NA	NA
35-45 Years	55078	2023-01-01	17.9	62.35	NA	NA	NA
35-45 Years	54097	2023-01-01	28.52	51.22	NA	NA	NA
35-45 Years	54087	2023-01-01	23.92	54.9	NA	NA	NA
35-45 Years	55077	2023-01-01	19.82	43.57	NA	NA	NA
35-45 Years	55129	2023-01-01	32.77	51.37	NA	NA	NA
35-45 Years	56015	2023-01-01	27.27	47.73	NA	NA	NA
35-45 Years	55037	2023-01-01	24.02	51.4	NA	NA	NA
35-45 Years	55031	2023-01-01	32.73	52	NA	NA	NA
35-45 Years	54093	2023-01-01	16.86	46.36	NA	NA	NA
35-45 Years	55135	2023-01-01	27.69	51.61	NA	NA	NA
35-45 Years	55117	2023-01-01	28.54	50.47	NA	NA	NA
35-45 Years	54003	2023-01-01	26.89	52.93	NA	NA	NA
35-45 Years	55029	2023-01-01	21.55	46.99	NA	NA	NA
35-45 Years	55047	2023-01-01	25.38	49.24	NA	NA	NA
35-45 Years	54069	2023-01-01	24.32	49.41	NA	NA	NA
35-45 Years	54071	2023-01-01	18.63	44.49	NA	NA	NA
35-45 Years	55127	2023-01-01	27.3	50.92	NA	NA	NA
35-45 Years	54009	2023-01-01	22.45	49.54	NA	NA	NA
35-45 Years	55105	2023-01-01	28.87	51.01	NA	NA	NA
35-45 Years	54019	2023-01-01	22.2	53.13	NA	NA	NA
35-45 Years	55107	2023-01-01	22.25	48.68	NA	NA	NA
35-45 Years	55001	2023-01-01	19.91	47.2	NA	NA	NA
35-45 Years	53025	2023-01-01	21.97	51.31	NA	NA	NA
35-45 Years	55139	2023-01-01	29.17	50.44	NA	NA	NA
35-45 Years	56027	2023-01-01	NA	NA	NA	NA	NA
35-45 Years	55041	2023-01-01	26.6	44.68	NA	NA	NA
35-45 Years	53001	2023-01-01	19.2	52	NA	NA	NA
35-45 Years	55027	2023-01-01	20.04	48.44	NA	NA	NA
35-45 Years	55101	2023-01-01	25.39	53.01	NA	NA	NA
35-45 Years	55009	2023-01-01	25.5	50.74	NA	NA	NA
35-45 Years	54045	2023-01-01	21.83	46.72	NA	NA	NA
35-45 Years	54037	2023-01-01	24.79	50.11	NA	NA	NA
35-45 Years	56031	2023-01-01	18.84	43.48	NA	NA	NA
35-45 Years	55017	2023-01-01	16.87	50.02	NA	NA	NA
35-45 Years	55093	2023-01-01	37	48	NA	NA	NA
35-45 Years	55039	2023-01-01	26.79	50.2	NA	NA	NA
35-45 Years	55015	2023-01-01	24.39	49.24	NA	NA	NA
35-45 Years	53013	2023-01-01	NA	NA	NA	NA	NA
35-45 Years	55043	2023-01-01	18.82	45.07	NA	NA	NA
35-45 Years	55057	2023-01-01	19.91	45.5	NA	NA	NA
35-45 Years	55095	2023-01-01	23.63	46.64	NA	NA	NA
35-45 Years	55099	2023-01-01	10.5	41.44	NA	NA	NA
35-45 Years	55059	2023-01-01	25.33	53.75	NA	NA	NA
35-45 Years	55023	2023-01-01	17.1	42.81	NA	NA	NA
35-45 Years	54081	2023-01-01	17.05	50.09	NA	NA	NA
35-45 Years	55067	2023-01-01	23.68	44.74	NA	NA	NA
35-45 Years	54047	2023-01-01	14.91	44.01	NA	NA	NA
35-45 Years	56023	2023-01-01	13.97	44.53	NA	NA	NA
35-45 Years	55011	2023-01-01	21.76	47.55	NA	NA	NA
35-45 Years	55007	2023-01-01	21.98	43.84	NA	NA	NA
35-45 Years	55055	2023-01-01	22.09	47.25	NA	NA	NA
35-45 Years	55003	2023-01-01	22.22	47.2	NA	NA	NA
35-45 Years	55121	2023-01-01	17.46	43.92	NA	NA	NA
35-45 Years	55081	2023-01-01	25.66	47.32	NA	NA	NA
35-45 Years	55125	2023-01-01	22.58	35.48	NA	NA	NA
35-45 Years	54099	2023-01-01	23.97	54.57	NA	NA	NA
35-45 Years	54061	2023-01-01	23.94	49.02	NA	NA	NA
35-45 Years	53069	2023-01-01	21.95	52.44	NA	NA	NA
35-45 Years	54053	2023-01-01	25	54.7	NA	NA	NA
35-45 Years	54025	2023-01-01	21.89	49.43	NA	NA	NA
35-45 Years	53043	2023-01-01	NA	39.66	NA	NA	NA
35-45 Years	56021	2023-01-01	22.75	49.48	NA	NA	NA
35-45 Years	55113	2023-01-01	21.48	46.46	NA	NA	NA
35-45 Years	55119	2023-01-01	17.14	49.52	NA	NA	NA
35-45 Years	55087	2023-01-01	23.74	48.42	NA	NA	NA
35-45 Years	54043	2023-01-01	24.09	49.83	NA	NA	NA
35-45 Years	55051	2023-01-01	20	44.29	NA	NA	NA
35-45 Years	53057	2023-01-01	16.64	44.78	NA	NA	NA
35-45 Years	54065	2023-01-01	20.71	45.55	NA	NA	NA
35-45 Years	55123	2023-01-01	18.08	41.45	NA	NA	NA
35-45 Years	55021	2023-01-01	18.25	41.7	NA	NA	NA
35-45 Years	55109	2023-01-01	27.36	42.99	NA	NA	NA
35-45 Years	53029	2023-01-01	14.3	42.24	NA	NA	NA
35-45 Years	54011	2023-01-01	19.68	50.68	NA	NA	NA
35-45 Years	55079	2023-01-01	28.89	51.1	NA	NA	NA
35-45 Years	53059	2023-01-01	16.95	43.76	NA	NA	NA
35-45 Years	54029	2023-01-01	24.87	53.27	NA	NA	NA
35-45 Years	55035	2023-01-01	17.49	45.21	NA	NA	NA
35-45 Years	54023	2023-01-01	14.42	40.26	NA	NA	NA
35-45 Years	53027	2023-01-01	12.5	30.92	NA	NA	NA
35-45 Years	55005	2023-01-01	14.01	43.95	NA	NA	NA
35-45 Years	55033	2023-01-01	18.25	45.68	NA	NA	NA
35-45 Years	55019	2023-01-01	11.2	47.06	NA	NA	NA
35-45 Years	55085	2023-01-01	20.45	47.73	NA	NA	NA
35-45 Years	53017	2023-01-01	23.48	43.63	NA	NA	NA
35-45 Years	55131	2023-01-01	20.58	42.49	NA	NA	NA
35-45 Years	56037	2023-01-01	21.22	41.96	NA	NA	NA
35-45 Years	54055	2023-01-01	12.2	39.3	NA	NA	NA
35-45 Years	53019	2023-01-01	NA	NA	NA	NA	NA
35-45 Years	55063	2023-01-01	21.19	41.73	NA	NA	NA
35-45 Years	55069	2023-01-01	22.3	52.52	NA	NA	NA
35-45 Years	55141	2023-01-01	20.75	45.99	NA	NA	NA
35-45 Years	54079	2023-01-01	20.89	48.99	NA	NA	NA
35-45 Years	53021	2023-01-01	15.96	38.3	NA	NA	NA
35-45 Years	55045	2023-01-01	19.75	38.74	NA	NA	NA
35-45 Years	53003	2023-01-01	NA	NA	NA	NA	NA
35-45 Years	54089	2023-01-01	10.69	48.85	NA	NA	NA
35-45 Years	53047	2023-01-01	18.4	42.12	NA	NA	NA
35-45 Years	55091	2023-01-01	21.07	41.82	NA	NA	NA
35-45 Years	55111	2023-01-01	15.71	37.78	NA	NA	NA
35-45 Years	55049	2023-01-01	18.5	38.72	NA	NA	NA
35-45 Years	54031	2023-01-01	17.36	39.34	NA	NA	NA
35-45 Years	53037	2023-01-01	13.3	37.53	NA	NA	NA
35-45 Years	56041	2023-01-01	13.6	39.15	NA	NA	NA
35-45 Years	54005	2023-01-01	16.43	43.57	NA	NA	NA
35-45 Years	53007	2023-01-01	18.87	39.04	NA	NA	NA
35-45 Years	56007	2023-01-01	17.29	38.62	NA	NA	NA
35-45 Years	54075	2023-01-01	17.07	38.21	NA	NA	NA
35-45 Years	53015	2023-01-01	15.09	44.84	NA	NA	NA
35-45 Years	53049	2023-01-01	17.9	37.22	NA	NA	NA
35-45 Years	56045	2023-01-01	9.52	38.1	NA	NA	NA
35-45 Years	54015	2023-01-01	15.76	37.61	NA	NA	NA
35-45 Years	55103	2023-01-01	13.68	37.95	NA	NA	NA
35-45 Years	56017	2023-01-01	NA	NA	NA	NA	NA
35-45 Years	54039	2023-01-01	18.83	43.17	NA	NA	NA
35-45 Years	55065	2023-01-01	16.94	36.67	NA	NA	NA
35-45 Years	53005	2023-01-01	13.62	39.2	NA	NA	NA
35-45 Years	56005	2023-01-01	15.36	35.24	NA	NA	NA
35-45 Years	53009	2023-01-01	14.53	30.77	NA	NA	NA
35-45 Years	56009	2023-01-01	20	49.23	NA	NA	NA
35-45 Years	53065	2023-01-01	NA	NA	NA	NA	NA
35-45 Years	54027	2023-01-01	17.13	40.17	NA	NA	NA
35-45 Years	55073	2023-01-01	25	42.27	NA	NA	NA
35-45 Years	55053	2023-01-01	15.59	34.32	NA	NA	NA
35-45 Years	53039	2023-01-01	14.7	32.23	NA	NA	NA
35-45 Years	54063	2023-01-01	11.93	36.7	NA	NA	NA
35-45 Years	53077	2023-01-01	30.14	59.7	NA	NA	NA
35-45 Years	53041	2023-01-01	15.84	32.34	NA	NA	NA
35-45 Years	53075	2023-01-01	25.42	47.46	NA	NA	NA
35-45 Years	53063	2023-01-01	18.22	35.99	NA	NA	NA
35-45 Years	55089	2023-01-01	22.74	38.57	NA	NA	NA
35-45 Years	53053	2023-01-01	14.11	34.45	NA	NA	NA
35-45 Years	56035	2023-01-01	19.1	41.57	NA	NA	NA
35-45 Years	56013	2023-01-01	16.31	31.76	NA	NA	NA
35-45 Years	55133	2023-01-01	19.31	39.94	NA	NA	NA
35-45 Years	55097	2023-01-01	16.95	37.55	NA	NA	NA
35-45 Years	53061	2023-01-01	12.68	31.89	NA	NA	NA
35-45 Years	56025	2023-01-01	16.81	38.66	NA	NA	NA
35-45 Years	55025	2023-01-01	15.91	33.23	NA	NA	NA
35-45 Years	56003	2023-01-01	NA	30.36	NA	NA	NA
35-45 Years	56029	2023-01-01	6.55	30.03	NA	NA	NA
35-45 Years	53071	2023-01-01	17.58	31.87	NA	NA	NA
35-45 Years	56011	2023-01-01	9.2	28.83	NA	NA	NA
35-45 Years	56001	2023-01-01	14.49	33.97	NA	NA	NA
35-45 Years	53045	2023-01-01	8.11	21.62	NA	NA	NA
35-45 Years	56043	2023-01-01	NA	31.75	NA	NA	NA
35-45 Years	53051	2023-01-01	NA	NA	NA	NA	NA
35-45 Years	56019	2023-01-01	NA	NA	NA	NA	NA
35-45 Years	53033	2023-01-01	10.8	28.2	NA	NA	NA
35-45 Years	56033	2023-01-01	17.65	34.31	NA	NA	NA
35-45 Years	53031	2023-01-01	NA	27.69	NA	NA	NA
35-45 Years	53011	2023-01-01	11.93	29.33	NA	NA	NA
35-45 Years	54109	2023-01-01	9.22	22.34	NA	NA	NA
35-45 Years	53023	2023-01-01	NA	NA	NA	NA	NA
35-45 Years	53035	2023-01-01	9.77	21.63	NA	NA	NA
35-45 Years	53067	2023-01-01	8.11	21.58	NA	NA	NA
35-45 Years	53055	2023-01-01	8.04	23.12	NA	NA	NA
35-45 Years	53073	2023-01-01	15.9	26.54	NA	NA	NA
35-45 Years	56039	2023-01-01	5.61	18.22	NA	NA	NA
45-55 Years	54073	2023-01-01	38.94	69.47	NA	NA	NA
45-55 Years	54105	2023-01-01	28.6	63.49	NA	NA	NA
45-55 Years	54095	2023-01-01	40.66	68.54	NA	NA	NA
45-55 Years	54017	2023-01-01	40.31	67.58	NA	NA	NA
45-55 Years	54085	2023-01-01	29.73	63.14	NA	NA	NA
45-55 Years	54101	2023-01-01	25.45	64.51	NA	NA	NA
45-55 Years	54103	2023-01-01	41.04	67.89	NA	NA	NA
45-55 Years	54001	2023-01-01	26.34	61.49	NA	NA	NA
45-55 Years	54091	2023-01-01	33.58	63.63	NA	NA	NA
45-55 Years	54107	2023-01-01	33.26	61.3	NA	NA	NA
45-55 Years	54013	2023-01-01	26.59	61.33	NA	NA	NA
45-55 Years	55075	2023-01-01	34.72	63.81	NA	NA	NA
45-55 Years	54059	2023-01-01	31.28	57.89	NA	NA	NA
45-55 Years	54083	2023-01-01	22.98	58.12	NA	NA	NA
45-55 Years	54033	2023-01-01	33.1	61.91	NA	NA	NA
45-55 Years	54049	2023-01-01	30.93	63.68	NA	NA	NA
45-55 Years	54007	2023-01-01	41.86	58.76	NA	NA	NA
45-55 Years	54041	2023-01-01	27.89	60.63	NA	NA	NA
45-55 Years	54021	2023-01-01	34.52	63.96	NA	NA	NA
45-55 Years	55083	2023-01-01	30.93	60.11	NA	NA	NA
45-55 Years	55115	2023-01-01	36.48	63.61	NA	NA	NA
45-55 Years	54067	2023-01-01	29.36	56.01	NA	NA	NA
45-55 Years	54051	2023-01-01	32.83	61.26	NA	NA	NA
45-55 Years	55013	2023-01-01	26.42	52.84	NA	NA	NA
45-55 Years	55061	2023-01-01	35.89	60.73	NA	NA	NA
45-55 Years	54035	2023-01-01	39.07	60.76	NA	NA	NA
45-55 Years	55071	2023-01-01	36.85	58.37	NA	NA	NA
45-55 Years	55137	2023-01-01	32.68	55.27	NA	NA	NA
45-55 Years	54077	2023-01-01	28.36	59.93	NA	NA	NA
45-55 Years	54057	2023-01-01	25.61	56.79	NA	NA	NA
45-55 Years	55078	2023-01-01	25.82	64.36	NA	NA	NA
45-55 Years	54097	2023-01-01	30.24	57.78	NA	NA	NA
45-55 Years	54087	2023-01-01	24.15	54.07	NA	NA	NA
45-55 Years	55077	2023-01-01	26.73	53.85	NA	NA	NA
45-55 Years	55129	2023-01-01	36.46	53.33	NA	NA	NA
45-55 Years	56015	2023-01-01	19.72	54.23	NA	NA	NA
45-55 Years	55037	2023-01-01	30.26	53.95	NA	NA	NA
45-55 Years	55031	2023-01-01	41.23	57.58	NA	NA	NA
45-55 Years	54093	2023-01-01	19.83	53.99	NA	NA	NA
45-55 Years	55135	2023-01-01	35.38	57.82	NA	NA	NA
45-55 Years	55117	2023-01-01	35.11	54.68	NA	NA	NA
45-55 Years	54003	2023-01-01	29.64	56.04	NA	NA	NA
45-55 Years	55029	2023-01-01	25.93	52.42	NA	NA	NA
45-55 Years	55047	2023-01-01	28.32	55.49	NA	NA	NA
45-55 Years	54069	2023-01-01	28.34	56.47	NA	NA	NA
45-55 Years	54071	2023-01-01	23	53.99	NA	NA	NA
45-55 Years	55127	2023-01-01	31.19	54.9	NA	NA	NA
45-55 Years	54009	2023-01-01	26.41	57.01	NA	NA	NA
45-55 Years	55105	2023-01-01	34.01	56.08	NA	NA	NA
45-55 Years	54019	2023-01-01	23.55	54.79	NA	NA	NA
45-55 Years	55107	2023-01-01	22.04	50.56	NA	NA	NA
45-55 Years	55001	2023-01-01	23.83	52.35	NA	NA	NA
45-55 Years	53025	2023-01-01	23.98	54.51	NA	NA	NA
45-55 Years	55139	2023-01-01	35.6	54.16	NA	NA	NA
45-55 Years	56027	2023-01-01	NA	NA	NA	NA	NA
45-55 Years	55041	2023-01-01	34.51	54.93	NA	NA	NA
45-55 Years	53001	2023-01-01	15.59	50	NA	NA	NA
45-55 Years	55027	2023-01-01	24.83	55.41	NA	NA	NA
45-55 Years	55101	2023-01-01	29.49	56.17	NA	NA	NA
45-55 Years	55009	2023-01-01	31.4	55.6	NA	NA	NA
45-55 Years	54045	2023-01-01	23.82	53.93	NA	NA	NA
45-55 Years	54037	2023-01-01	27.72	54.66	NA	NA	NA
45-55 Years	56031	2023-01-01	20.96	51.5	NA	NA	NA
45-55 Years	55017	2023-01-01	21.76	51.97	NA	NA	NA
45-55 Years	55093	2023-01-01	42.37	53.36	NA	NA	NA
45-55 Years	55039	2023-01-01	34.17	54.81	NA	NA	NA
45-55 Years	55015	2023-01-01	28.5	54.75	NA	NA	NA
45-55 Years	53013	2023-01-01	NA	NA	NA	NA	NA
45-55 Years	55043	2023-01-01	20.28	49.52	NA	NA	NA
45-55 Years	55057	2023-01-01	24.75	52.55	NA	NA	NA
45-55 Years	55095	2023-01-01	27.27	50.38	NA	NA	NA
45-55 Years	55099	2023-01-01	12.59	48.89	NA	NA	NA
45-55 Years	55059	2023-01-01	29.29	57.36	NA	NA	NA
45-55 Years	55023	2023-01-01	20.98	51.01	NA	NA	NA
45-55 Years	54081	2023-01-01	18.37	51.7	NA	NA	NA
45-55 Years	55067	2023-01-01	29.95	56.15	NA	NA	NA
45-55 Years	54047	2023-01-01	17.6	46.37	NA	NA	NA
45-55 Years	56023	2023-01-01	14	53.84	NA	NA	NA
45-55 Years	55011	2023-01-01	24.11	48.91	NA	NA	NA
45-55 Years	55007	2023-01-01	25.91	50.37	NA	NA	NA
45-55 Years	55055	2023-01-01	25.39	51.55	NA	NA	NA
45-55 Years	55003	2023-01-01	24.93	52.14	NA	NA	NA
45-55 Years	55121	2023-01-01	25.56	55.43	NA	NA	NA
45-55 Years	55081	2023-01-01	29.77	55.21	NA	NA	NA
45-55 Years	55125	2023-01-01	24.39	48.78	NA	NA	NA
45-55 Years	54099	2023-01-01	27.21	57.69	NA	NA	NA
45-55 Years	54061	2023-01-01	28.36	54.98	NA	NA	NA
45-55 Years	53069	2023-01-01	24.61	51.83	NA	NA	NA
45-55 Years	54053	2023-01-01	25.66	53.4	NA	NA	NA
45-55 Years	54025	2023-01-01	19.16	53.74	NA	NA	NA
45-55 Years	53043	2023-01-01	22.22	50.79	NA	NA	NA
45-55 Years	56021	2023-01-01	27.45	54.95	NA	NA	NA
45-55 Years	55113	2023-01-01	22.45	47.99	NA	NA	NA
45-55 Years	55119	2023-01-01	16.19	50.48	NA	NA	NA
45-55 Years	55087	2023-01-01	29.23	54.08	NA	NA	NA
45-55 Years	54043	2023-01-01	21.91	57.93	NA	NA	NA
45-55 Years	55051	2023-01-01	19.67	54.1	NA	NA	NA
45-55 Years	53057	2023-01-01	19.22	48.42	NA	NA	NA
45-55 Years	54065	2023-01-01	26.84	52.04	NA	NA	NA
45-55 Years	55123	2023-01-01	21.5	47.71	NA	NA	NA
45-55 Years	55021	2023-01-01	20.39	48.41	NA	NA	NA
45-55 Years	55109	2023-01-01	33.57	48.28	NA	NA	NA
45-55 Years	53029	2023-01-01	15.68	43.94	NA	NA	NA
45-55 Years	54011	2023-01-01	23.22	54.7	NA	NA	NA
45-55 Years	55079	2023-01-01	33.9	55.53	NA	NA	NA
45-55 Years	53059	2023-01-01	22.54	50.7	NA	NA	NA
45-55 Years	54029	2023-01-01	26.25	57.53	NA	NA	NA
45-55 Years	55035	2023-01-01	22.42	50.13	NA	NA	NA
45-55 Years	54023	2023-01-01	14.78	44.59	NA	NA	NA
45-55 Years	53027	2023-01-01	18.56	38.92	NA	NA	NA
45-55 Years	55005	2023-01-01	18.34	48.36	NA	NA	NA
45-55 Years	55033	2023-01-01	21.79	49.08	NA	NA	NA
45-55 Years	55019	2023-01-01	14.52	49.04	NA	NA	NA
45-55 Years	55085	2023-01-01	20.56	47.78	NA	NA	NA
45-55 Years	53017	2023-01-01	26.49	47.75	NA	NA	NA
45-55 Years	55131	2023-01-01	26.06	48.6	NA	NA	NA
45-55 Years	56037	2023-01-01	23.03	45.22	NA	NA	NA
45-55 Years	54055	2023-01-01	15.03	45.05	NA	NA	NA
45-55 Years	53019	2023-01-01	NA	36.36	NA	NA	NA
45-55 Years	55063	2023-01-01	25.97	49.4	NA	NA	NA
45-55 Years	55069	2023-01-01	28.87	45.07	NA	NA	NA
45-55 Years	55141	2023-01-01	29.67	52.15	NA	NA	NA
45-55 Years	54079	2023-01-01	22.56	52.8	NA	NA	NA
45-55 Years	53021	2023-01-01	19.13	50.43	NA	NA	NA
45-55 Years	55045	2023-01-01	23.3	44.86	NA	NA	NA
45-55 Years	53003	2023-01-01	NA	NA	NA	NA	NA
45-55 Years	54089	2023-01-01	11.67	44.17	NA	NA	NA
45-55 Years	53047	2023-01-01	21.31	43.82	NA	NA	NA
45-55 Years	55091	2023-01-01	22.26	40.55	NA	NA	NA
45-55 Years	55111	2023-01-01	19.88	43.77	NA	NA	NA
45-55 Years	55049	2023-01-01	22.4	46.14	NA	NA	NA
45-55 Years	54031	2023-01-01	23.01	45.31	NA	NA	NA
45-55 Years	53037	2023-01-01	17.04	42.55	NA	NA	NA
45-55 Years	56041	2023-01-01	15.25	46.27	NA	NA	NA
45-55 Years	54005	2023-01-01	21.12	46.55	NA	NA	NA
45-55 Years	53007	2023-01-01	23.56	42.68	NA	NA	NA
45-55 Years	56007	2023-01-01	19.78	40.92	NA	NA	NA
45-55 Years	54075	2023-01-01	18.53	39.12	NA	NA	NA
45-55 Years	53015	2023-01-01	16.01	47.55	NA	NA	NA
45-55 Years	53049	2023-01-01	20.19	44.84	NA	NA	NA
45-55 Years	56045	2023-01-01	14.71	43.14	NA	NA	NA
45-55 Years	54015	2023-01-01	17.63	38.84	NA	NA	NA
45-55 Years	55103	2023-01-01	19.84	43.12	NA	NA	NA
45-55 Years	56017	2023-01-01	NA	50	NA	NA	NA
45-55 Years	54039	2023-01-01	20.57	45.68	NA	NA	NA
45-55 Years	55065	2023-01-01	21.01	45.56	NA	NA	NA
45-55 Years	53005	2023-01-01	19.75	36.99	NA	NA	NA
45-55 Years	56005	2023-01-01	19.55	42.78	NA	NA	NA
45-55 Years	53009	2023-01-01	14.17	44.09	NA	NA	NA
45-55 Years	56009	2023-01-01	23.08	44.87	NA	NA	NA
45-55 Years	53065	2023-01-01	NA	33.33	NA	NA	NA
45-55 Years	54027	2023-01-01	18.23	42.59	NA	NA	NA
45-55 Years	55073	2023-01-01	29.55	48.2	NA	NA	NA
45-55 Years	55053	2023-01-01	18.29	40.45	NA	NA	NA
45-55 Years	53039	2023-01-01	17.58	45.15	NA	NA	NA
45-55 Years	54063	2023-01-01	12.86	39.43	NA	NA	NA
45-55 Years	53077	2023-01-01	28.62	57.73	NA	NA	NA
45-55 Years	53041	2023-01-01	13.76	40.94	NA	NA	NA
45-55 Years	53075	2023-01-01	NA	51.11	NA	NA	NA
45-55 Years	53063	2023-01-01	19.55	38.1	NA	NA	NA
45-55 Years	55089	2023-01-01	26.53	42.31	NA	NA	NA
45-55 Years	53053	2023-01-01	16	38.61	NA	NA	NA
45-55 Years	56035	2023-01-01	22.58	40.32	NA	NA	NA
45-55 Years	56013	2023-01-01	17.53	42.23	NA	NA	NA
45-55 Years	55133	2023-01-01	23.35	43.92	NA	NA	NA
45-55 Years	55097	2023-01-01	22.67	47.1	NA	NA	NA
45-55 Years	53061	2023-01-01	15.42	37.02	NA	NA	NA
45-55 Years	56025	2023-01-01	23.26	42.71	NA	NA	NA
45-55 Years	55025	2023-01-01	18.49	38.42	NA	NA	NA
45-55 Years	56003	2023-01-01	8.28	44.59	NA	NA	NA
45-55 Years	56029	2023-01-01	9.35	35.09	NA	NA	NA
45-55 Years	53071	2023-01-01	23.08	46.15	NA	NA	NA
45-55 Years	56011	2023-01-01	14.75	38.25	NA	NA	NA
45-55 Years	56001	2023-01-01	16.53	34.79	NA	NA	NA
45-55 Years	53045	2023-01-01	18.86	32.57	NA	NA	NA
45-55 Years	56043	2023-01-01	NA	40.51	NA	NA	NA
45-55 Years	53051	2023-01-01	NA	NA	NA	NA	NA
45-55 Years	56019	2023-01-01	NA	36.36	NA	NA	NA
45-55 Years	53033	2023-01-01	12.79	31.66	NA	NA	NA
45-55 Years	56033	2023-01-01	16.67	38.6	NA	NA	NA
45-55 Years	53031	2023-01-01	NA	28.57	NA	NA	NA
45-55 Years	53011	2023-01-01	13.71	33.26	NA	NA	NA
45-55 Years	54109	2023-01-01	8.66	24.74	NA	NA	NA
45-55 Years	53023	2023-01-01	NA	NA	NA	NA	NA
45-55 Years	53035	2023-01-01	13.15	29.04	NA	NA	NA
45-55 Years	53067	2023-01-01	14.03	30.61	NA	NA	NA
45-55 Years	53055	2023-01-01	5.99	23.97	NA	NA	NA
45-55 Years	53073	2023-01-01	17.92	29.15	NA	NA	NA
45-55 Years	56039	2023-01-01	NA	16.12	NA	NA	NA
55-65 Years	54073	2023-01-01	40.48	65.03	NA	NA	NA
55-65 Years	54105	2023-01-01	27.68	59.86	NA	NA	NA
55-65 Years	54095	2023-01-01	37.45	65.04	NA	NA	NA
55-65 Years	54017	2023-01-01	37.01	62.01	NA	NA	NA
