age	county	bmi_30_49.8	obesity_(%)	n_obesity_county	Year
65+ Years	VENANGO, PA	46.46%	18.26%	1287	1/1/2025 - 10/30/2025
65+ Years	WEAKLEY, TN	43.91%	30.81%	4612	1/1/2025 - 10/30/2025
65+ Years	MAHONING, OH	46.60%	27.99%	35653	1/1/2025 - 10/30/2025
65+ Years	CALHOUN, SC	47.18%	18.62%	3029	1/1/2025 - 10/30/2025
65+ Years	WASHINGTON, OH	47.73%	23.72%	5135	1/1/2025 - 10/30/2025
65+ Years	LUNENBURG, VA	48.46%	26.97%	1717	1/1/2025 - 10/30/2025
65+ Years	TAZEWELL, VA	46.98%	19.78%	4540	1/1/2025 - 10/30/2025
65+ Years	PITTSYLVANIA, VA	46.69%	15.26%	3885	1/1/2025 - 10/30/2025
65+ Years	LAUDERDALE, TN	45.39%	30.17%	2569	1/1/2025 - 10/30/2025
65+ Years	BUCKINGHAM, VA	46.49%	23.79%	2282	1/1/2025 - 10/30/2025
65+ Years	CAMPBELL, VA	47.59%	8.35%	3148	1/1/2025 - 10/30/2025
65+ Years	CHESTERFIELD, SC	45.65%	21.85%	5667	1/1/2025 - 10/30/2025
65+ Years	PRINCE GEORGE, VA	49.31%	23.63%	2679	1/1/2025 - 10/30/2025
65+ Years	PAWNEE, OK	49.47%	34.33%	1876	1/1/2025 - 10/30/2025
65+ Years	BLAND, VA	46.27%	14.79%	683	1/1/2025 - 10/30/2025
65+ Years	CHARLES CITY, VA	48.47%	25.95%	1341	1/1/2025 - 10/30/2025
65+ Years	MUSKOGEE, OK	46.54%	32.48%	9116	1/1/2025 - 10/30/2025
65+ Years	CHESTER, SC	48.07%	21.46%	4828	1/1/2025 - 10/30/2025
65+ Years	NORFOLK CITY, VA	44.30%	28.04%	26986	1/1/2025 - 10/30/2025
65+ Years	PAGE, VA	49.87%	30.81%	5476	1/1/2025 - 10/30/2025
65+ Years	HIGHLAND, OH	50.49%	45.71%	6635	1/1/2025 - 10/30/2025
65+ Years	PERRY, OH	45.44%	29.23%	2104	1/1/2025 - 10/30/2025
65+ Years	VAL VERDE, TX	48.76%	22.51%	804	1/1/2025 - 10/30/2025
65+ Years	PREBLE, OH	53.58%	41.13%	7389	1/1/2025 - 10/30/2025
65+ Years	SOMERSET, PA	47.00%	23.29%	8786	1/1/2025 - 10/30/2025
65+ Years	OKMULGEE, OK	49.47%	34.76%	5403	1/1/2025 - 10/30/2025
65+ Years	COSHOCTON, OH	46.51%	31.21%	2118	1/1/2025 - 10/30/2025
65+ Years	MADISON, OH	50.71%	34.82%	7645	1/1/2025 - 10/30/2025
65+ Years	LAMPASAS, TX	51.03%	26.24%	4535	1/1/2025 - 10/30/2025
65+ Years	AMHERST, VA	47.43%	9.77%	2857	1/1/2025 - 10/30/2025
65+ Years	MUSKINGUM, OH	42.21%	25.81%	3452	1/1/2025 - 10/30/2025
65+ Years	SCIOTO, OH	45.01%	27.33%	2386	1/1/2025 - 10/30/2025
65+ Years	OBION, TN	44.78%	23.80%	5541	1/1/2025 - 10/30/2025
65+ Years	MILAM, TX	50.97%	32.10%	4165	1/1/2025 - 10/30/2025
65+ Years	MCNAIRY, TN	42.73%	33.40%	3368	1/1/2025 - 10/30/2025
65+ Years	CHAMPAIGN, OH	53.15%	36.43%	5411	1/1/2025 - 10/30/2025
65+ Years	HENDERSON, TN	42.21%	30.30%	2772	1/1/2025 - 10/30/2025
65+ Years	HARDIN, OH	51.66%	30.80%	3864	1/1/2025 - 10/30/2025
65+ Years	WESTMORELAND, VA	47.95%	22.66%	2392	1/1/2025 - 10/30/2025
65+ Years	HARRISON, OH	50.47%	27.99%	2665	1/1/2025 - 10/30/2025
65+ Years	BARNWELL, SC	47.87%	12.13%	1525	1/1/2025 - 10/30/2025
65+ Years	DECATUR, TN	42.53%	27.26%	1152	1/1/2025 - 10/30/2025
65+ Years	MCCULLOCH, TX	48.37%	27.79%	1292	1/1/2025 - 10/30/2025
65+ Years	UNION, SC	49.47%	53.38%	5682	1/1/2025 - 10/30/2025
65+ Years	SANDUSKY, OH	53.34%	41.45%	8268	1/1/2025 - 10/30/2025
65+ Years	BROWN, OH	52.35%	32.50%	7018	1/1/2025 - 10/30/2025
65+ Years	CHEROKEE, OK	46.42%	31.09%	2792	1/1/2025 - 10/30/2025
65+ Years	RUSSELL, VA	47.04%	22.70%	4705	1/1/2025 - 10/30/2025
65+ Years	DICKENSON, VA	47.62%	23.34%	2644	1/1/2025 - 10/30/2025
65+ Years	AMELIA, VA	45.31%	19.75%	1706	1/1/2025 - 10/30/2025
65+ Years	CARBON, PA	52.64%	41.44%	14673	1/1/2025 - 10/30/2025
65+ Years	SENECA, OH	50.41%	30.87%	7609	1/1/2025 - 10/30/2025
65+ Years	ACCOMACK, VA	48.31%	27.59%	7284	1/1/2025 - 10/30/2025
65+ Years	CHESTER, TN	43.45%	30.45%	2092	1/1/2025 - 10/30/2025
65+ Years	ZAVALA, TX	52.75%	30.77%	91	1/1/2025 - 10/30/2025
65+ Years	CLARK, OH	52.40%	37.82%	22306	1/1/2025 - 10/30/2025
65+ Years	HAYWOOD, TN	41.88%	24.39%	1853	1/1/2025 - 10/30/2025
65+ Years	MORRIS, TX	49.38%	25.63%	960	1/1/2025 - 10/30/2025
65+ Years	NEWPORT NEWS CITY, VA	46.22%	28.97%	24447	1/1/2025 - 10/30/2025
65+ Years	FAIRFIELD, SC	46.21%	23.82%	3900	1/1/2025 - 10/30/2025
65+ Years	CHEROKEE, SC	47.92%	47.57%	9483	1/1/2025 - 10/30/2025
65+ Years	KNOX, OH	44.66%	28.95%	5697	1/1/2025 - 10/30/2025
65+ Years	FULTON, PA	48.15%	26.68%	1840	1/1/2025 - 10/30/2025
65+ Years	CARROLL, VA	43.81%	23.38%	1801	1/1/2025 - 10/30/2025
65+ Years	CLEARFIELD, PA	43.70%	19.98%	801	1/1/2025 - 10/30/2025
65+ Years	DIMMIT, TX	55.56%	27.78%	108	1/1/2025 - 10/30/2025
65+ Years	WILLIAMS, OH	54.38%	35.06%	7512	1/1/2025 - 10/30/2025
65+ Years	DEFIANCE, OH	54.77%	41.24%	6896	1/1/2025 - 10/30/2025
65+ Years	LE FLORE, OK	47.72%	27.06%	3296	1/1/2025 - 10/30/2025
65+ Years	MCINTOSH, OK	46.20%	29.49%	3225	1/1/2025 - 10/30/2025
65+ Years	WESTMORELAND, PA	45.57%	21.30%	34055	1/1/2025 - 10/30/2025
65+ Years	HURON, OH	49.72%	36.61%	6253	1/1/2025 - 10/30/2025
65+ Years	CLINTON, OH	50.15%	34.12%	7374	1/1/2025 - 10/30/2025
65+ Years	HALIFAX, VA	45.69%	31.91%	6954	1/1/2025 - 10/30/2025
65+ Years	BLEDSOE, TN	45.76%	20.54%	1816	1/1/2025 - 10/30/2025
65+ Years	VAN ZANDT, TX	49.08%	25.50%	5674	1/1/2025 - 10/30/2025
65+ Years	CAROLINE, VA	49.68%	25.93%	2063	1/1/2025 - 10/30/2025
65+ Years	CRAWFORD, PA	45.47%	17.52%	4269	1/1/2025 - 10/30/2025
65+ Years	FALLS, TX	49.70%	33.71%	2020	1/1/2025 - 10/30/2025
65+ Years	CREEK, OK	48.53%	36.33%	9920	1/1/2025 - 10/30/2025
65+ Years	DANVILLE CITY, VA	41.70%	18.02%	2880	1/1/2025 - 10/30/2025
65+ Years	SMYTH, VA	44.82%	19.08%	5486	1/1/2025 - 10/30/2025
65+ Years	MOORE, TN	NA	NA	11	1/1/2025 - 10/30/2025
65+ Years	SCHUYLKILL, PA	49.70%	30.97%	26179	1/1/2025 - 10/30/2025
65+ Years	KERSHAW, SC	45.22%	25.03%	13129	1/1/2025 - 10/30/2025
65+ Years	WYANDOT, OH	52.17%	37.44%	3427	1/1/2025 - 10/30/2025
65+ Years	SEQUOYAH, OK	46.80%	28.02%	3530	1/1/2025 - 10/30/2025
65+ Years	CAMP, TX	48.60%	29.08%	2208	1/1/2025 - 10/30/2025
65+ Years	MARION, OH	50.92%	36.76%	11656	1/1/2025 - 10/30/2025
65+ Years	HENRY, VA	43.47%	17.30%	1960	1/1/2025 - 10/30/2025
65+ Years	LEE, TX	49.14%	26.93%	1166	1/1/2025 - 10/30/2025
65+ Years	CHESAPEAKE CITY, VA	43.81%	27.10%	34794	1/1/2025 - 10/30/2025
65+ Years	KAUFMAN, TX	48.30%	27.73%	18483	1/1/2025 - 10/30/2025
65+ Years	CAMBRIA, PA	45.02%	23.44%	22784	1/1/2025 - 10/30/2025
65+ Years	HENRY, TN	42.88%	23.93%	1630	1/1/2025 - 10/30/2025
65+ Years	GALAX CITY, VA	44.77%	19.03%	641	1/1/2025 - 10/30/2025
65+ Years	HUNTINGDON, PA	46.53%	20.17%	808	1/1/2025 - 10/30/2025
65+ Years	INDIANA, PA	42.43%	16.18%	2880	1/1/2025 - 10/30/2025
65+ Years	FRANKLIN, PA	51.07%	34.07%	20279	1/1/2025 - 10/30/2025
65+ Years	HAWKINS, TN	45.10%	19.05%	8896	1/1/2025 - 10/30/2025
65+ Years	NORTHAMPTON, VA	45.33%	25.90%	3267	1/1/2025 - 10/30/2025
65+ Years	LAKE, OR	49.26%	35.58%	1009	1/1/2025 - 10/30/2025
65+ Years	HARDEMAN, TN	40.67%	23.07%	2727	1/1/2025 - 10/30/2025
65+ Years	NEWBERRY, SC	45.32%	24.74%	5154	1/1/2025 - 10/30/2025
65+ Years	UNION, OH	51.14%	33.21%	7046	1/1/2025 - 10/30/2025
65+ Years	PERRY, PA	48.23%	19.84%	7218	1/1/2025 - 10/30/2025
65+ Years	ALLENDALE, SC	42.24%	11.21%	696	1/1/2025 - 10/30/2025
65+ Years	GILES, VA	45.77%	8.47%	378	1/1/2025 - 10/30/2025
65+ Years	ADAMS, OH	49.19%	27.15%	3499	1/1/2025 - 10/30/2025
65+ Years	KING WILLIAM, VA	48.77%	27.24%	2930	1/1/2025 - 10/30/2025
65+ Years	GREENE, PA	53.01%	23.04%	4631	1/1/2025 - 10/30/2025
65+ Years	JEFFERSON, PA	43.16%	14.59%	665	1/1/2025 - 10/30/2025
65+ Years	CONCHO, TX	47.08%	29.77%	514	1/1/2025 - 10/30/2025
65+ Years	BELMONT, OH	49.77%	31.59%	13403	1/1/2025 - 10/30/2025
65+ Years	LAWRENCE, PA	43.98%	19.21%	4227	1/1/2025 - 10/30/2025
65+ Years	CRAIG, OK	48.71%	28.66%	2320	1/1/2025 - 10/30/2025
65+ Years	EDWARDS, TX	44.55%	21.78%	101	1/1/2025 - 10/30/2025
65+ Years	STONEWALL, TX	NA	NA	15	1/1/2025 - 10/30/2025
65+ Years	DYER, TN	45.43%	32.64%	5261	1/1/2025 - 10/30/2025
65+ Years	CADDO, OK	45.87%	14.27%	750	1/1/2025 - 10/30/2025
65+ Years	OTTAWA, OH	50.52%	36.17%	7356	1/1/2025 - 10/30/2025
65+ Years	MCCORMICK, SC	42.40%	26.71%	3729	1/1/2025 - 10/30/2025
65+ Years	NOWATA, OK	49.42%	29.95%	601	1/1/2025 - 10/30/2025
65+ Years	SCURRY, TX	50.43%	22.61%	115	1/1/2025 - 10/30/2025
65+ Years	FAYETTE, PA	46.63%	25.40%	22228	1/1/2025 - 10/30/2025
65+ Years	LOUISA, VA	45.73%	25.70%	7120	1/1/2025 - 10/30/2025
65+ Years	GALLIA, OH	41.78%	27.76%	1113	1/1/2025 - 10/30/2025
65+ Years	EMPORIA CITY, VA	52.82%	26.06%	142	1/1/2025 - 10/30/2025
65+ Years	CARROLL, TN	43.58%	20.49%	4608	1/1/2025 - 10/30/2025
65+ Years	WOOD, TX	46.39%	21.02%	7118	1/1/2025 - 10/30/2025
65+ Years	LAKE, SD	56.47%	25.63%	1709	1/1/2025 - 10/30/2025
65+ Years	LICKING, OH	49.88%	35.34%	31196	1/1/2025 - 10/30/2025
65+ Years	COOS, OR	47.61%	32.54%	16063	1/1/2025 - 10/30/2025
65+ Years	FRANKLIN, OH	46.39%	32.48%	168945	1/1/2025 - 10/30/2025
65+ Years	UPSHUR, TX	50.16%	27.62%	1539	1/1/2025 - 10/30/2025
65+ Years	DELAWARE, OK	44.92%	23.67%	2687	1/1/2025 - 10/30/2025
65+ Years	LEE, VA	45.03%	17.75%	3464	1/1/2025 - 10/30/2025
65+ Years	VAN WERT, OH	51.79%	30.95%	2989	1/1/2025 - 10/30/2025
65+ Years	EDGEFIELD, SC	45.49%	16.44%	3205	1/1/2025 - 10/30/2025
65+ Years	SALUDA, SC	47.25%	28.41%	2851	1/1/2025 - 10/30/2025
65+ Years	HENRY, OH	50.42%	29.40%	4167	1/1/2025 - 10/30/2025
65+ Years	HENDERSON, TX	46.23%	20.53%	12390	1/1/2025 - 10/30/2025
65+ Years	ROGERS, OK	47.77%	36.07%	12779	1/1/2025 - 10/30/2025
65+ Years	OSAGE, OK	48.49%	34.00%	1456	1/1/2025 - 10/30/2025
65+ Years	ALLEN, OH	51.10%	31.45%	14955	1/1/2025 - 10/30/2025
65+ Years	SHENANDOAH, VA	48.46%	26.69%	10059	1/1/2025 - 10/30/2025
65+ Years	PATRICK, VA	43.72%	21.23%	1361	1/1/2025 - 10/30/2025
65+ Years	BURLESON, TX	49.27%	28.44%	2732	1/1/2025 - 10/30/2025
65+ Years	GLOUCESTER, VA	45.92%	30.43%	8920	1/1/2025 - 10/30/2025
65+ Years	GIBSON, TN	41.63%	22.50%	5427	1/1/2025 - 10/30/2025
65+ Years	WHARTON, TX	46.48%	26.86%	4204	1/1/2025 - 10/30/2025
65+ Years	PAULDING, OH	52.73%	33.33%	2145	1/1/2025 - 10/30/2025
65+ Years	AUGLAIZE, OH	49.76%	26.33%	6141	1/1/2025 - 10/30/2025
65+ Years	CLARION, PA	42.58%	11.38%	1125	1/1/2025 - 10/30/2025
65+ Years	DARKE, OH	49.79%	28.19%	8333	1/1/2025 - 10/30/2025
65+ Years	CORYELL, TX	50.01%	31.49%	7575	1/1/2025 - 10/30/2025
65+ Years	ATASCOSA, TX	46.63%	28.30%	682	1/1/2025 - 10/30/2025
65+ Years	WISE, VA	47.44%	22.84%	6855	1/1/2025 - 10/30/2025
65+ Years	MADISON, VA	47.91%	27.13%	2805	1/1/2025 - 10/30/2025
65+ Years	SARGENT, ND	52.38%	50.36%	842	1/1/2025 - 10/30/2025
65+ Years	BURKE, ND	53.26%	21.46%	261	1/1/2025 - 10/30/2025
65+ Years	LYNCHBURG CITY, VA	44.53%	6.78%	6146	1/1/2025 - 10/30/2025
65+ Years	MALHEUR, OR	50.18%	32.81%	5126	1/1/2025 - 10/30/2025
65+ Years	WAGONER, OK	48.84%	34.27%	10715	1/1/2025 - 10/30/2025
65+ Years	PANOLA, TX	48.83%	18.47%	2918	1/1/2025 - 10/30/2025
65+ Years	NAVARRO, TX	44.93%	23.21%	4093	1/1/2025 - 10/30/2025
65+ Years	WASHINGTON, VA	43.34%	23.14%	11681	1/1/2025 - 10/30/2025
65+ Years	MERCER, PA	41.20%	18.38%	7961	1/1/2025 - 10/30/2025
65+ Years	BEDFORD, PA	44.87%	19.98%	2583	1/1/2025 - 10/30/2025
65+ Years	CROCKETT, TN	41.13%	25.97%	1517	1/1/2025 - 10/30/2025
65+ Years	SUMTER, SC	45.40%	31.57%	14268	1/1/2025 - 10/30/2025
65+ Years	COLUMBIA, PA	45.28%	25.95%	709	1/1/2025 - 10/30/2025
65+ Years	FLUVANNA, VA	44.46%	28.09%	6294	1/1/2025 - 10/30/2025
65+ Years	JOHNSON, TN	41.87%	18.15%	3571	1/1/2025 - 10/30/2025
65+ Years	SEQUATCHIE, TN	44.97%	24.83%	2348	1/1/2025 - 10/30/2025
65+ Years	CLERMONT, OH	49.91%	33.35%	38891	1/1/2025 - 10/30/2025
65+ Years	SCOTT, VA	43.86%	17.62%	3723	1/1/2025 - 10/30/2025
65+ Years	ADAMS, PA	49.62%	31.85%	22832	1/1/2025 - 10/30/2025
65+ Years	MONROE, PA	49.06%	35.58%	31336	1/1/2025 - 10/30/2025
65+ Years	DELTA, TX	47.30%	17.57%	370	1/1/2025 - 10/30/2025
65+ Years	GRAYSON, VA	40.21%	15.53%	1037	1/1/2025 - 10/30/2025
65+ Years	MAYES, OK	49.21%	37.31%	6604	1/1/2025 - 10/30/2025
65+ Years	LATIMER, OK	49.82%	22.11%	855	1/1/2025 - 10/30/2025
65+ Years	RICHMOND, VA	47.41%	24.92%	1854	1/1/2025 - 10/30/2025
65+ Years	ROBERTSON, TX	49.36%	28.37%	1886	1/1/2025 - 10/30/2025
65+ Years	MARION, TX	45.00%	18.57%	140	1/1/2025 - 10/30/2025
65+ Years	MADISON, TN	42.57%	29.01%	11122	1/1/2025 - 10/30/2025
65+ Years	PUTNAM, OH	54.10%	30.59%	5619	1/1/2025 - 10/30/2025
65+ Years	HOPKINS, TX	45.30%	15.63%	2777	1/1/2025 - 10/30/2025
65+ Years	TOM GREEN, TX	48.20%	30.58%	19285	1/1/2025 - 10/30/2025
65+ Years	FULTON, OH	51.74%	29.53%	7630	1/1/2025 - 10/30/2025
65+ Years	GREENE, VA	45.90%	30.79%	3985	1/1/2025 - 10/30/2025
65+ Years	JEFFERSON, OH	46.41%	20.50%	6011	1/1/2025 - 10/30/2025
65+ Years	COKE, TX	49.17%	27.62%	724	1/1/2025 - 10/30/2025
65+ Years	COCKE, TN	44.48%	14.88%	652	1/1/2025 - 10/30/2025
65+ Years	MCMINN, TN	42.57%	19.04%	935	1/1/2025 - 10/30/2025
65+ Years	KIDDER, ND	55.61%	39.24%	446	1/1/2025 - 10/30/2025
65+ Years	RANSOM, ND	51.44%	49.04%	1250	1/1/2025 - 10/30/2025
65+ Years	OKFUSKEE, OK	44.63%	31.20%	1080	1/1/2025 - 10/30/2025
65+ Years	LEWIS, TN	41.51%	NA	53	1/1/2025 - 10/30/2025
65+ Years	ELLIS, TX	49.16%	33.42%	26175	1/1/2025 - 10/30/2025
65+ Years	BRISTOL CITY, VA	43.46%	26.51%	2531	1/1/2025 - 10/30/2025
65+ Years	SHELBY, TX	47.08%	18.46%	650	1/1/2025 - 10/30/2025
65+ Years	MONTGOMERY, OH	49.01%	37.03%	95944	1/1/2025 - 10/30/2025
65+ Years	LAURENS, SC	47.88%	37.91%	9243	1/1/2025 - 10/30/2025
65+ Years	COLLETON, SC	42.86%	13.76%	3889	1/1/2025 - 10/30/2025
65+ Years	GRANT, ND	53.61%	41.13%	513	1/1/2025 - 10/30/2025
65+ Years	ROCKINGHAM, VA	45.88%	28.39%	16356	1/1/2025 - 10/30/2025
65+ Years	MCKEAN, PA	43.35%	13.87%	692	1/1/2025 - 10/30/2025
65+ Years	HAMPTON, SC	45.28%	11.44%	1303	1/1/2025 - 10/30/2025
65+ Years	TIPTON, TN	42.10%	22.30%	7354	1/1/2025 - 10/30/2025
65+ Years	BENTON, TN	39.63%	24.19%	2034	1/1/2025 - 10/30/2025
65+ Years	LUCAS, OH	48.96%	34.46%	64213	1/1/2025 - 10/30/2025
65+ Years	HOWARD, TX	39.55%	31.75%	1077	1/1/2025 - 10/30/2025
65+ Years	DORCHESTER, SC	43.77%	17.70%	17258	1/1/2025 - 10/30/2025
65+ Years	BUTLER, OH	50.96%	34.18%	62901	1/1/2025 - 10/30/2025
65+ Years	STEELE, ND	54.66%	41.06%	397	1/1/2025 - 10/30/2025
65+ Years	HUNT, TX	47.59%	25.08%	9418	1/1/2025 - 10/30/2025
65+ Years	RED RIVER, TX	45.53%	16.01%	637	1/1/2025 - 10/30/2025
65+ Years	RHEA, TN	45.94%	16.78%	1907	1/1/2025 - 10/30/2025
65+ Years	OTTAWA, OK	43.92%	23.45%	1744	1/1/2025 - 10/30/2025
65+ Years	NORTHUMBERLAND, VA	43.64%	19.95%	4026	1/1/2025 - 10/30/2025
65+ Years	LAMOURE, ND	55.95%	58.58%	1067	1/1/2025 - 10/30/2025
65+ Years	PIKE, PA	44.07%	26.49%	5248	1/1/2025 - 10/30/2025
65+ Years	GRUNDY, TN	40.48%	16.87%	415	1/1/2025 - 10/30/2025
65+ Years	TUSCARAWAS, OH	47.02%	35.72%	15674	1/1/2025 - 10/30/2025
65+ Years	ABBEVILLE, SC	44.59%	23.70%	5021	1/1/2025 - 10/30/2025
65+ Years	HORRY, SC	42.48%	23.01%	50846	1/1/2025 - 10/30/2025
65+ Years	WALSH, ND	54.08%	27.58%	2400	1/1/2025 - 10/30/2025
65+ Years	ANDERSON, TX	45.22%	20.19%	2749	1/1/2025 - 10/30/2025
65+ Years	POTTER, PA	44.20%	19.58%	914	1/1/2025 - 10/30/2025
65+ Years	PORTAGE, OH	46.38%	37.35%	22838	1/1/2025 - 10/30/2025
65+ Years	ASHTABULA, OH	45.55%	37.89%	15053	1/1/2025 - 10/30/2025
65+ Years	MCCURTAIN, OK	43.58%	11.13%	1051	1/1/2025 - 10/30/2025
65+ Years	MIAMI, OH	50.77%	36.85%	21543	1/1/2025 - 10/30/2025
65+ Years	BEAVER, PA	42.21%	15.20%	9723	1/1/2025 - 10/30/2025
65+ Years	MOUNTRAIL, ND	47.88%	24.65%	637	1/1/2025 - 10/30/2025
65+ Years	BRADLEY, TN	42.08%	21.61%	6205	1/1/2025 - 10/30/2025
65+ Years	BELL, TX	49.73%	34.60%	47620	1/1/2025 - 10/30/2025
65+ Years	KINNEY, TX	40.32%	22.58%	62	1/1/2025 - 10/30/2025
65+ Years	HALL, TX	36.52%	12.92%	178	1/1/2025 - 10/30/2025
65+ Years	HAMBLEN, TN	38.82%	13.60%	559	1/1/2025 - 10/30/2025
65+ Years	MERCER, ND	53.90%	33.47%	1972	1/1/2025 - 10/30/2025
65+ Years	WAYNE, PA	43.50%	18.18%	4076	1/1/2025 - 10/30/2025
65+ Years	TITUS, TX	46.14%	26.65%	1929	1/1/2025 - 10/30/2025
65+ Years	FAYETTE, TN	37.72%	18.75%	6617	1/1/2025 - 10/30/2025
65+ Years	JUNIATA, PA	42.74%	12.79%	1102	1/1/2025 - 10/30/2025
65+ Years	MORROW, OR	47.73%	17.57%	1343	1/1/2025 - 10/30/2025
65+ Years	HUTCHINSON, TX	41.97%	13.41%	1656	1/1/2025 - 10/30/2025
65+ Years	HARDIN, TN	39.61%	26.80%	2123	1/1/2025 - 10/30/2025
65+ Years	LINCOLN, OK	45.13%	22.75%	1314	1/1/2025 - 10/30/2025
65+ Years	HILL, TX	44.63%	27.10%	3513	1/1/2025 - 10/30/2025
65+ Years	OLIVER, ND	48.91%	55.47%	274	1/1/2025 - 10/30/2025
65+ Years	KNOX, TX	41.67%	NA	36	1/1/2025 - 10/30/2025
65+ Years	COTTLE, TX	NA	NA	27	1/1/2025 - 10/30/2025
65+ Years	MARTINSVILLE CITY, VA	37.03%	16.13%	713	1/1/2025 - 10/30/2025
65+ Years	BARNES, ND	49.44%	47.28%	2591	1/1/2025 - 10/30/2025
65+ Years	CULPEPER, VA	49.57%	26.64%	9152	1/1/2025 - 10/30/2025
65+ Years	SUMMIT, OH	43.61%	32.76%	70236	1/1/2025 - 10/30/2025
65+ Years	SPARTANBURG, SC	45.68%	48.92%	60811	1/1/2025 - 10/30/2025
65+ Years	ORANGE, VA	45.60%	23.65%	6439	1/1/2025 - 10/30/2025
65+ Years	POLK, TN	39.89%	21.36%	1236	1/1/2025 - 10/30/2025
65+ Years	ERIE, PA	46.26%	22.75%	31612	1/1/2025 - 10/30/2025
65+ Years	RUNNELS, TX	50.49%	29.67%	1321	1/1/2025 - 10/30/2025
65+ Years	STUTSMAN, ND	52.92%	58.70%	4431	1/1/2025 - 10/30/2025
65+ Years	CASS, TX	48.67%	23.22%	676	1/1/2025 - 10/30/2025
65+ Years	MCPHERSON, SD	51.45%	37.68%	138	1/1/2025 - 10/30/2025
65+ Years	GREENE, OH	48.39%	37.53%	28930	1/1/2025 - 10/30/2025
65+ Years	CROCKETT, TX	43.84%	23.12%	584	1/1/2025 - 10/30/2025
65+ Years	BRADFORD, PA	48.34%	23.41%	12962	1/1/2025 - 10/30/2025
65+ Years	CAVALIER, ND	50.52%	32.33%	968	1/1/2025 - 10/30/2025
65+ Years	JEFFERSON, OR	47.61%	35.34%	5184	1/1/2025 - 10/30/2025
65+ Years	WASHINGTON, TX	45.29%	27.97%	7940	1/1/2025 - 10/30/2025
65+ Years	GRIMES, TX	46.96%	27.66%	3507	1/1/2025 - 10/30/2025
65+ Years	LORAIN, OH	47.98%	43.20%	59214	1/1/2025 - 10/30/2025
65+ Years	GRAY, TX	38.93%	11.16%	1192	1/1/2025 - 10/30/2025
65+ Years	MIDDLESEX, VA	42.11%	24.08%	3410	1/1/2025 - 10/30/2025
65+ Years	CHESTERFIELD, VA	42.69%	20.36%	42941	1/1/2025 - 10/30/2025
65+ Years	MARTIN, TX	50.91%	25.45%	55	1/1/2025 - 10/30/2025
65+ Years	JACKSON, TN	NA	NA	19	1/1/2025 - 10/30/2025
65+ Years	MANASSAS CITY, VA	44.90%	27.80%	3820	1/1/2025 - 10/30/2025
65+ Years	MATHEWS, VA	42.13%	22.87%	2654	1/1/2025 - 10/30/2025
65+ Years	HYDE, SD	50.00%	NA	38	1/1/2025 - 10/30/2025
65+ Years	SUTTON, TX	48.45%	25.15%	485	1/1/2025 - 10/30/2025
65+ Years	NEW KENT, VA	45.02%	23.92%	4736	1/1/2025 - 10/30/2025
65+ Years	SMITH, TX	46.18%	25.40%	21139	1/1/2025 - 10/30/2025
65+ Years	NORTON CITY, VA	43.79%	22.84%	845	1/1/2025 - 10/30/2025
65+ Years	GREENWOOD, SC	45.87%	28.99%	15061	1/1/2025 - 10/30/2025
65+ Years	SAN SABA, TX	43.13%	22.09%	1055	1/1/2025 - 10/30/2025
65+ Years	NORTHAMPTON, PA	48.67%	37.34%	70272	1/1/2025 - 10/30/2025
65+ Years	RADFORD, VA	42.54%	7.30%	315	1/1/2025 - 10/30/2025
65+ Years	LAMAR, TX	42.53%	11.69%	2156	1/1/2025 - 10/30/2025
65+ Years	RICHLAND, SC	43.49%	27.63%	49080	1/1/2025 - 10/30/2025
65+ Years	HASKELL, OK	44.13%	20.36%	1405	1/1/2025 - 10/30/2025
65+ Years	TIOGA, PA	45.15%	19.05%	5663	1/1/2025 - 10/30/2025
65+ Years	WYOMING, PA	45.30%	16.08%	2320	1/1/2025 - 10/30/2025
65+ Years	SULLIVAN, TN	41.85%	19.27%	27435	1/1/2025 - 10/30/2025
65+ Years	CARTER, TN	40.93%	16.19%	7937	1/1/2025 - 10/30/2025
65+ Years	BEDFORD, VA	43.61%	7.60%	4831	1/1/2025 - 10/30/2025
65+ Years	SUSQUEHANNA, PA	42.31%	16.91%	5098	1/1/2025 - 10/30/2025
65+ Years	PICKENS, SC	44.74%	32.07%	24911	1/1/2025 - 10/30/2025
65+ Years	PEMBINA, ND	51.29%	30.38%	1741	1/1/2025 - 10/30/2025
65+ Years	MCMULLEN, TX	61.11%	NA	18	1/1/2025 - 10/30/2025
65+ Years	FANNIN, TX	44.86%	19.71%	1857	1/1/2025 - 10/30/2025
65+ Years	GRIGGS, ND	52.19%	35.90%	571	1/1/2025 - 10/30/2025
65+ Years	BEXAR, TX	46.54%	40.85%	54436	1/1/2025 - 10/30/2025
65+ Years	MEIGS, TN	36.88%	17.49%	526	1/1/2025 - 10/30/2025
65+ Years	STARK, OH	41.99%	30.98%	38770	1/1/2025 - 10/30/2025
65+ Years	MOORE, TX	38.38%	9.88%	800	1/1/2025 - 10/30/2025
65+ Years	TULSA, OK	44.42%	32.00%	92041	1/1/2025 - 10/30/2025
65+ Years	MARION, OR	45.19%	26.67%	49104	1/1/2025 - 10/30/2025
65+ Years	SWISHER, TX	37.30%	10.07%	437	1/1/2025 - 10/30/2025
65+ Years	HOCKLEY, TX	43.10%	NA	58	1/1/2025 - 10/30/2025
