Session Title,Heat only KYNC county year 2018-2025,,
Session ID,2792485,,
Data Model,Patients,,
Population Base,All Patients,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,State of Residence: STATES_KY_NC,"Encounter Type: Emergency, Emergency to Inpatient",
Session Date Range,1/1/2018 - 12/31/2025,,
Measure,Number of Patients,,
Export User,Stephanie Perniciaro,,
Date of Export,1/22/2026,,
,,,
,,,
,Diagnosis (Encounter),Heat,"Total: Total includes all data, including data from columns not currently displayed."
Year,County of Residence,,
,"TALBOT, MD",10 or fewer,1628
,"TIOGA, NY",10 or fewer,4636
,"PHELPS, MO",10 or fewer,165
,"WILKES, NC",10 or fewer,1434
,"LINCOLN, NE",11,5737
,"SAINT MARY, LA",10 or fewer,1218
,"IONIA, MI",10 or fewer,6148
,"WALDO, ME",10 or fewer,7783
,"CAROLINE, MD",10 or fewer,2048
,"VERMILION, LA",10 or fewer,2835
,"JESSAMINE, KY",10 or fewer,3314
,"CORTLAND, NY",10 or fewer,277
,"IBERVILLE, LA",26,8533
,"CHAUTAUQUA, NY",10 or fewer,4388
,"SAINT LANDRY, LA",10 or fewer,1969
,"WASHINGTON, LA",10 or fewer,2097
,"LAMAR, MS",11,6602
,"STOKES, NC",10 or fewer,5868
,"LINCOLN, ME",10 or fewer,5512
,"LEWIS AND CLARK, MT",10 or fewer,768
,"DAVIE, NC",10 or fewer,4149
,"MASON, MI",10 or fewer,6018
,"BLADEN, NC",10 or fewer,654
,"SAINT BERNARD, LA",10 or fewer,5564
,"GRANT, KY",15,7716
,"CASS, MO",10 or fewer,4578
,"HOKE, NC",10 or fewer,691
,"IBERIA, LA",10 or fewer,2807
,"BECKER, MN",11,6181
,"CAPE MAY, NJ",10 or fewer,1469
,"LEE, NC",10 or fewer,3777
,"ORLEANS, NY",10 or fewer,5494
,"BENTON, MN",10 or fewer,5206
,"RUTHERFORD, NC",10 or fewer,1770
,"ROCKINGHAM, NH",10 or fewer,2800
,"WORCESTER, MD",10 or fewer,5607
,"OCEANA, MI",10 or fewer,2768
,"SAMPSON, NC",10 or fewer,2521
,"FRANKLIN, NY",10 or fewer,99
,"UNION, MS",17,6969
,"POLK, MN",10 or fewer,5989
,"BARNSTABLE, MA",10 or fewer,3682
,"MARSHALL, MS",20,4859
