Session Title,Number of Patients by Diagnosis (Encounter) and County of Residence,,
Session ID,2792481,,
Data Model,Patients,,
Population Base,All Patients,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,State of Residence: STATES_AL_DE,"Encounter Type: Emergency, Emergency to Inpatient",
Session Date Range,1/1/2018 - 12/31/2025,,
Measure,Number of Patients,,
Export User,Stephanie Perniciaro,,
Date of Export,1/22/2026,,
,,,
,,,
,Diagnosis (Encounter),Heat,"Total: Total includes all data, including data from columns not currently displayed."
Year,County of Residence,,
,"ADAMS, CO",29,52201
,"PIMA, AZ",27,49038
,"JEFFERSON, CO",12,41930
,"WELD, CO",21,41667
,"LARIMER, CO",27,40493
,"LOS ANGELES, CA",28,23126
,"NEW HAVEN, CT",20,39177
,"NEW CASTLE, DE",14,31500
,"CONTRA COSTA, CA",16,29154
,"BOULDER, CO",10 or fewer,21068
,"MONTEREY, CA",10 or fewer,26212
,"SAN FRANCISCO, CA",10 or fewer,20490
,"SAN MATEO, CA",10 or fewer,22729
,"FAIRFIELD, CT",14,18872
,"KENT, DE",39,35550
,"DOUGLAS, CO",10 or fewer,16700
,"NEW LONDON, CT",31,34438
,"SUSSEX, DE",29,19456
,"MOBILE, AL",22,4348
,"BALDWIN, AL",10 or fewer,1794
,"MIDDLESEX, CT",10 or fewer,7362
,"PUEBLO, CO",10 or fewer,3479
,"MADERA, CA",10 or fewer,4503
,"MESA, CO",10 or fewer,12470
,"WINDHAM, CT",12,18352
,"LITCHFIELD, CT",10 or fewer,7618
,"FAULKNER, AR",41,14604
,"CRAIGHEAD, AR",37,13973
,"SEBASTIAN, AR",58,12837
,"SALINE, AR",19,11350
,"HOUSTON, AL",10 or fewer,338
,"TOLLAND, CT",10 or fewer,8343
,"WASHINGTON, AR",10 or fewer,8561
,"LONOKE, AR",35,10698
,"TULARE, CA",10 or fewer,2791
,"CRITTENDEN, AR",54,11825
,"CRAWFORD, AR",36,8040
,"BENTON, AR",10 or fewer,4653
,"BROOMFIELD, CO",10 or fewer,6070
,"SACRAMENTO, CA",10 or fewer,4932
,"PINAL, AZ",10 or fewer,2910
,"MERCED, CA",10 or fewer,1461
,"SAN JOAQUIN, CA",10 or fewer,3768
,"KERN, CA",10 or fewer,1978
,"JEFFERSON, AR",11,4212
,"KINGS, CA",10 or fewer,1437
,"HOT SPRING, AR",22,5851
,"CLEBURNE, AR",16,4889
,"WHITE, AR",10 or fewer,3820
,"TELLER, CO",10 or fewer,4134
,"STANISLAUS, CA",10 or fewer,1856
,"GREENE, AR",13,3332
,"CLARK, AR",17,4559
,"SANTA CRUZ, CA",10 or fewer,2263
,"YAVAPAI, AZ",10 or fewer,2542
,"POINSETT, AR",13,3774
,"ROUTT, CO",10 or fewer,2395
,"IMPERIAL, CA",10 or fewer,1798
,"SOLANO, CA",10 or fewer,2178
,"GARLAND, AR",10 or fewer,2154
,"DALE, AL",10 or fewer,153
,"JEFFERSON, AL",10 or fewer,1506
,"VENTURA, CA",10 or fewer,1594
,"CHEROKEE, AL",10 or fewer,303
,"ARKANSAS, AR",23,3202
,"COCHISE, AZ",10 or fewer,2001
,"MISSISSIPPI, AR",10 or fewer,2053
,"PLACER, CA",10 or fewer,1548
,"GRANT, AR",10 or fewer,2199
,"SONOMA, CA",10 or fewer,1407
,"POPE, AR",10 or fewer,1407
,"GENEVA, AL",10 or fewer,79
,"ELBERT, CO",10 or fewer,1103
,"MARIN, CA",10 or fewer,1056
,"MOFFAT, CO",10 or fewer,1361
,"FREMONT, CO",10 or fewer,895
,"MOHAVE, AZ",10 or fewer,1219
,"MADISON, AL",10 or fewer,1070
,"EL DORADO, CA",10 or fewer,1182
,"COFFEE, AL",10 or fewer,180
,"PICKENS, AL",10 or fewer,647
,"DREW, AR",10 or fewer,470
,"SANTA BARBARA, CA",10 or fewer,978
,"CONWAY, AR",10 or fewer,1509
,"HUMBOLDT, CA",10 or fewer,613
,"SAN LUIS OBISPO, CA",10 or fewer,920
,"HENRY, AL",10 or fewer,41
,"LAMAR, AL",11,1155
,"CHOCTAW, AL",10 or fewer,78
,"ESCAMBIA, AL",10 or fewer,1461
,"ANCHORAGE, AK",10 or fewer,876
,"CHAMBERS, AL",10 or fewer,1196
,"VAN BUREN, AR",10 or fewer,1145
,"GARFIELD, CO",10 or fewer,639
,"UNION, AR",10 or fewer,835
,"CALHOUN, AL",10 or fewer,469
,"MARION, AL",10 or fewer,93
,"SAINT FRANCIS, AR",10 or fewer,1032
,"LASSEN, CA",10 or fewer,894
,"JACKSON, AL",10 or fewer,1067
,"PITKIN, CO",10 or fewer,128
,"MONROE, AR",10 or fewer,1312
