Session Title,DM in ICD10 and HbA1c 6.5+ by County Age 2024,,,
Session ID,2776032,,,
Data Model,Patients,,,
Population Base,All Patients,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,State of Residence (U.S.): States AL-DE,Has Any Encounters?,Base Patient,
Session Date Range,1/1/2024 - 12/31/2024,,,
Export User,Stephanie Perniciaro,,,
Date of Export,11/12/2025,,,
,,,,
,,,,
,Measures,A1c 6.5+ (%),DM (%),Number of Patients
Age at Encounter in Years,County of Residence,,,
Less than 18 Years,"WALKER, AL",-,-,57
,"GREENE, AL",-,-,161
,"ALEUTIANS WEST, AK",-,-,10 or fewer
,"ALPINE, CA",-,-,28
,"HALE, AL",-,-,161
,"SUMTER, AL",-,-,821
,"CHOCTAW, AL",-,-,1009
,"ALEUTIANS EAST, AK",-,-,10 or fewer
,"KUSILVAK, AK",-,-,10 or fewer
,"PERRY, AL",-,-,10 or fewer
,"MOBILE, AL",0.12%,0.40%,10039
,"JACKSON, AR",-,-,564
,"DILLINGHAM, AK",-,-,10 or fewer
,"WASHINGTON, AL",-,-,271
,"CLARKE, AL",-,-,156
,"KENT, DE",0.58%,0.73%,24032
,"TUSCALOOSA, AL",0.44%,0.60%,2980
,"PICKENS, AL",-,-,560
,"MARION, AL",-,-,1364
,"DEL NORTE, CA",-,-,1812
,"OUACHITA, AR",0.51%,0.65%,2149
,"MARENGO, AL",-,-,124
,"BIBB, AL",-,-,37
,"APACHE, AZ",-,-,44
,"WINSTON, AL",-,-,46
,"LOGAN, CO",-,-,497
,"MONROE, AR",-,-,603
,"SCOTT, AR",-,-,573
,"BUTLER, AL",-,-,33
,"FAYETTE, AL",-,-,63
,"POINSETT, AR",-,0.58%,2418
,"PHILLIPS, AR",-,-,527
,"MISSISSIPPI, AR",0.73%,1.09%,1648
,"WILCOX, AL",-,-,21
,"MILLER, AR",2.53%,2.72%,1581
,"SUSSEX, DE",0.51%,0.68%,25987
,"LOGAN, AR",-,-,1040
,"SHARP, AR",-,-,457
,"ARKANSAS, AR",0.62%,0.93%,2585
,"COFFEE, AL",-,0.30%,4270
,"LAFAYETTE, AR",-,-,157
,"MONROE, AL",-,-,234
,"JOHNSON, AR",1.15%,1.38%,1300
,"PRAIRIE, AR",-,-,776
,"LAWRENCE, AL",-,-,10 or fewer
,"SEBASTIAN, AR",0.87%,1.03%,11157
,"JEFFERSON, AR",0.69%,0.78%,6959
,"CONECUH, AL",-,-,262
,"DALLAS, AR",-,-,385
,"SAINT FRANCIS, AR",-,-,609
,"COCHISE, AZ",3.12%,3.12%,1346
,"CRAIGHEAD, AR",0.45%,0.75%,12057
,"PIMA, AZ",0.47%,0.59%,71325
,"INDEPENDENCE, AR",1.21%,1.63%,1410
,"COLUMBIA, AR",-,-,1055
,"KODIAK ISLAND, AK",-,-,1273
,"CLARK, AR",0.60%,0.88%,1828
,"NEVADA, AR",-,-,496
,"JACKSON, AL",-,-,306
,"CHAMBERS, AL",-,-,249
,"LAMAR, AL",-,-,628
,"CRAWFORD, AR",0.59%,0.77%,6654
,"SAN FRANCISCO, CA",0.18%,0.29%,38610
,"FRANKLIN, AL",-,-,179
,"SKAGWAY, AK",-,-,10 or fewer
,"COLBERT, AL",-,-,59
,"PERRY, AR",-,-,853
,"GRAHAM, AZ",-,-,157
,"SEDGWICK, CO",-,-,55
,"CALHOUN, AR",-,-,322
,"SANTA BARBARA, CA",-,0.49%,8366
,"MONTEREY, CA",0.41%,0.56%,48334
,"GREENE, AR",0.54%,0.57%,2786
,"MODOC, CA",-,-,192
,"NAVAJO, AZ",-,-,80
,"JACKSON, CO",-,-,69
,"PLUMAS, CA",-,-,217
,"BALDWIN, AL",0.28%,0.58%,11246
,"ESCAMBIA, AL",0.85%,1.16%,1291
,"WASHINGTON, CO",-,-,122
,"LAWRENCE, AR",-,-,757
,"FRANKLIN, AR",-,-,1018
,"SISKIYOU, CA",-,-,1054
,"LEE, AR",-,-,258
,"LASSEN, CA",-,-,600
,"CROWLEY, CO",-,-,116
,"CRITTENDEN, AR",0.33%,0.52%,4254
,"GENEVA, AL",-,-,943
,"CLAY, AR",-,-,711
,"HOUSTON, AL",-,0.34%,3275
,"LA PAZ, AZ",-,-,49
,"ALAMEDA, CA",0.13%,0.30%,95278
,"PIKE, AL",-,-,68
,"CONTRA COSTA, CA",0.16%,0.34%,79442
,"TRINITY, CA",-,-,106
,"CLEBURNE, AR",0.62%,0.84%,2269
,"SANTA CRUZ, AZ",-,1.55%,708
,"RANDOLPH, AL",-,-,172
,"COVINGTON, AL",-,-,264
,"CHEROKEE, AL",-,-,178
,"DALE, AL",-,-,1056
,"CROSS, AR",-,-,1384
,"HUMBOLDT, CA",0.16%,0.24%,14662
,"PUEBLO, CO",0.88%,1.05%,9939
,"DALLAS, AL",-,-,12
,"MIDDLESEX, CT",0.27%,0.38%,16731
,"MESA, CO",0.51%,0.79%,8626
,"SAN BERNARDINO, CA",0.67%,1.18%,75699
,"HENRY, AL",-,-,284
,"SIERRA, CA",-,-,60
,"IMPERIAL, CA",-,-,438
,"MOFFAT, CO",-,0.56%,1974
,"LONOKE, AR",0.67%,0.79%,7563
,"SOLANO, CA",0.15%,0.35%,13941
,"COSTILLA, CO",-,-,68
,"OTERO, CO",-,-,740
,"INYO, CA",-,-,87
,"MARICOPA, AZ",0.08%,0.22%,96115
,"HUERFANO, CO",-,-,180
,"BARBOUR, AL",-,-,186
,"LAUDERDALE, AL",-,-,32
,"WHITE, AR",1.38%,1.57%,3756
,"MORGAN, CO",-,0.98%,1227
,"SONOMA, CA",0.18%,0.34%,32390
,"YUMA, AZ",-,-,112
,"SALINE, AR",0.71%,0.85%,9677
,"HOT SPRING, AR",0.70%,0.90%,1989
,"LOWNDES, AL",-,-,10 or fewer
,"SAN DIEGO, CA",0.05%,0.19%,139794
,"FULTON, AR",-,-,274
,"NEW LONDON, CT",0.38%,0.53%,22333
,"UNION, AR",1.24%,1.32%,1289
,"RANDOLPH, AR",-,-,608
,"GILA, AZ",-,-,126
,"MADISON, AL",-,5.15%,233
,"KERN, CA",0.33%,1.04%,50099
,"WELD, CO",0.27%,0.54%,46032
,"PULASKI, AR",0.47%,0.61%,48224
,"NEW HAVEN, CT",0.48%,0.67%,32009
,"LINCOLN, CO",-,-,204
,"MONTGOMERY, AL",-,-,116
,"HEMPSTEAD, AR",1.53%,1.67%,720
,"CHILTON, AL",-,-,17
,"PROWERS, CO",-,-,436
,"CRENSHAW, AL",-,-,58
,"LITTLE RIVER, AR",-,-,369
,"PHILLIPS, CO",-,-,137
,"BETHEL, AK",-,-,10 or fewer
,"WINDHAM, CT",0.50%,0.64%,12017
,"FRESNO, CA",0.30%,0.67%,116472
,"TELLER, CO",0.89%,1.00%,1805
,"LAKE, CA",-,-,1675
,"VAN BUREN, AR",1.96%,2.12%,612
,"BENT, CO",-,-,113
,"FAIRFIELD, CT",0.36%,0.51%,29689
,"IZARD, AR",-,-,295
,"YUMA, CO",-,-,275
,"GRANT, AR",-,0.94%,1589
,"CONEJOS, CO",-,-,159
,"MOHAVE, AZ",-,-,164
,"RIO GRANDE, CO",-,3.23%,341
,"NAPA, CA",-,0.33%,5083
,"WOODRUFF, AR",-,-,245
,"KIOWA, CO",-,-,72
,"BACA, CO",-,-,102
,"SANTA CRUZ, CA",0.90%,1.28%,10027
,"LARIMER, CO",0.25%,0.45%,39816
,"YELL, AR",2.16%,2.66%,602
,"SAN BENITO, CA",1.18%,1.27%,2364
,"HARTFORD, CT",0.46%,0.56%,104125
,"LAS ANIMAS, CO",-,-,397
,"PIKE, AR",3.01%,3.01%,365
,"DENVER, CO",0.22%,0.36%,84009
,"ADAMS, CO",0.37%,0.52%,52880
,"MARIN, CA",0.10%,0.22%,15723
,"MORGAN, AL",-,-,41
,"KENAI PENINSULA, AK",-,-,42
,"FREMONT, CO",1.75%,2.00%,1202
,"MONTEZUMA, CO",-,-,271
,"GREENLEE, AZ",-,-,58
,"WRANGELL, AK",-,-,10 or fewer
,"LITCHFIELD, CT",0.66%,0.83%,11367
,"SANTA CLARA, CA",0.39%,0.48%,93511
,"LIMESTONE, AL",-,-,67
,"RIVERSIDE, CA",0.42%,0.76%,105570
,"MENDOCINO, CA",-,0.38%,6361
,"DESHA, AR",-,-,451
,"SHASTA, CA",-,-,1553
,"LINCOLN, AR",-,2.56%,468
,"POPE, AR",1.54%,1.81%,2205
,"CLEVELAND, AR",-,-,698
,"PARK, CO",-,-,494
,"VALDEZ CORDOVA, AK",-,-,10 or fewer
,"FAULKNER, AR",0.84%,1.03%,9833
,"STONE, AR",-,-,279
,"RIO BLANCO, CO",-,-,158
,"ARAPAHOE, CO",0.35%,0.52%,71012
,"ASHLEY, AR",1.95%,2.25%,668
,"CONWAY, AR",1.76%,1.93%,1137
,"MARION, AR",-,-,233
,"AUTAUGA, AL",-,-,39
,"SHELBY, AL",-,-,130
,"ELMORE, AL",-,-,47
,"ALAMOSA, CO",-,-,396
,"JEFFERSON, AL",-,2.87%,383
,"KIT CARSON, CO",-,-,258
,"BROOMFIELD, CO",0.36%,0.54%,6474
,"YOLO, CA",-,0.18%,7839
,"TOLLAND, CT",0.50%,0.59%,13280
,"MATANUSKA SUSITNA, AK",-,-,62
,"MONO, CA",-,-,79
,"CUSTER, CO",-,-,108
,"EL PASO, CO",0.60%,0.69%,82577
,"SAN MATEO, CA",0.39%,0.50%,46757
,"SAGUACHE, CO",-,-,46
,"PINAL, AZ",-,0.17%,11703
,"KETCHIKAN GATEWAY, AK",-,-,10 or fewer
,"ELBERT, CO",-,0.66%,2127
,"BOULDER, CO",0.28%,0.41%,31657
,"JEFFERSON, CO",0.40%,0.59%,39071
,"BULLOCK, AL",-,-,16
,"NORTHWEST ARCTIC, AK",-,-,10 or fewer
,"BRADLEY, AR",2.24%,2.24%,536
,"TALLAPOOSA, AL",-,-,10 or fewer
,"JUNEAU, AK",-,-,23
,"CHAFFEE, CO",-,-,379
,"POLK, AR",-,-,493
,"NEW CASTLE, DE",0.51%,0.60%,68131
,"CULLMAN, AL",-,-,32
,"SOUTHEAST FAIRBANKS, AK",-,-,10 or fewer
,"GILPIN, CO",-,-,217
,"MADERA, CA",0.35%,0.83%,15232
,"MONTROSE, CO",-,-,543
,"HOWARD, AR",-,-,384
,"CHICOT, AR",-,-,315
,"GARLAND, AR",1.59%,1.91%,2886
,"SEVIER, AR",2.32%,2.90%,518
,"YAVAPAI, AZ",-,-,529
,"BOONE, AR",2.08%,2.85%,913
,"SAINT CLAIR, AL",-,-,80
,"BAXTER, AR",2.11%,2.53%,711
,"LEE, AL",-,-,380
,"ORANGE, CA",0.03%,0.20%,83396
,"DELTA, CO",-,-,432
,"CHEYENNE, CO",-,-,69
,"RUSSELL, AL",-,-,236
,"ANCHORAGE, AK",-,-,165
,"DOUGLAS, CO",0.36%,0.53%,38398
,"PETERSBURG, AK",-,-,10 or fewer
