Session Title,DM in ICD10 and HbA1c 6.5+ by County Age 2024,,,
Session ID,2776077,,,
Data Model,Patients,,,
Population Base,All Patients,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,State of Residence (U.S.): States ND_VA,Has Any Encounters?,Base Patient,
Session Date Range,1/1/2024 - 12/31/2024,,,
Export User,Stephanie Perniciaro,,,
Date of Export,11/12/2025,,,
,,,,
,,,,
,Measures,A1c 6.5+ (%),DM (%),Number of Patients
Age at Encounter in Years,County of Residence,,,
Less than 18 Years,"CROCKETT, TX",-,-,564
,"MCCORMICK, SC",-,-,668
,"SURRY, VA",-,-,419
,"CROSBY, TX",-,-,78
,"MORROW, OH",-,-,2968
,"SULLIVAN, PA",-,-,324
,"COKE, TX",-,-,530
,"UNION, SC",0.52%,0.95%,4424
,"PATRICK, VA",-,-,190
,"LAURENS, SC",0.49%,0.66%,9298
,"MARION, SC",0.34%,0.96%,3545
,"CONCHO, TX",-,-,311
,"HALIFAX, VA",0.85%,1.13%,3989
,"SUTTON, TX",-,-,367
,"WILLIAMSBURG, SC",0.67%,1.65%,1945
,"ESSEX, VA",0.90%,1.28%,1329
,"WILLIAMS, OH",0.33%,0.52%,6345
,"FRANKLIN CITY, VA",-,-,970
,"DICKENS, TX",-,-,12
,"PICKAWAY, OH",-,0.38%,4231
,"VAN WERT, OH",0.65%,0.84%,2015
,"HAMPTON CITY, VA",0.23%,0.54%,9923
,"CHEROKEE, SC",0.44%,0.62%,8868
,"BROWN, OH",0.74%,0.91%,5693
,"MEIGS, OH",-,-,613
,"CRAWFORD, OH",-,0.45%,6188
,"MARION, OH",0.10%,0.45%,11016
,"NORTON CITY, VA",-,-,838
,"REAGAN, TX",-,-,469
,"GARZA, TX",-,-,40
,"SCHLEICHER, TX",-,-,313
,"PREBLE, OH",0.53%,0.67%,6415
,"MILAM, TX",0.51%,0.67%,3136
,"RICHLAND, OH",0.13%,0.47%,12645
,"NORTHAMPTON, VA",-,-,643
,"PORTSMOUTH CITY, VA",-,0.47%,3393
,"SALUDA, SC",-,-,1962
,"ZIEBACH, SD",-,-,43
,"ADAMS, PA",0.30%,0.64%,12197
,"FRANKLIN, PA",0.22%,0.42%,14250
,"LEE, SC",-,-,787
,"OKFUSKEE, OK",-,-,825
