,"SANTA CLARA, CA",17.90%,7.59%,30158
,"BUTTE, CA",15.55%,1.72%,1917
,"GARFIELD, CO",16.62%,8.18%,379
,"MINERAL, CO",-,-,10 or fewer
,"SITKA, AK",-,-,10 or fewer
,"ARCHULETA, CO",-,-,27
,"ANCHORAGE, AK",7.11%,-,408
,"EL DORADO, CA",11.06%,2.68%,1681
,"CHAFFEE, CO",18.48%,-,92
,"CLEAR CREEK, CO",-,-,51
,"SAN LUIS OBISPO, CA",13.92%,5.96%,503
,"BOULDER, CO",12.57%,4.73%,12800
,"SAN MATEO, CA",16.84%,8.03%,12864
,"CARROLL, AR",26.87%,-,67
,"LAKE, CO",27.50%,-,40
,"SAN JUAN, CO",-,-,10 or fewer
,"SAN FRANCISCO, CA",15.13%,8.49%,18187
,"PLACER, CA",10.38%,3.20%,2284
,"STANISLAUS, CA",19.97%,9.71%,2183
,"GRAND, CO",12.39%,5.50%,218
,"WASHINGTON, AR",23.66%,9.94%,2494
,"ROUTT, CO",9.43%,4.48%,1071
,"LA PLATA, CO",13.68%,8.42%,190
,"OURAY, CO",-,-,15
,"GUNNISON, CO",12.14%,-,140
,"YAKUTAT, AK",-,-,10 or fewer
,"NEVADA, CA",6.50%,-,246
,"MADISON, AR",28.89%,-,90
,"SUMMIT, CO",12.00%,6.29%,175
,"BENTON, AR",21.02%,6.86%,1399
,"COCONINO, AZ",8.62%,1.18%,1183
,"LAKE AND PENINSULA, AK",-,-,10 or fewer
,"EAGLE, CO",10.91%,5.58%,394
,"VENTURA, CA",6.76%,2.42%,2027
,"PITKIN, CO",6.43%,-,342
,"SAN MIGUEL, CO",-,-,61
,None of the above,19.05%,10.80%,155471
,Total,23.18%,11.09%,1163443
≥ 25 and < 35 Years,"KUSILVAK, AK",-,-,10 or fewer
,"COOSA, AL",-,-,10 or fewer
,"WALKER, AL",67.74%,43.55%,62
,"CLEBURNE, AL",56.03%,33.33%,141
,"PERRY, AL",-,-,14
,"WILCOX, AL",52.78%,-,36
,"CHOCTAW, AL",58.89%,27.67%,506
,"ALEUTIANS EAST, AK",-,-,10 or fewer
,"TALLADEGA, AL",48.48%,27.27%,132
,"BLOUNT, AL",52.29%,22.94%,109
,"CLARKE, AL",48.05%,26.56%,256
,"ALPINE, CA",55.17%,41.38%,29
,"DALLAS, AL",-,-,20
,"CLAY, AL",47.62%,-,42
,"MARENGO, AL",40.00%,17.00%,100
,"CALHOUN, AL",47.60%,25.46%,542
,"GREENE, AL",51.22%,26.83%,41
,"WASHINGTON, AL",49.69%,25.46%,326
,"CHAMBERS, AL",47.52%,27.69%,484
,"MISSISSIPPI, AR",56.39%,34.44%,1080
,"SUMTER, AL",57.46%,27.61%,355
,"MOBILE, AL",48.77%,28.66%,11394
,"PIKE, AL",40.00%,13.33%,120
,"MONROE, AL",58.33%,25.38%,264
,"MARSHALL, AL",40.00%,23.53%,170
,"CHEROKEE, AL",55.93%,25.99%,177
,"RANDOLPH, AL",53.88%,23.30%,206
,"HALE, AL",53.33%,35.24%,105
,"KENT, DE",53.21%,28.40%,11604
,"ETOWAH, AL",48.81%,29.59%,926
,"POINSETT, AR",57.59%,33.03%,1417
,"BUTLER, AL",44.83%,-,29
,"LAWRENCE, AR",53.85%,26.68%,416
,"CONECUH, AL",53.13%,24.22%,128
,"PICKENS, AL",48.82%,15.88%,422
,"MACON, AL",44.07%,22.88%,118
,"JACKSON, AR",50.00%,29.04%,272
,"RANDOLPH, AR",57.41%,33.70%,270
,"DILLINGHAM, AK",-,-,10 or fewer
,"NEVADA, AR",54.57%,31.55%,317
,"OUACHITA, AR",58.31%,30.94%,921
,"JACKSON, AL",50.87%,16.96%,230
,"BARBOUR, AL",55.56%,13.17%,243
,"ALEUTIANS WEST, AK",-,-,10 or fewer
,"SAINT CLAIR, AL",45.24%,23.81%,84
,"CROSS, AR",57.37%,44.49%,699
,"PHILLIPS, AR",53.17%,28.57%,252
,"SHARP, AR",44.88%,20.98%,205
,"SAINT FRANCIS, AR",50.22%,34.22%,450
,"LAWRENCE, AL",-,-,13
,"PERRY, AR",50.45%,27.63%,333
,"YUKON KOYUKUK, AK",-,-,10 or fewer
,"SUSSEX, DE",52.07%,27.62%,11555
,"CRAIGHEAD, AR",53.76%,28.64%,7649
,"MONROE, AR",52.45%,26.92%,286
,"GREENE, AR",49.06%,26.06%,1857
,"CLARK, AR",52.21%,25.53%,1379
,"WINSTON, AL",45.83%,-,24
,"AUTAUGA, AL",45.95%,-,37
,"DALLAS, AR",59.29%,30.00%,140
,"CROWLEY, CO",45.74%,28.72%,94
,"LASSEN, CA",48.45%,20.47%,386
,"SCOTT, AR",48.98%,15.82%,196
,"CULLMAN, AL",40.00%,16.92%,65
,"CRITTENDEN, AR",50.08%,20.92%,3031
,"BULLOCK, AL",-,-,15
,"JOHNSON, AR",54.43%,22.41%,406
,"DALE, AL",47.72%,17.78%,1029
,"VAN BUREN, AR",48.28%,22.61%,261
,"SOUTHEAST FAIRBANKS, AK",-,-,10 or fewer
,"LEE, AR",54.37%,27.18%,103
,"MILLER, AR",51.27%,26.91%,550
,"LAFAYETTE, AR",50.88%,31.58%,57
,"TUSCALOOSA, AL",50.20%,24.03%,1777
,"ARKANSAS, AR",52.38%,29.81%,1134
,"NORTHWEST ARCTIC, AK",-,-,10 or fewer
,"HOUSTON, AL",50.57%,17.88%,3888
,"LITTLE RIVER, AR",47.86%,34.19%,117
,"CLAY, AR",48.80%,32.00%,250
,"MORGAN, AL",38.98%,22.03%,59
,"SEDGWICK, CO",39.39%,-,33
,"BENT, CO",50.00%,35.90%,78
,"SISKIYOU, CA",42.36%,24.02%,458
,"CRAWFORD, AR",49.72%,22.21%,2643
,"SALINE, AR",51.69%,26.50%,5396
,"HENRY, AL",48.10%,15.88%,422
,"HOT SPRING, AR",52.21%,26.90%,1197
,"SEBASTIAN, AR",48.59%,22.67%,4966
,"PRAIRIE, AR",50.14%,25.94%,347
,"BALDWIN, AL",45.46%,23.65%,7743
,"OTERO, CO",53.91%,33.07%,384
,"LOGAN, AR",45.97%,22.69%,335
,"BIBB, AL",-,-,17
,"ESCAMBIA, AL",51.19%,27.21%,463
,"COLBERT, AL",48.33%,-,60
,"PUEBLO, CO",47.96%,26.29%,7540
,"COVINGTON, AL",45.79%,24.30%,107
,"FRANKLIN, AL",36.89%,18.85%,122
,"LONOKE, AR",51.44%,23.23%,3565
,"FRANKLIN, AR",48.48%,20.61%,330
,"HEMPSTEAD, AR",58.13%,27.34%,289
,"LAMAR, AL",46.80%,20.93%,344
,"YUMA, AZ",34.52%,9.35%,310
,"WINDHAM, CT",44.21%,22.88%,6625
,"INDEPENDENCE, AR",48.32%,24.07%,594
,"JEFFERSON, AR",57.80%,31.67%,1929
,"FAYETTE, AL",54.29%,-,35
,"CLEBURNE, AR",43.05%,17.83%,1043
,"COFFEE, AL",50.53%,20.48%,1035
,"MARION, AL",47.95%,24.35%,657
,"LOGAN, CO",39.60%,23.43%,303
,"MIDDLESEX, CT",41.46%,21.60%,10232
,"PRINCE OF WALES HYDER, AK",-,-,10 or fewer
,"RUSSELL, AL",38.52%,18.85%,122
,"CONWAY, AR",50.91%,24.28%,383
,"LITCHFIELD, CT",40.99%,19.38%,6880
,"IMPERIAL, CA",39.23%,11.23%,2289
,"UNION, AR",50.11%,24.63%,475
,"NEW HAVEN, CT",39.34%,22.49%,23350
,"FULTON, AR",44.26%,21.31%,61
,"FRESNO, CA",49.54%,21.67%,53909
,"TALLAPOOSA, AL",-,-,32
,"DENALI, AK",-,-,10 or fewer
,"NEW LONDON, CT",41.55%,23.67%,13885
,"MONTGOMERY, AL",34.81%,12.66%,158
,"CRENSHAW, AL",52.38%,-,21
,"GILA, AZ",41.83%,15.03%,153
,"GENEVA, AL",47.11%,14.71%,571
,"WHITE, AR",52.95%,23.77%,1422
,"PROWERS, CO",48.99%,33.56%,149
,"CALHOUN, AR",46.32%,25.26%,95
,"COLUMBIA, AR",53.80%,27.66%,329
,"NAVAJO, AZ",33.01%,11.65%,206
,"FAULKNER, AR",48.26%,22.12%,4318
,"GRANT, AR",49.48%,24.23%,582
,"WOODRUFF, AR",53.13%,17.19%,64
,"CHICOT, AR",44.64%,24.11%,112
,"KIOWA, CO",-,-,21
,"MOFFAT, CO",44.06%,19.35%,1044
,"LA PAZ, AZ",-,-,27
,"PULASKI, AR",47.98%,22.97%,24346
,"ELMORE, AL",40.43%,27.66%,47
,"LAUDERDALE, AL",32.08%,-,53
,"HOWARD, AR",52.14%,28.21%,117
,"WASHINGTON, CO",55.77%,23.08%,52
,"ASHLEY, AR",42.37%,22.43%,321
,"MODOC, CA",32.43%,-,74
,"TOLLAND, CT",39.90%,19.25%,6557
,"CHEYENNE, CO",61.90%,-,21
,"MORGAN, CO",39.76%,18.67%,498
,"PIKE, AR",44.26%,22.95%,122
,"LINCOLN, AR",48.21%,18.46%,195
,"MOHAVE, AZ",35.39%,13.48%,178
,"LAS ANIMAS, CO",46.08%,30.88%,204
,"SEARCY, AR",31.58%,-,38
,"HARTFORD, CT",40.23%,21.15%,52927
,"GRAHAM, AZ",32.41%,33.79%,145
,"LEE, AL",33.02%,13.21%,318
,"YELL, AR",46.70%,21.98%,182
,"MADERA, CA",49.86%,23.08%,6069
,"DEL NORTE, CA",42.56%,20.22%,712
,"SHASTA, CA",34.59%,8.70%,1460
,"IZARD, AR",52.24%,25.37%,67
,"GREENLEE, AZ",33.33%,38.60%,57
,"POPE, AR",41.98%,20.32%,748
,"DESHA, AR",48.32%,22.15%,149
,"HUERFANO, CO",43.86%,24.56%,114
,"LIMESTONE, AL",34.62%,17.95%,78
,"BRISTOL BAY, AK",-,-,10 or fewer
,"HAINES, AK",-,-,10 or fewer
,"BRADLEY, AR",48.26%,26.74%,172
,"KERN, CA",47.75%,28.64%,20031
,"KINGS, CA",51.19%,30.89%,2059
,"NAPA, CA",40.28%,29.04%,2490
,"APACHE, AZ",39.81%,14.56%,103
,"MARICOPA, AZ",33.47%,13.38%,106202
,"FREMONT, CO",38.19%,17.36%,576
,"CLEVELAND, AR",48.12%,20.30%,133
,"NOME, AK",-,-,10 or fewer
,"BETHEL, AK",-,-,10 or fewer
,"PETERSBURG, AK",-,-,10 or fewer
,"WELD, CO",41.93%,18.57%,23998
,"COCHISE, AZ",41.29%,21.14%,700
,"PLUMAS, CA",36.00%,16.80%,125
,"FAIRFIELD, CT",34.91%,21.30%,21536
,"SAN BENITO, CA",35.76%,20.24%,850
,"MESA, CO",38.40%,17.53%,5847
,"SHELBY, AL",37.50%,17.11%,152
,"PHILLIPS, CO",28.26%,-,46
,"MONTEREY, CA",42.97%,28.00%,19252
,"HUMBOLDT, CA",37.87%,12.49%,8150
,"KODIAK ISLAND, AK",46.73%,15.58%,520
,"STONE, AR",49.41%,21.18%,85
,"POLK, AR",40.50%,19.01%,121
,"DREW, AR",43.77%,17.44%,562
,"DELTA, CO",35.74%,20.62%,291
,"MADISON, AL",26.92%,9.94%,312
,"PIMA, AZ",42.07%,27.15%,34003
,"YUBA, CA",38.50%,14.49%,787
,"SANTA BARBARA, CA",40.36%,19.04%,3734
,"BACA, CO",50.00%,26.09%,46
,"SAN JOAQUIN, CA",33.13%,18.80%,8712
,"KETCHIKAN GATEWAY, AK",-,-,15
,"LAKE, CA",37.17%,13.53%,1138
,"RIVERSIDE, CA",37.53%,16.69%,73794
,"TULARE, CA",47.30%,33.90%,5808
,"LINCOLN, CO",36.51%,-,63
,"JEFFERSON, AL",31.18%,10.84%,526
,"MONTGOMERY, AR",38.78%,-,49
,"GARLAND, AR",41.73%,21.19%,774
,"JACKSON, CO",36.17%,-,47
,"YUMA, CO",39.19%,16.22%,74
,"TRINITY, CA",38.10%,-,84
,"KENAI PENINSULA, AK",32.56%,-,43
,"SKAGWAY, AK",-,-,10 or fewer
,"SOLANO, CA",37.46%,17.96%,8334
,"SANTA CRUZ, AZ",39.28%,29.06%,499
,"CALAVERAS, CA",20.71%,11.24%,169
,"SONOMA, CA",37.44%,14.38%,13537
,"SEVIER, AR",39.81%,21.36%,103
,"SAN DIEGO, CA",29.45%,13.34%,194322
,"INYO, CA",31.48%,-,54
,"SAN BERNARDINO, CA",35.00%,21.98%,43070
,"SIERRA, CA",-,-,20
,"TEHAMA, CA",32.53%,7.19%,292
,"LOS ANGELES, CA",31.83%,17.43%,74870
,"ADAMS, CO",36.69%,14.83%,26204
,"TELLER, CO",27.58%,11.01%,1008
,"ELBERT, CO",31.88%,10.46%,985
,"BAXTER, AR",43.31%,17.32%,127
,"CONEJOS, CO",45.16%,-,31
,"NORTH SLOPE, AK",-,-,10 or fewer
,"LOWNDES, AL",-,-,10 or fewer
,"RIO BLANCO, CO",31.08%,-,74
,"RIO GRANDE, CO",38.36%,-,73
,"MENDOCINO, CA",41.18%,19.71%,3298
,"HOONAH ANGOON, AK",-,-,10 or fewer
,"MONTROSE, CO",37.87%,13.19%,235
,"MARION, AR",40.00%,-,40
,"EL PASO, CO",33.91%,14.00%,49204
,"CHILTON, AL",-,-,13
,"COSTILLA, CO",-,-,27
,"GLENN, CA",28.91%,-,211
,"DOLORES, CO",-,-,10 or fewer
,"MARIPOSA, CA",33.87%,12.90%,124
,"LARIMER, CO",29.89%,12.25%,25732
,"MATANUSKA SUSITNA, AK",16.67%,-,72
,"ALAMOSA, CO",36.64%,19.85%,131
,"FAIRBANKS NORTH STAR, AK",23.81%,-,126
,"SANTA CRUZ, CA",29.12%,19.16%,6007
,"JUNEAU, AK",-,-,31
,"AMADOR, CA",24.47%,5.85%,188
,"KIT CARSON, CO",26.98%,-,63
,"WRANGELL, AK",-,-,10 or fewer
,"PARK, CO",24.90%,10.20%,245
,"NEWTON, AR",-,-,15
,"CUSTER, CO",30.36%,19.64%,56
,"ALAMEDA, CA",29.99%,13.27%,53762
,"ARAPAHOE, CO",32.94%,13.48%,36360
,"CONTRA COSTA, CA",33.72%,14.70%,34527
,"NEW CASTLE, DE",42.67%,19.93%,10924
,"PINAL, AZ",30.52%,12.52%,4682
,"MERCED, CA",41.11%,22.63%,2598
,"YAVAPAI, AZ",18.96%,6.38%,1081
,"VALDEZ CORDOVA, AK",-,-,10 or fewer
,"MONTEZUMA, CO",40.74%,24.07%,54
,"BOONE, AR",42.48%,21.24%,113
,"DENVER, CO",23.67%,8.93%,73600
,"ORANGE, CA",26.82%,14.40%,67322
,"SACRAMENTO, CA",23.36%,11.79%,31977
,"SUTTER, CA",26.27%,9.97%,632
,"JEFFERSON, CO",24.83%,9.57%,25042
,"BROOMFIELD, CO",25.54%,10.44%,4100
,"HINSDALE, CO",-,-,10 or fewer
,"MARIN, CA",31.16%,16.15%,6596
,"SAGUACHE, CO",-,-,16
,"YOLO, CA",23.59%,8.60%,4942
,"COLUSA, CA",35.11%,12.98%,131
,"DOUGLAS, CO",26.66%,10.48%,17204
,"MONO, CA",16.92%,-,65
,"TUOLUMNE, CA",13.56%,14.83%,236
,"GILPIN, CO",22.22%,9.72%,144
,"SANTA CLARA, CA",23.24%,10.42%,51857
,"BUTTE, CA",23.39%,2.44%,1924
,"GARFIELD, CO",28.51%,12.48%,505
,"MINERAL, CO",-,-,10 or fewer
,"SITKA, AK",-,-,15
,"ARCHULETA, CO",29.73%,-,37
,"ANCHORAGE, AK",17.07%,6.89%,334
,"EL DORADO, CA",16.65%,6.50%,2108
,"CHAFFEE, CO",23.08%,10.26%,156
,"CLEAR CREEK, CO",23.70%,8.15%,135
,"SAN LUIS OBISPO, CA",20.80%,10.08%,476
,"BOULDER, CO",21.24%,8.95%,18695
,"SAN MATEO, CA",23.66%,11.00%,19812
,"CARROLL, AR",35.42%,-,48
,"LAKE, CO",-,-,62
,"SAN JUAN, CO",-,-,10 or fewer
,"SAN FRANCISCO, CA",15.82%,6.77%,40367
,"PLACER, CA",16.64%,6.59%,3641
,"STANISLAUS, CA",18.26%,13.74%,2591
,"GRAND, CO",18.62%,6.12%,376
,"WASHINGTON, AR",33.86%,12.61%,1633
,"ROUTT, CO",16.09%,6.76%,2070
,"LA PLATA, CO",16.55%,10.34%,145
,"OURAY, CO",-,-,20
,"GUNNISON, CO",15.63%,-,160
,"YAKUTAT, AK",-,-,10 or fewer
,"NEVADA, CA",12.66%,5.71%,403
,"MADISON, AR",32.79%,-,61
,"SUMMIT, CO",15.22%,6.88%,276
,"BENTON, AR",31.66%,9.94%,1077
,"COCONINO, AZ",9.69%,2.52%,1270
,"LAKE AND PENINSULA, AK",-,-,10 or fewer
,"EAGLE, CO",13.17%,5.36%,448
,"VENTURA, CA",9.09%,4.07%,3068
,"PITKIN, CO",11.03%,3.42%,526
,"SAN MIGUEL, CO",-,-,62
,None of the above,29.96%,16.95%,241807
,Total,33.60%,16.45%,1904475
≥ 35 and < 45 Years,"KUSILVAK, AK",-,-,10 or fewer
,"COOSA, AL",-,-,12
,"WALKER, AL",58.57%,42.86%,70
,"CLEBURNE, AL",61.83%,27.42%,186
,"PERRY, AL",-,-,10 or fewer
,"WILCOX, AL",53.49%,39.53%,43
,"CHOCTAW, AL",64.14%,35.36%,608
,"ALEUTIANS EAST, AK",-,-,10 or fewer
,"TALLADEGA, AL",58.95%,27.51%,229
,"BLOUNT, AL",51.28%,20.51%,156
,"CLARKE, AL",58.57%,38.32%,321
,"ALPINE, CA",57.58%,39.39%,33
,"DALLAS, AL",43.33%,-,30
,"CLAY, AL",57.38%,18.03%,61
,"MARENGO, AL",57.14%,27.62%,105
,"CALHOUN, AL",54.05%,27.79%,716
,"GREENE, AL",60.22%,26.88%,93
,"WASHINGTON, AL",56.25%,28.13%,384
,"CHAMBERS, AL",58.90%,33.69%,472
,"MISSISSIPPI, AR",61.23%,35.39%,1184
,"SUMTER, AL",65.65%,32.13%,361
,"MOBILE, AL",54.96%,35.05%,13865
,"PIKE, AL",53.13%,25.78%,128
,"MONROE, AL",48.93%,26.61%,327
,"MARSHALL, AL",48.41%,24.60%,252
,"CHEROKEE, AL",52.17%,29.35%,276
,"RANDOLPH, AL",50.32%,25.48%,310
,"HALE, AL",62.73%,38.18%,110
,"KENT, DE",60.03%,33.47%,12201
,"ETOWAH, AL",56.36%,32.76%,1038
,"POINSETT, AR",57.83%,34.02%,1361
,"BUTLER, AL",56.52%,-,23
,"LAWRENCE, AR",54.63%,28.98%,421
,"CONECUH, AL",48.39%,20.65%,155
,"PICKENS, AL",55.20%,25.00%,500
,"MACON, AL",53.39%,20.34%,118
,"JACKSON, AR",55.42%,36.84%,323
,"RANDOLPH, AR",55.36%,26.38%,345
,"DILLINGHAM, AK",-,-,10 or fewer
,"NEVADA, AR",60.73%,38.70%,354
,"OUACHITA, AR",59.66%,36.05%,1118
,"JACKSON, AL",54.21%,17.22%,273
,"BARBOUR, AL",56.96%,21.84%,316
,"ALEUTIANS WEST, AK",-,-,10 or fewer
,"SAINT CLAIR, AL",57.55%,30.19%,106
,"CROSS, AR",59.66%,47.90%,714
,"PHILLIPS, AR",57.88%,31.82%,330
,"SHARP, AR",53.25%,28.14%,231
,"SAINT FRANCIS, AR",53.94%,33.65%,419
,"LAWRENCE, AL",-,-,11
,"PERRY, AR",57.70%,38.39%,409
,"YUKON KOYUKUK, AK",-,-,10 or fewer
,"SUSSEX, DE",55.73%,31.35%,12201
,"CRAIGHEAD, AR",57.81%,32.83%,7258
,"MONROE, AR",57.83%,31.02%,332
,"GREENE, AR",53.57%,29.18%,1861
,"CLARK, AR",57.40%,33.43%,1385
,"WINSTON, AL",51.22%,-,41
,"AUTAUGA, AL",67.44%,27.91%,43
,"DALLAS, AR",62.50%,44.50%,200
,"CROWLEY, CO",45.90%,22.95%,122
,"LASSEN, CA",49.91%,24.87%,559
,"SCOTT, AR",57.76%,24.57%,232
,"CULLMAN, AL",35.11%,18.09%,94
,"CRITTENDEN, AR",56.52%,29.09%,3073
,"BULLOCK, AL",-,-,17
,"JOHNSON, AR",57.75%,24.53%,587
,"DALE, AL",51.46%,20.18%,1234
,"VAN BUREN, AR",49.86%,19.44%,355
,"SOUTHEAST FAIRBANKS, AK",-,-,10 or fewer
,"LEE, AR",52.99%,31.62%,117
,"MILLER, AR",57.89%,28.57%,665
,"LAFAYETTE, AR",52.38%,30.16%,63
,"TUSCALOOSA, AL",56.90%,32.77%,1703
,"ARKANSAS, AR",55.36%,33.75%,1268
,"NORTHWEST ARCTIC, AK",-,-,10 or fewer
,"HOUSTON, AL",47.60%,21.70%,4534
,"LITTLE RIVER, AR",52.14%,33.33%,117
,"CLAY, AR",54.69%,35.16%,256
,"MORGAN, AL",52.63%,-,57
,"SEDGWICK, CO",60.78%,33.33%,51
,"BENT, CO",51.16%,31.40%,86
,"SISKIYOU, CA",49.80%,27.31%,498
,"CRAWFORD, AR",53.59%,27.66%,2993
,"SALINE, AR",53.71%,30.94%,6528
,"HENRY, AL",45.72%,15.12%,549
,"HOT SPRING, AR",51.26%,29.16%,1430
,"SEBASTIAN, AR",53.33%,28.67%,5627
,"PRAIRIE, AR",53.47%,27.51%,389
,"BALDWIN, AL",48.28%,28.44%,9773
,"OTERO, CO",53.65%,31.51%,438
,"LOGAN, AR",53.68%,28.57%,462
,"BIBB, AL",-,-,21
,"ESCAMBIA, AL",51.01%,32.86%,496
,"COLBERT, AL",46.38%,20.29%,69
,"PUEBLO, CO",50.62%,28.82%,7622
,"COVINGTON, AL",53.29%,26.97%,152
,"FRANKLIN, AL",48.74%,26.89%,119
,"LONOKE, AR",53.64%,27.09%,4301
,"FRANKLIN, AR",56.04%,26.74%,389
,"HEMPSTEAD, AR",54.44%,29.34%,259
,"LAMAR, AL",51.68%,21.71%,387
,"YUMA, AZ",43.55%,20.92%,349
,"WINDHAM, CT",48.90%,27.61%,7018
,"INDEPENDENCE, AR",51.61%,29.09%,684
,"JEFFERSON, AR",58.23%,35.15%,2097
,"FAYETTE, AL",48.94%,-,47
,"CLEBURNE, AR",48.46%,23.26%,1397
,"COFFEE, AL",57.55%,25.78%,1602
,"MARION, AL",52.86%,27.89%,753
,"LOGAN, CO",44.82%,25.21%,357
,"MIDDLESEX, CT",47.88%,26.46%,10984
,"PRINCE OF WALES HYDER, AK",-,-,10 or fewer
,"RUSSELL, AL",54.26%,19.38%,129
,"CONWAY, AR",57.56%,32.51%,483
,"LITCHFIELD, CT",46.76%,25.70%,7954
,"IMPERIAL, CA",44.35%,21.05%,1867
,"UNION, AR",46.58%,24.79%,730
,"NEW HAVEN, CT",46.65%,28.04%,22880
,"FULTON, AR",42.86%,19.05%,63
,"FRESNO, CA",52.33%,24.87%,57779
,"TALLAPOOSA, AL",-,-,20
,"DENALI, AK",-,-,10 or fewer
,"NEW LONDON, CT",47.61%,28.51%,14807
,"MONTGOMERY, AL",49.38%,22.50%,160
,"CRENSHAW, AL",52.50%,-,40
,"GILA, AZ",40.82%,18.37%,196
,"GENEVA, AL",46.75%,20.39%,770
,"WHITE, AR",50.00%,23.88%,1646
,"PROWERS, CO",50.55%,27.47%,182
,"CALHOUN, AR",55.56%,34.44%,90
,"COLUMBIA, AR",54.59%,28.92%,370
,"NAVAJO, AZ",34.45%,17.23%,238
,"FAULKNER, AR",51.31%,25.82%,4722
,"GRANT, AR",48.77%,28.08%,730
,"WOODRUFF, AR",50.53%,28.42%,95
,"CHICOT, AR",52.14%,25.00%,140
,"KIOWA, CO",52.94%,-,34
,"MOFFAT, CO",46.10%,19.69%,1102
,"LA PAZ, AZ",50.00%,29.55%,44
,"PULASKI, AR",50.21%,28.51%,24833
,"ELMORE, AL",47.89%,15.49%,71
,"LAUDERDALE, AL",42.86%,-,42
,"HOWARD, AR",46.22%,29.41%,119
,"WASHINGTON, CO",41.54%,-,65
,"ASHLEY, AR",47.23%,25.07%,343
,"MODOC, CA",38.46%,23.08%,104
,"TOLLAND, CT",44.86%,23.17%,7347
,"CHEYENNE, CO",41.38%,-,29
,"MORGAN, CO",52.13%,27.09%,539
,"PIKE, AR",49.64%,30.22%,139
,"LINCOLN, AR",52.30%,28.87%,239
,"MOHAVE, AZ",42.74%,21.79%,234
,"LAS ANIMAS, CO",48.85%,25.00%,260
,"SEARCY, AR",49.28%,28.99%,69
,"HARTFORD, CT",44.70%,25.71%,57453
,"GRAHAM, AZ",48.25%,27.19%,114
,"LEE, AL",38.96%,15.88%,403
,"YELL, AR",46.81%,25.53%,235
,"MADERA, CA",53.04%,24.91%,6026
,"DEL NORTE, CA",44.73%,21.43%,910
,"SHASTA, CA",37.41%,16.58%,1176
,"IZARD, AR",53.85%,23.08%,91
,"GREENLEE, AZ",55.56%,-,27
,"POPE, AR",47.69%,27.25%,954
,"DESHA, AR",43.07%,24.26%,202
,"HUERFANO, CO",43.62%,25.50%,149
,"LIMESTONE, AL",48.33%,23.33%,60
,"BRISTOL BAY, AK",-,-,10 or fewer
,"HAINES, AK",-,-,10 or fewer
,"BRADLEY, AR",41.38%,27.59%,203
,"KERN, CA",50.55%,30.74%,18681
,"KINGS, CA",52.39%,28.14%,2033
,"NAPA, CA",49.08%,43.61%,2339
,"APACHE, AZ",34.78%,13.91%,115
,"MARICOPA, AZ",40.17%,18.99%,104182
,"FREMONT, CO",44.46%,21.44%,821
,"CLEVELAND, AR",52.91%,23.26%,172
,"NOME, AK",-,-,10 or fewer
,"BETHEL, AK",-,-,10 or fewer
,"PETERSBURG, AK",-,-,10 or fewer
,"WELD, CO",44.67%,22.38%,24409
,"COCHISE, AZ",45.20%,23.84%,688
,"PLUMAS, CA",36.18%,16.58%,199
,"FAIRFIELD, CT",38.06%,25.48%,24555
,"SAN BENITO, CA",44.94%,24.01%,1037
,"MESA, CO",39.89%,19.10%,6713
,"SHELBY, AL",41.09%,16.28%,129
,"PHILLIPS, CO",52.63%,25.00%,76
,"MONTEREY, CA",47.43%,31.22%,19092
,"HUMBOLDT, CA",41.83%,16.39%,9329
,"KODIAK ISLAND, AK",49.50%,19.60%,602
,"STONE, AR",45.05%,23.08%,91
,"POLK, AR",44.62%,20.77%,130
,"DREW, AR",40.49%,19.63%,652
,"DELTA, CO",39.60%,19.47%,303
,"MADISON, AL",39.09%,15.96%,307
,"PIMA, AZ",44.86%,31.09%,32696
,"YUBA, CA",41.61%,15.80%,709
,"SANTA BARBARA, CA",45.58%,23.96%,3815
,"BACA, CO",43.90%,-,41
,"SAN JOAQUIN, CA",38.52%,22.59%,11173
,"KETCHIKAN GATEWAY, AK",-,-,15
,"LAKE, CA",41.35%,20.21%,1069
,"RIVERSIDE, CA",40.76%,19.98%,68608
,"TULARE, CA",49.81%,30.32%,4808
,"LINCOLN, CO",45.21%,23.29%,73
,"JEFFERSON, AL",39.71%,19.13%,554
,"MONTGOMERY, AR",54.00%,-,50
,"GARLAND, AR",44.43%,20.13%,934
,"JACKSON, CO",29.09%,-,55
,"YUMA, CO",36.75%,17.09%,117
,"TRINITY, CA",31.52%,-,92
,"KENAI PENINSULA, AK",-,-,37
,"SKAGWAY, AK",-,-,10 or fewer
,"SOLANO, CA",42.87%,22.81%,7501
,"SANTA CRUZ, AZ",40.20%,28.24%,301
,"CALAVERAS, CA",25.23%,14.02%,214
,"SONOMA, CA",41.91%,16.36%,14578
,"SEVIER, AR",49.53%,28.97%,107
,"SAN DIEGO, CA",33.38%,18.03%,196981
,"INYO, CA",33.67%,19.39%,98
,"SAN BERNARDINO, CA",38.62%,23.17%,39320
,"SIERRA, CA",33.33%,-,60
,"TEHAMA, CA",31.35%,7.57%,185
,"LOS ANGELES, CA",34.99%,20.33%,66433
,"ADAMS, CO",41.76%,19.41%,23719
,"TELLER, CO",33.70%,13.66%,1362
,"ELBERT, CO",36.16%,15.79%,1286
,"BAXTER, AR",36.54%,16.67%,156
,"CONEJOS, CO",54.55%,30.91%,55
,"NORTH SLOPE, AK",-,-,10 or fewer
,"LOWNDES, AL",-,-,10 or fewer
