Session Title,OBESITY by ICD and BMI County Age 2025,,,
Session ID,2776887,,,
Data Model,Patients,,,
Population Base,All Patients,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,State of Residence (U.S.): States AL-DE,Has Any Encounters?,Base Patient,
Session Date Range,1/1/2025 - 10/30/2025,,,
Export User,Stephanie Perniciaro,,,
Date of Export,11/14/2025,,,
,,,,
,,,,
,Measures,BMI 30+ (%),OBESITY (%),Number of Patients
Age at Encounter in Years,County of Residence,,,
Less than 18 Years,"PERRY, AL",-,-,10 or fewer
,"KETCHIKAN GATEWAY, AK",-,-,10 or fewer
,"PARK, CO",16.00%,-,100
,"LOS ANGELES, CA",27.51%,15.86%,40111
,"MONTGOMERY, AR",-,-,28
,"INYO, CA",-,-,28
,"MENDOCINO, CA",29.89%,13.90%,1827
,"BAXTER, AR",25.86%,9.48%,116
,"ARAPAHOE, CO",24.21%,9.15%,18948
,"MARIPOSA, CA",17.33%,-,75
,"DOLORES, CO",-,-,11
,"SONOMA, CA",25.51%,11.78%,9977
,"PINAL, AZ",22.08%,8.15%,3116
,"NORTH SLOPE, AK",-,-,10 or fewer
,"SANTA CRUZ, CA",25.09%,15.13%,3998
,"SEVIER, AR",26.32%,-,76
,"MATANUSKA SUSITNA, AK",12.79%,-,86
,"LARIMER, CO",17.87%,6.31%,14954
,"CUSTER, CO",-,-,17
,"NEWTON, AR",-,-,15
,"JUNEAU, AK",-,-,42
,"PETERSBURG, AK",-,-,10 or fewer
,"CONTRA COSTA, CA",24.68%,11.20%,22779
,"SUTTER, CA",21.65%,8.23%,328
,"JEFFERSON, CO",21.45%,7.59%,9915
,"ALAMEDA, CA",23.46%,11.43%,28588
,"MERCED, CA",30.90%,16.54%,1880
,"DOUGLAS, CO",15.29%,5.99%,10243
,"MARION, AR",-,-,28
,"HOONAH ANGOON, AK",-,-,10 or fewer
,"DENVER, CO",24.26%,8.09%,25821
,"GLENN, CA",20.65%,-,155
,"AMADOR, CA",-,-,84
,"SACRAMENTO, CA",20.11%,11.10%,15680
,"NEW CASTLE, DE",28.49%,15.11%,10204
,"BROOMFIELD, CO",16.44%,6.60%,2092
,"KUSILVAK, AK",-,-,10 or fewer
,"SAGUACHE, CO",-,-,11
,"ORANGE, CA",19.59%,11.39%,35254
,"MONTEZUMA, CO",-,-,47
,"BOONE, AR",26.47%,16.67%,102
,"YAVAPAI, AZ",11.95%,2.85%,527
,"LAKE, CO",23.53%,-,51
,"COLUSA, CA",22.08%,-,77
,"MARIN, CA",20.56%,13.03%,5428
,"SANTA CLARA, CA",19.07%,8.78%,27194
,"TUOLUMNE, CA",15.08%,-,126
,"GILPIN, CO",-,-,57
,"YOLO, CA",17.64%,5.21%,3549
,"SITKA, AK",-,-,10 or fewer
,"GARFIELD, CO",18.30%,8.20%,317
,"CLEAR CREEK, CO",-,-,37
,"MONO, CA",-,-,37
,"BUTTE, CA",15.59%,1.38%,1373
,"MINERAL, CO",-,-,10 or fewer
,"CHAFFEE, CO",14.56%,-,103
,"SAN MATEO, CA",19.02%,9.77%,13037
,"EL DORADO, CA",12.16%,4.56%,1447
,"ARCHULETA, CO",-,-,25
,"SAN LUIS OBISPO, CA",17.12%,6.62%,438
,"BOULDER, CO",14.10%,5.13%,11921
,"ANCHORAGE, AK",8.55%,-,491
,"GRAND, CO",10.23%,-,176
,"SAN JUAN, CO",-,-,10 or fewer
,"STANISLAUS, CA",19.92%,11.76%,1888
,"CARROLL, AR",28.57%,-,63
,"WRANGELL, AK",-,-,10 or fewer
,"SUMMIT, CO",18.83%,7.62%,223
,"PLACER, CA",10.87%,4.19%,2098
,"SAN FRANCISCO, CA",16.15%,9.48%,15416
,"HINSDALE, CO",-,-,10 or fewer
,"LAKE AND PENINSULA, AK",-,-,10 or fewer
,"ROUTT, CO",8.70%,3.08%,942
,"WASHINGTON, AR",23.28%,10.18%,2152
,"OURAY, CO",-,-,10 or fewer
,"LA PLATA, CO",14.65%,-,157
,"GUNNISON, CO",8.64%,-,382
,"VENTURA, CA",12.57%,4.74%,2005
,"EAGLE, CO",11.44%,4.58%,306
,"MADISON, AR",23.16%,-,95
,"COCONINO, AZ",9.77%,1.17%,1024
,"NEVADA, CA",6.82%,-,264
,"BENTON, AR",21.42%,7.01%,1256
,"PITKIN, CO",10.53%,-,285
,"SAN MIGUEL, CO",-,-,46
,None of the above,20.07%,10.92%,141797
,Total,24.62%,11.82%,1059612
≥ 25 and < 35 Years,"PERRY, AL",-,-,10 or fewer
,"WALKER, AL",63.64%,34.09%,44
,"CLEBURNE, AL",56.52%,36.52%,115
,"CHOCTAW, AL",69.39%,32.08%,477
,"MARENGO, AL",53.54%,18.18%,99
,"TALLADEGA, AL",49.23%,26.15%,130
,"COOSA, AL",-,-,10 or fewer
,"CALHOUN, AL",56.18%,31.03%,477
,"WILCOX, AL",48.39%,-,31
,"CLARKE, AL",53.09%,30.86%,243
,"BLOUNT, AL",55.17%,19.54%,87
,"BUTLER, AL",50.00%,-,30
,"CHAMBERS, AL",51.47%,27.09%,443
,"WASHINGTON, AL",55.77%,28.46%,260
,"MACON, AL",59.57%,30.85%,94
,"CHEROKEE, AL",53.66%,32.93%,164
,"MISSISSIPPI, AR",58.57%,35.61%,1115
,"CLAY, AL",46.67%,-,30
,"LOWNDES, AL",-,-,10 or fewer
,"GREENE, AL",52.63%,28.95%,38
,"MOBILE, AL",51.15%,30.73%,9664
,"SUMTER, AL",59.82%,33.53%,331
,"RANDOLPH, AL",54.11%,25.12%,207
,"CONECUH, AL",63.21%,28.30%,106
,"SAINT FRANCIS, AR",59.28%,42.65%,415
,"PICKENS, AL",54.77%,20.98%,367
,"ETOWAH, AL",53.08%,31.59%,763
,"MONROE, AL",58.82%,24.43%,221
,"HALE, AL",54.65%,41.86%,86
,"ALPINE, CA",56.67%,40.00%,30
,"NEVADA, AR",55.13%,30.42%,263
,"BARBOUR, AL",53.51%,18.38%,185
,"ALEUTIANS EAST, AK",-,-,10 or fewer
,"KENT, DE",56.40%,30.68%,10269
,"LAWRENCE, AR",54.50%,28.28%,389
,"POINSETT, AR",59.10%,36.34%,1318
,"RANDOLPH, AR",57.04%,31.41%,277
,"JACKSON, AL",50.26%,17.44%,195
,"OUACHITA, AR",62.44%,35.91%,788
,"SAINT CLAIR, AL",48.57%,18.57%,70
,"PIKE, AL",38.78%,11.22%,98
,"FAYETTE, AL",64.71%,-,34
,"WINSTON, AL",-,-,18
,"PERRY, AR",54.51%,33.33%,288
,"AUTAUGA, AL",48.39%,-,31
,"CROSS, AR",62.11%,51.73%,665
,"JACKSON, AR",52.02%,28.23%,248
,"MARSHALL, AL",40.74%,29.63%,135
,"BRISTOL BAY, AK",-,-,10 or fewer
,"CROWLEY, CO",53.66%,29.27%,82
,"MONROE, AR",55.06%,25.91%,247
,"DALE, AL",54.71%,20.00%,850
,"CLARK, AR",54.77%,29.39%,1174
,"SUSSEX, DE",54.38%,29.65%,10488
,"PHILLIPS, AR",53.48%,33.48%,230
,"COLBERT, AL",56.14%,22.81%,57
,"GREENE, AR",50.86%,28.41%,1795
,"SHARP, AR",47.80%,20.49%,205
,"SCOTT, AR",53.89%,19.16%,167
,"BIBB, AL",-,-,13
,"CRITTENDEN, AR",54.51%,25.48%,2449
,"BULLOCK, AL",-,-,13
,"BENT, CO",58.90%,35.62%,73
,"JOHNSON, AR",53.95%,22.60%,354
,"CRAIGHEAD, AR",54.01%,28.34%,7452
,"CULLMAN, AL",50.00%,-,42
,"YUKON KOYUKUK, AK",-,-,10 or fewer
,"DALLAS, AL",-,-,11
,"HOUSTON, AL",52.77%,19.54%,3362
,"PROWERS, CO",56.10%,29.27%,123
,"DALLAS, AR",59.06%,34.65%,127
,"HENRY, AL",50.84%,15.64%,358
,"CLAY, AR",54.01%,33.33%,237
,"LOGAN, AR",50.52%,27.49%,291
,"SEDGWICK, CO",-,-,25
,"LAMAR, AL",55.35%,26.61%,327
,"PUEBLO, CO",51.16%,28.14%,6696
,"HOT SPRING, AR",54.56%,28.27%,1008
,"TALLAPOOSA, AL",-,-,19
,"PRINCE OF WALES HYDER, AK",-,-,10 or fewer
,"MARION, AL",56.21%,25.00%,580
,"OTERO, CO",55.23%,35.47%,344
,"MILLER, AR",57.11%,29.62%,422
,"RUSSELL, AL",43.12%,21.10%,109
,"FRANKLIN, AL",41.90%,21.90%,105
,"LEE, AR",56.12%,35.71%,98
,"TUSCALOOSA, AL",51.86%,27.68%,1344
,"CRAWFORD, AR",51.96%,24.93%,2138
,"SALINE, AR",53.60%,27.89%,4675
,"ALEUTIANS WEST, AK",-,-,10 or fewer
,"LAFAYETTE, AR",50.00%,26.09%,46
,"YUMA, AZ",44.41%,8.88%,304
,"VAN BUREN, AR",47.83%,20.87%,230
,"COVINGTON, AL",48.78%,21.95%,82
,"LITTLE RIVER, AR",49.52%,34.29%,105
,"BALDWIN, AL",48.64%,25.77%,6817
,"SEBASTIAN, AR",52.75%,25.29%,4203
,"ARKANSAS, AR",54.08%,32.07%,1004
,"ESCAMBIA, AL",56.58%,32.01%,403
,"LAUDERDALE, AL",42.55%,-,47
,"LONOKE, AR",54.39%,27.52%,3052
,"CLEBURNE, AR",46.43%,21.07%,840
,"LOGAN, CO",38.78%,27.76%,263
,"PRAIRIE, AR",53.44%,30.00%,320
,"YAKUTAT, AK",-,-,10 or fewer
,"COFFEE, AL",54.77%,20.76%,944
,"UNION, AR",51.29%,27.06%,425
,"FRANKLIN, AR",48.01%,22.38%,277
,"LA PAZ, AZ",43.75%,-,32
,"GENEVA, AL",49.22%,17.65%,510
,"LAWRENCE, AL",-,-,12
,"ASHLEY, AR",47.79%,24.63%,272
,"JEFFERSON, AR",59.31%,31.41%,1735
,"LINCOLN, AR",50.57%,26.70%,176
,"KIOWA, CO",57.14%,-,21
,"LASSEN, CA",46.25%,19.50%,400
,"FULTON, AR",53.33%,-,45
,"FRESNO, CA",52.42%,24.96%,49050
,"WINDHAM, CT",44.72%,23.51%,6011
,"INDEPENDENCE, AR",49.81%,26.67%,540
,"CONWAY, AR",52.08%,27.48%,313
,"CHILTON, AL",-,-,11
,"DREW, AR",53.11%,20.54%,482
,"NOME, AK",-,-,10 or fewer
,"GRAHAM, AZ",38.18%,26.36%,110
,"WOODRUFF, AR",63.33%,28.33%,60
,"NEW HAVEN, CT",40.92%,22.06%,21773
,"SISKIYOU, CA",45.69%,31.68%,464
,"NEW LONDON, CT",43.13%,25.36%,12833
,"CALHOUN, AR",50.72%,34.78%,69
,"NAVAJO, AZ",39.20%,13.64%,176
,"HEMPSTEAD, AR",55.66%,29.25%,212
,"CRENSHAW, AL",52.00%,-,25
,"MIDDLESEX, CT",42.27%,20.82%,9367
,"IMPERIAL, CA",42.92%,10.28%,2635
,"LITCHFIELD, CT",42.39%,18.29%,6330
,"FAULKNER, AR",52.63%,23.27%,3705
,"MOFFAT, CO",48.56%,20.58%,972
,"WHITE, AR",52.69%,25.06%,1245
,"GRANT, AR",56.26%,27.17%,519
,"ELMORE, AL",48.65%,32.43%,37
,"LAS ANIMAS, CO",57.47%,36.21%,174
,"NORTHWEST ARCTIC, AK",-,-,10 or fewer
,"YELL, AR",49.67%,25.49%,153
,"GILA, AZ",35.77%,16.06%,137
,"CHICOT, AR",47.42%,28.87%,97
,"LEE, AL",37.05%,15.74%,305
,"MONTGOMERY, AL",35.45%,10.00%,110
,"MORGAN, CO",42.86%,22.14%,420
,"MORGAN, AL",36.36%,-,44
,"PULASKI, AR",50.92%,25.40%,20989
,"WASHINGTON, CO",53.33%,26.67%,45
,"GREENLEE, AZ",34.88%,30.23%,43
,"COLUMBIA, AR",52.75%,27.51%,309
,"PIKE, AR",52.00%,27.00%,100
,"POPE, AR",49.45%,29.95%,631
,"MADERA, CA",53.19%,27.05%,5005
,"BRADLEY, AR",56.62%,33.82%,136
,"DESHA, AR",46.22%,25.21%,119
,"SEARCY, AR",41.94%,-,31
,"BETHEL, AK",-,-,10 or fewer
,"MARICOPA, AZ",37.43%,15.68%,99230
,"IZARD, AR",52.24%,22.39%,67
,"HARTFORD, CT",42.38%,21.62%,47778
,"PHILLIPS, CO",30.00%,-,40
,"SOUTHEAST FAIRBANKS, AK",-,-,10 or fewer
,"TOLLAND, CT",41.28%,19.53%,6027
,"SAN BENITO, CA",42.23%,24.53%,746
,"HAINES, AK",-,-,10 or fewer
,"SKAGWAY, AK",-,-,10 or fewer
,"SHASTA, CA",36.60%,10.86%,1243
,"KINGS, CA",52.97%,31.51%,1701
,"HUERFANO, CO",42.86%,21.43%,98
,"HOWARD, AR",49.40%,30.12%,83
,"KERN, CA",48.89%,29.09%,22826
,"COCHISE, AZ",43.90%,18.98%,590
,"FREMONT, CO",40.73%,19.35%,491
,"SAN JOAQUIN, CA",42.78%,22.54%,11660
,"MODOC, CA",28.99%,-,69
,"APACHE, AZ",40.22%,19.57%,92
,"MESA, CO",42.37%,19.42%,5990
,"YUBA, CA",41.53%,17.08%,773
,"MONTEREY, CA",48.13%,37.23%,17000
,"DELTA, CO",41.18%,19.49%,272
,"WELD, CO",45.13%,20.99%,21547
,"MOHAVE, AZ",33.50%,12.18%,197
,"LIMESTONE, AL",31.48%,-,54
,"DEL NORTE, CA",41.38%,23.19%,621
,"CLEVELAND, AR",52.85%,27.64%,123
,"STONE, AR",45.21%,19.18%,73
,"TEHAMA, CA",34.36%,6.17%,227
,"LINCOLN, CO",46.03%,17.46%,63
,"FAIRFIELD, CT",36.96%,23.05%,23655
,"KODIAK ISLAND, AK",49.79%,17.90%,486
,"DENALI, AK",-,-,10 or fewer
,"PIMA, AZ",45.13%,29.34%,30615
,"MADISON, AL",31.82%,13.18%,220
,"POLK, AR",44.00%,19.00%,100
,"ELBERT, CO",36.62%,15.24%,912
,"JEFFERSON, AL",31.41%,12.04%,382
,"JACKSON, CO",42.42%,-,33
,"TULARE, CA",50.70%,34.92%,5178
,"BACA, CO",47.37%,-,38
,"CHEYENNE, CO",-,-,17
,"YUMA, CO",47.76%,20.90%,67
,"RIVERSIDE, CA",40.93%,20.06%,68429
,"VALDEZ CORDOVA, AK",-,-,10 or fewer
,"TRINITY, CA",39.13%,-,69
,"SANTA CRUZ, AZ",42.69%,28.07%,424
,"HUMBOLDT, CA",40.03%,15.70%,7275
,"SANTA BARBARA, CA",41.76%,20.61%,3333
,"LAKE, CA",39.76%,15.12%,913
,"NAPA, CA",37.89%,25.82%,2750
,"RIO BLANCO, CO",34.85%,-,66
,"SHELBY, AL",35.65%,16.52%,115
,"DILLINGHAM, AK",-,-,10 or fewer
,"ADAMS, CO",40.42%,16.77%,23555
,"FAIRBANKS NORTH STAR, AK",29.70%,-,165
,"RIO GRANDE, CO",39.34%,21.31%,61
,"PLUMAS, CA",33.33%,14.89%,141
,"KIT CARSON, CO",30.00%,-,50
,"GARLAND, AR",42.50%,21.32%,680
,"CALAVERAS, CA",20.69%,11.03%,145
,"SAN BERNARDINO, CA",38.16%,24.27%,38367
,"CONEJOS, CO",34.38%,-,32
,"COSTILLA, CO",-,-,19
,"SIERRA, CA",-,-,18
,"ALAMOSA, CO",40.00%,18.89%,90
,"SOLANO, CA",39.14%,20.11%,8691
,"MONTROSE, CO",39.57%,16.96%,230
,"TELLER, CO",30.49%,12.89%,892
,"SAN DIEGO, CA",31.96%,15.49%,183749
,"KENAI PENINSULA, AK",-,-,36
,"EL PASO, CO",36.58%,15.23%,43111
,"KETCHIKAN GATEWAY, AK",-,-,10 or fewer
,"PARK, CO",27.59%,12.32%,203
,"LOS ANGELES, CA",33.17%,18.83%,71107
,"MONTGOMERY, AR",50.00%,-,42
,"INYO, CA",35.85%,20.75%,53
,"MENDOCINO, CA",45.14%,20.84%,2869
,"BAXTER, AR",39.18%,15.46%,97
,"ARAPAHOE, CO",37.40%,15.55%,32697
,"MARIPOSA, CA",34.43%,17.21%,122
,"DOLORES, CO",-,-,10 or fewer
,"SONOMA, CA",36.64%,17.68%,12770
,"PINAL, AZ",36.04%,14.45%,5100
,"NORTH SLOPE, AK",-,-,10 or fewer
,"SANTA CRUZ, CA",31.32%,20.90%,5469
,"SEVIER, AR",34.82%,24.11%,112
,"MATANUSKA SUSITNA, AK",19.75%,-,81
,"LARIMER, CO",32.02%,13.08%,23175
,"CUSTER, CO",42.11%,26.32%,57
,"NEWTON, AR",-,-,15
,"JUNEAU, AK",-,-,28
,"PETERSBURG, AK",-,-,10 or fewer
,"CONTRA COSTA, CA",36.56%,17.92%,29585
,"SUTTER, CA",29.82%,12.52%,607
,"JEFFERSON, CO",28.27%,10.98%,22215
,"ALAMEDA, CA",32.46%,15.38%,46702
,"MERCED, CA",42.37%,27.29%,2202
,"DOUGLAS, CO",30.72%,13.42%,15629
,"MARION, AR",40.74%,-,27
,"HOONAH ANGOON, AK",-,-,10 or fewer
,"DENVER, CO",26.57%,10.07%,66758
,"GLENN, CA",28.75%,-,160
,"AMADOR, CA",24.63%,8.96%,134
,"SACRAMENTO, CA",26.69%,13.74%,31167
,"NEW CASTLE, DE",44.89%,21.00%,9071
,"BROOMFIELD, CO",27.88%,11.79%,3841
,"KUSILVAK, AK",-,-,10 or fewer
,"SAGUACHE, CO",-,-,14
,"ORANGE, CA",29.77%,16.86%,65505
,"MONTEZUMA, CO",41.94%,22.58%,62
,"BOONE, AR",42.72%,20.39%,103
,"YAVAPAI, AZ",18.66%,6.80%,970
,"LAKE, CO",26.19%,13.10%,84
,"COLUSA, CA",26.98%,-,126
,"MARIN, CA",32.42%,16.44%,6187
,"SANTA CLARA, CA",25.83%,12.18%,46341
,"TUOLUMNE, CA",14.29%,11.64%,189
,"GILPIN, CO",25.47%,13.21%,106
,"YOLO, CA",25.13%,8.73%,5428
,"SITKA, AK",-,-,10 or fewer
,"GARFIELD, CO",29.67%,13.41%,455
,"CLEAR CREEK, CO",24.04%,10.58%,104
,"MONO, CA",-,-,54
,"BUTTE, CA",25.47%,2.58%,1433
,"MINERAL, CO",-,-,10 or fewer
,"CHAFFEE, CO",22.02%,-,109
,"SAN MATEO, CA",28.57%,12.93%,19867
,"EL DORADO, CA",18.89%,7.72%,1800
,"ARCHULETA, CO",-,-,25
,"SAN LUIS OBISPO, CA",20.05%,9.78%,409
,"BOULDER, CO",23.37%,10.45%,17296
,"ANCHORAGE, AK",16.99%,4.03%,471
,"GRAND, CO",20.92%,8.02%,349
,"SAN JUAN, CO",-,-,10 or fewer
,"STANISLAUS, CA",19.17%,14.42%,2254
,"CARROLL, AR",37.78%,-,45
,"WRANGELL, AK",-,-,10 or fewer
,"SUMMIT, CO",22.61%,8.29%,398
,"PLACER, CA",18.81%,8.12%,3499
,"SAN FRANCISCO, CA",17.84%,7.84%,33537
,"HINSDALE, CO",-,-,13
,"LAKE AND PENINSULA, AK",-,-,10 or fewer
,"ROUTT, CO",17.45%,7.15%,1817
,"WASHINGTON, AR",34.76%,12.95%,1398
,"OURAY, CO",-,-,20
,"LA PLATA, CO",16.50%,12.62%,103
,"GUNNISON, CO",15.90%,5.41%,629
,"VENTURA, CA",15.13%,7.52%,3153
,"EAGLE, CO",15.88%,5.69%,422
,"MADISON, AR",40.63%,-,64
,"COCONINO, AZ",11.00%,3.02%,1227
,"NEVADA, CA",11.26%,4.29%,373
,"BENTON, AR",34.46%,10.13%,859
,"PITKIN, CO",12.81%,-,484
,"SAN MIGUEL, CO",-,-,59
,None of the above,32.69%,19.30%,219952
,Total,36.34%,18.49%,1752556
≥ 35 and < 45 Years,"PERRY, AL",-,-,12
,"WALKER, AL",59.26%,46.30%,54
,"CLEBURNE, AL",65.45%,31.52%,165
,"CHOCTAW, AL",67.12%,39.18%,587
,"MARENGO, AL",65.05%,34.95%,103
,"TALLADEGA, AL",61.02%,28.81%,177
,"COOSA, AL",-,-,16
,"CALHOUN, AL",55.69%,29.43%,598
,"WILCOX, AL",56.41%,41.03%,39
,"CLARKE, AL",64.23%,37.23%,274
,"BLOUNT, AL",54.61%,24.34%,152
,"BUTLER, AL",68.00%,-,25
,"CHAMBERS, AL",58.72%,30.05%,436
,"WASHINGTON, AL",51.95%,30.03%,333
,"MACON, AL",59.00%,25.00%,100
,"CHEROKEE, AL",60.43%,40.85%,235
,"MISSISSIPPI, AR",63.59%,38.32%,1203
,"CLAY, AL",58.82%,-,51
,"LOWNDES, AL",-,-,10 or fewer
,"GREENE, AL",61.84%,30.26%,76
,"MOBILE, AL",57.02%,37.61%,12414
,"SUMTER, AL",63.10%,36.61%,336
,"RANDOLPH, AL",55.71%,28.21%,280
,"CONECUH, AL",53.02%,24.83%,149
,"SAINT FRANCIS, AR",60.05%,41.71%,398
,"PICKENS, AL",57.79%,29.00%,462
,"ETOWAH, AL",58.16%,34.42%,889
,"MONROE, AL",58.89%,28.52%,270
,"HALE, AL",64.71%,48.24%,85
,"ALPINE, CA",53.66%,36.59%,41
,"NEVADA, AR",64.15%,42.45%,318
,"BARBOUR, AL",57.49%,21.60%,287
,"ALEUTIANS EAST, AK",-,-,10 or fewer
,"KENT, DE",62.03%,35.40%,11399
,"LAWRENCE, AR",55.87%,28.64%,426
,"POINSETT, AR",59.80%,36.02%,1316
,"RANDOLPH, AR",59.87%,31.03%,319
,"JACKSON, AL",57.88%,19.78%,273
,"OUACHITA, AR",64.18%,39.05%,991
,"SAINT CLAIR, AL",53.33%,28.00%,75
,"PIKE, AL",41.24%,19.59%,97
,"FAYETTE, AL",61.70%,36.17%,47
,"WINSTON, AL",56.00%,-,25
,"PERRY, AR",58.27%,41.73%,381
,"AUTAUGA, AL",58.33%,-,36
,"CROSS, AR",61.84%,54.61%,705
,"JACKSON, AR",56.47%,33.75%,317
,"MARSHALL, AL",41.78%,30.05%,213
,"BRISTOL BAY, AK",-,-,10 or fewer
,"CROWLEY, CO",46.90%,26.55%,113
,"MONROE, AR",58.53%,33.44%,299
,"DALE, AL",55.54%,22.60%,1093
,"CLARK, AR",60.45%,35.17%,1234
,"SUSSEX, DE",58.52%,33.31%,11311
,"PHILLIPS, AR",61.09%,35.37%,311
,"COLBERT, AL",47.06%,25.00%,68
,"GREENE, AR",56.85%,30.62%,1796
,"SHARP, AR",53.49%,25.58%,215
,"SCOTT, AR",62.81%,29.34%,242
,"BIBB, AL",-,-,16
,"CRITTENDEN, AR",60.09%,33.18%,2676
,"BULLOCK, AL",77.78%,-,18
,"BENT, CO",56.41%,33.33%,78
,"JOHNSON, AR",63.88%,25.86%,526
,"CRAIGHEAD, AR",58.50%,33.56%,7292
,"CULLMAN, AL",46.03%,-,63
,"YUKON KOYUKUK, AK",-,-,10 or fewer
,"DALLAS, AL",50.00%,-,24
,"HOUSTON, AL",52.60%,23.28%,4034
,"PROWERS, CO",56.79%,25.31%,162
,"DALLAS, AR",66.48%,44.51%,182
,"HENRY, AL",47.20%,18.32%,464
,"CLAY, AR",56.49%,38.49%,239
,"LOGAN, AR",56.16%,28.82%,406
,"SEDGWICK, CO",60.78%,27.45%,51
,"LAMAR, AL",55.70%,24.93%,377
,"PUEBLO, CO",52.73%,29.65%,7036
,"HOT SPRING, AR",56.75%,33.53%,1193
,"TALLAPOOSA, AL",-,-,16
,"PRINCE OF WALES HYDER, AK",-,-,10 or fewer
,"MARION, AL",57.33%,29.30%,703
,"OTERO, CO",50.25%,32.75%,400
,"MILLER, AR",59.42%,32.71%,584
,"RUSSELL, AL",57.89%,29.32%,133
,"FRANKLIN, AL",51.15%,25.95%,131
,"LEE, AR",57.14%,33.33%,105
,"TUSCALOOSA, AL",60.32%,39.32%,1381
,"CRAWFORD, AR",56.08%,30.34%,2502
,"SALINE, AR",55.23%,32.38%,5796
,"ALEUTIANS WEST, AK",-,-,10 or fewer
,"LAFAYETTE, AR",61.54%,26.92%,52
,"YUMA, AZ",48.79%,23.53%,289
,"VAN BUREN, AR",51.58%,22.46%,285
,"COVINGTON, AL",54.33%,28.35%,127
,"LITTLE RIVER, AR",55.86%,36.94%,111
,"BALDWIN, AL",50.04%,30.16%,8717
,"SEBASTIAN, AR",56.36%,30.95%,4807
,"ARKANSAS, AR",55.38%,36.07%,1170
,"ESCAMBIA, AL",54.07%,32.09%,455
,"LAUDERDALE, AL",40.74%,-,27
,"LONOKE, AR",56.01%,30.57%,3880
,"CLEBURNE, AR",49.48%,24.78%,1247
,"LOGAN, CO",47.06%,27.86%,323
,"PRAIRIE, AR",52.78%,30.56%,360
,"YAKUTAT, AK",-,-,10 or fewer
,"COFFEE, AL",58.92%,25.90%,1475
,"UNION, AR",51.01%,26.59%,643
,"FRANKLIN, AR",57.06%,27.35%,340
,"LA PAZ, AZ",47.06%,-,34
,"GENEVA, AL",49.84%,22.74%,642
,"LAWRENCE, AL",-,-,10 or fewer
,"ASHLEY, AR",51.55%,27.15%,291
,"JEFFERSON, AR",61.34%,36.47%,1878
,"LINCOLN, AR",54.27%,30.15%,199
,"KIOWA, CO",66.67%,-,30
,"LASSEN, CA",50.94%,24.38%,640
,"FULTON, AR",50.00%,28.33%,60
,"FRESNO, CA",54.95%,27.89%,54334
,"WINDHAM, CT",49.98%,29.06%,6621
,"INDEPENDENCE, AR",53.04%,29.07%,626
,"CONWAY, AR",59.49%,34.43%,395
,"CHILTON, AL",-,-,14
,"DREW, AR",53.61%,26.98%,582
,"NOME, AK",-,-,10 or fewer
,"GRAHAM, AZ",47.13%,36.78%,87
,"WOODRUFF, AR",50.68%,28.77%,73
,"NEW HAVEN, CT",47.89%,28.51%,22278
,"SISKIYOU, CA",48.22%,30.21%,533
,"NEW LONDON, CT",49.47%,30.55%,14141
,"CALHOUN, AR",60.49%,38.27%,81
,"NAVAJO, AZ",40.85%,17.84%,213
,"HEMPSTEAD, AR",56.42%,31.19%,218
,"CRENSHAW, AL",52.50%,-,40
,"MIDDLESEX, CT",48.57%,27.21%,10550
,"IMPERIAL, CA",48.16%,20.20%,1985
,"LITCHFIELD, CT",47.59%,24.55%,7506
,"FAULKNER, AR",55.01%,28.07%,4150
,"MOFFAT, CO",49.68%,21.17%,1077
,"WHITE, AR",52.73%,26.40%,1428
,"GRANT, AR",49.07%,29.04%,644
,"ELMORE, AL",56.00%,22.00%,50
,"LAS ANIMAS, CO",49.58%,26.27%,236
,"NORTHWEST ARCTIC, AK",-,-,10 or fewer
,"YELL, AR",49.30%,23.94%,213
,"GILA, AZ",43.93%,20.81%,173
,"CHICOT, AR",51.47%,29.41%,136
,"LEE, AL",46.02%,20.74%,352
,"MONTGOMERY, AL",50.36%,24.09%,137
,"MORGAN, CO",53.50%,25.51%,486
,"MORGAN, AL",60.00%,-,40
,"PULASKI, AR",53.16%,30.80%,21985
,"WASHINGTON, CO",43.33%,21.67%,60
,"GREENLEE, AZ",45.83%,-,24
,"COLUMBIA, AR",61.03%,33.52%,349
,"PIKE, AR",49.54%,32.11%,109
,"POPE, AR",52.43%,32.27%,843
,"MADERA, CA",56.38%,28.69%,5229
,"BRADLEY, AR",50.95%,30.00%,210
,"DESHA, AR",43.43%,28.00%,175
,"SEARCY, AR",54.72%,28.30%,53
,"BETHEL, AK",-,-,10 or fewer
,"MARICOPA, AZ",43.92%,21.64%,99158
,"IZARD, AR",60.53%,27.63%,76
,"HARTFORD, CT",46.59%,27.07%,53827
,"PHILLIPS, CO",54.79%,30.14%,73
,"SOUTHEAST FAIRBANKS, AK",-,-,10 or fewer
,"TOLLAND, CT",45.74%,24.32%,7002
,"SAN BENITO, CA",48.62%,30.40%,944
,"HAINES, AK",-,-,10 or fewer
,"SKAGWAY, AK",-,-,10 or fewer
,"SHASTA, CA",40.69%,18.80%,1165
,"KINGS, CA",54.21%,29.14%,1771
,"HUERFANO, CO",43.75%,26.56%,128
,"HOWARD, AR",50.51%,28.28%,99
,"KERN, CA",51.53%,31.08%,20725
,"COCHISE, AZ",49.56%,24.34%,567
