Session Title,OBESITY by ICD and BMI County Age 2024,,,
Session ID,2776892,,,
Data Model,Patients,,,
Population Base,All Patients,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,State of Residence (U.S.): States WA_WY,Has Any Encounters?,Base Patient,
Session Date Range,1/1/2024 - 12/31/2024,,,
Export User,Stephanie Perniciaro,,,
Date of Export,11/14/2025,,,
,,,,
,,,,
,Measures,BMI 30+ (%),OBESITY (%),Number of Patients
Age at Encounter in Years,County of Residence,,,
Less than 18 Years,"TYLER, WV",10.17%,5.57%,1023
,"PLEASANTS, WV",6.53%,3.17%,567
,"DODDRIDGE, WV",8.59%,4.37%,687
,"WEBSTER, WV",10.85%,5.77%,433
,"WIRT, WV",9.57%,2.66%,564
,"RITCHIE, WV",7.62%,3.24%,958
,"MINGO, WV",12.15%,5.36%,634
,"WETZEL, WV",10.17%,4.54%,2487
,"CALHOUN, WV",8.60%,3.82%,314
,"BARBOUR, WV",8.57%,4.37%,1260
,"TAYLOR, WV",9.98%,4.67%,1733
,"MARINETTE, WI",8.05%,3.95%,6807
,"WOOD, WV",8.77%,4.01%,10477
,"NICHOLAS, WV",9.31%,3.66%,1859
,"OCONTO, WI",7.16%,4.13%,6230
,"SHAWANO, WI",7.77%,4.83%,3579
,"BRAXTON, WV",11.86%,7.22%,1315
,"GILMER, WV",6.53%,4.77%,398
,"MARSHALL, WV",10.43%,6.94%,4715
,"RANDOLPH, WV",7.58%,3.05%,1279
,"HARRISON, WV",9.43%,5.71%,11399
,"MARION, WV",8.80%,3.72%,8947
,"KEWAUNEE, WI",7.09%,4.21%,3472
,"LEWIS, WV",7.91%,4.22%,2060
,"JACKSON, WV",9.93%,4.92%,4551
,"MINERAL, WV",9.97%,3.61%,2938
,"WAUSHARA, WI",8.42%,4.90%,1306
,"FAYETTE, WV",6.86%,2.56%,976
,"MENOMINEE, WI",8.31%,6.56%,686
,"PRESTON, WV",7.28%,4.18%,3611
,"GRANT, WV",8.42%,2.89%,1140
