time,geography,state,age,epic_n_ed_heat,epic_rate_ed_heat,suppressed_heat
2023-01-01,15,Hawaii,65+ Years,19,44.391486180229435,0
2024-01-01,15,Hawaii,65+ Years,25,54.04003285633998,0
2025-01-01,15,Hawaii,65+ Years,36,83.5906842826294,0
2022-01-01,15,Hawaii,Total,61,40.91296270213351,0
2023-01-01,15,Hawaii,Total,68,40.64651874521806,0
2024-01-01,15,Hawaii,Total,90,49.70288718549118,0
2025-01-01,15,Hawaii,Total,110,66.46646162770323,0
2022-01-01,31,Nebraska,<15 Years,5,22.327409127444852,1
2023-01-01,31,Nebraska,<15 Years,5,23.09895592719209,1
2024-01-01,31,Nebraska,<15 Years,20,83.79771232245359,0
2025-01-01,31,Nebraska,<15 Years,24,111.18317427962569,0
2022-01-01,31,Nebraska,15-25 Years,42,196.2158374211633,0
2023-01-01,31,Nebraska,15-25 Years,50,226.16247512212774,0
2024-01-01,31,Nebraska,15-25 Years,45,189.52156334231805,0
2025-01-01,31,Nebraska,15-25 Years,37,172.67932981751994,0
2022-01-01,31,Nebraska,25-45 Years,82,208.83738698586527,0
2023-01-01,31,Nebraska,25-45 Years,91,219.58929562510556,0
2024-01-01,31,Nebraska,25-45 Years,93,205.4068380598993,0
2025-01-01,31,Nebraska,25-45 Years,106,254.94864949371046,0
2022-01-01,31,Nebraska,45-64 Years,73,235.795729836235,0
2023-01-01,31,Nebraska,45-64 Years,63,192.01462968607132,0
2024-01-01,31,Nebraska,45-64 Years,91,253.20682267174936,0
2025-01-01,31,Nebraska,45-64 Years,93,277.3222006858506,0
2022-01-01,31,Nebraska,65+ Years,46,144.98234997478568,0
2023-01-01,31,Nebraska,65+ Years,54,152.1898427371625,0
2024-01-01,31,Nebraska,65+ Years,65,161.9130651388716,0
2025-01-01,31,Nebraska,65+ Years,69,175.60379711398977,0
2022-01-01,31,Nebraska,Total,250,171.9323824326369,0
2023-01-01,31,Nebraska,Total,266,173.70067325336137,0
2024-01-01,31,Nebraska,Total,308,182.76328594146827,0
2025-01-01,31,Nebraska,Total,327,208.04967742756435,0
2022-01-01,23,Maine,<15 Years,5,23.801589946208406,1
2023-01-01,23,Maine,<15 Years,5,24.87685954525101,1
2024-01-01,23,Maine,<15 Years,5,23.778950872687496,1
2025-01-01,23,Maine,<15 Years,14,76.54455986878075,0
2022-01-01,23,Maine,15-25 Years,14,84.49514152936206,0
2023-01-01,23,Maine,15-25 Years,17,102.73144790911289,0
2024-01-01,23,Maine,15-25 Years,22,126.65515256188831,0
2025-01-01,23,Maine,15-25 Years,15,100.16025641025641,0
2022-01-01,23,Maine,25-45 Years,31,83.60978504193974,0
2023-01-01,23,Maine,25-45 Years,37,97.81114518346199,0
2024-01-01,23,Maine,25-45 Years,45,113.35869209260146,0
2025-01-01,23,Maine,25-45 Years,42,119.4369401393431,0
2022-01-01,23,Maine,45-64 Years,24,65.08827597429013,0
2023-01-01,23,Maine,45-64 Years,31,81.42039186846667,0
2024-01-01,23,Maine,45-64 Years,34,87.03665779234078,0
2025-01-01,23,Maine,45-64 Years,27,78.11369882829452,0
2022-01-01,23,Maine,65+ Years,30,67.71244780498814,0
2023-01-01,23,Maine,65+ Years,29,61.005111807644575,0
2024-01-01,23,Maine,65+ Years,51,100.23781913952712,0
2025-01-01,23,Maine,65+ Years,45,95.23204875880896,0
2022-01-01,23,Maine,Total,107,68.79568966071508,0
2023-01-01,23,Maine,Total,116,72.59073842302878,0
2024-01-01,23,Maine,Total,154,91.8410553372177,0
2025-01-01,23,Maine,Total,142,94.60800970065226,0
2022-01-01,44,Rhode Island,<15 Years,5,16.35322976287817,1
2023-01-01,44,Rhode Island,<15 Years,5,16.867388590898358,1
2024-01-01,44,Rhode Island,<15 Years,12,39.00409543002015,0
2025-01-01,44,Rhode Island,<15 Years,5,18.823175093174715,1
2022-01-01,44,Rhode Island,15-25 Years,5,29.38583602703497,1
2023-01-01,44,Rhode Island,15-25 Years,11,63.83843073530265,0
2024-01-01,44,Rhode Island,15-25 Years,5,28.796866900881184,1
2025-01-01,44,Rhode Island,15-25 Years,15,99.8003992015968,0
2022-01-01,44,Rhode Island,25-45 Years,5,15.41924939093965,1
2023-01-01,44,Rhode Island,25-45 Years,22,65.39639130822508,0
2024-01-01,44,Rhode Island,25-45 Years,24,69.22411306605134,0
2025-01-01,44,Rhode Island,25-45 Years,27,88.8654839877563,0
2022-01-01,44,Rhode Island,45-64 Years,14,45.25910839556461,0
2023-01-01,44,Rhode Island,45-64 Years,25,78.32080200501254,0
2024-01-01,44,Rhode Island,45-64 Years,24,73.47088716096246,0
2025-01-01,44,Rhode Island,45-64 Years,11,38.66432337434095,0
2022-01-01,44,Rhode Island,65+ Years,24,72.30440153044317,0
2023-01-01,44,Rhode Island,65+ Years,17,46.78040726472207,0
2024-01-01,44,Rhode Island,65+ Years,27,70.81038552321007,0
2025-01-01,44,Rhode Island,65+ Years,22,65.90970370592288,0
2022-01-01,44,Rhode Island,Total,61,42.38995983377576,0
2023-01-01,44,Rhode Island,Total,84,56.551566276415976,0
2024-01-01,44,Rhode Island,Total,93,60.66852803799285,0
2025-01-01,44,Rhode Island,Total,82,61.302452845704714,0
2022-01-01,01,Alabama,<15 Years,17,95.61304836895388,0
2023-01-01,01,Alabama,<15 Years,5,27.96420581655481,1
2024-01-01,01,Alabama,<15 Years,13,71.42072299747281,0
2025-01-01,01,Alabama,<15 Years,5,32.42752448278098,1
2022-01-01,01,Alabama,15-25 Years,37,237.6975459334447,0
2023-01-01,01,Alabama,15-25 Years,70,441.11160123511246,0
2024-01-01,01,Alabama,15-25 Years,50,303.04866961634036,0
2025-01-01,01,Alabama,15-25 Years,52,351.493848857645,0
2022-01-01,01,Alabama,25-45 Years,93,276.45659928656363,0
2023-01-01,01,Alabama,25-45 Years,128,365.93384602189883,0
2024-01-01,01,Alabama,25-45 Years,102,283.68005339859826,0
2025-01-01,01,Alabama,25-45 Years,90,279.43368107302535,0
2022-01-01,01,Alabama,45-64 Years,87,271.23082678638235,0
2023-01-01,01,Alabama,45-64 Years,102,298.9010989010989,0
2024-01-01,01,Alabama,45-64 Years,87,250.13656881630774,0
2025-01-01,01,Alabama,45-64 Years,81,256.82488347759914,0
2022-01-01,01,Alabama,65+ Years,39,125.2287833542048,0
2023-01-01,01,Alabama,65+ Years,59,175.62137222801013,0
2024-01-01,01,Alabama,65+ Years,56,155.2149449818454,0
2025-01-01,01,Alabama,65+ Years,60,179.29179740026893,0
2022-01-01,01,Alabama,Total,271,208.56100601825486,0
2023-01-01,01,Alabama,Total,363,266.6216176513794,0
2024-01-01,01,Alabama,Total,304,215.29745042492917,0
2025-01-01,01,Alabama,Total,289,226.924737937262,0
2022-01-01,10,Delaware,<15 Years,5,14.324595330181923,1
2023-01-01,10,Delaware,<15 Years,5,14.585338817420729,1
2024-01-01,10,Delaware,<15 Years,5,14.705017351920475,1
2025-01-01,10,Delaware,<15 Years,5,17.281305084159957,1
2022-01-01,10,Delaware,15-25 Years,16,111.3895850737956,0
2023-01-01,10,Delaware,15-25 Years,27,164.78486420506562,0
2024-01-01,10,Delaware,15-25 Years,25,146.6189666295232,0
2025-01-01,10,Delaware,15-25 Years,16,106.57430227136481,0
2022-01-01,10,Delaware,25-45 Years,26,109.28043039677202,0
2023-01-01,10,Delaware,25-45 Years,24,80.68854222700377,0
2024-01-01,10,Delaware,25-45 Years,33,105.3068257969812,0
2025-01-01,10,Delaware,25-45 Years,39,141.93172719994178,0
2022-01-01,10,Delaware,45-64 Years,24,117.97669960182864,0
2023-01-01,10,Delaware,45-64 Years,20,79.83075879136231,0
2024-01-01,10,Delaware,45-64 Years,34,127.15984740818311,0
2025-01-01,10,Delaware,45-64 Years,38,162.43481234504574,0
2022-01-01,10,Delaware,65+ Years,21,102.77492291880782,0
2023-01-01,10,Delaware,65+ Years,32,127.81083995686384,0
2024-01-01,10,Delaware,65+ Years,39,139.6998244797077,0
2025-01-01,10,Delaware,65+ Years,40,153.5272894757043,0
2022-01-01,10,Delaware,Total,95,83.62455216851667,0
2023-01-01,10,Delaware,Total,106,81.46076050536412,0
2024-01-01,10,Delaware,Total,135,98.79325864075112,0
2025-01-01,10,Delaware,Total,141,116.82339782095364,0
2022-01-01,38,North Dakota,<15 Years,5,31.589588071771544,1
2023-01-01,38,North Dakota,<15 Years,5,33.090668431502316,1
2024-01-01,38,North Dakota,<15 Years,5,31.98976327575176,1
2025-01-01,38,North Dakota,<15 Years,5,35.423308537017355,1
2022-01-01,38,North Dakota,15-25 Years,24,200.2837352916632,0
2023-01-01,38,North Dakota,15-25 Years,27,222.77227722772278,0
2024-01-01,38,North Dakota,15-25 Years,11,90.93163594279574,0
2025-01-01,38,North Dakota,15-25 Years,17,155.89179275561668,0
2022-01-01,38,North Dakota,25-45 Years,35,142.9038053241875,0
2023-01-01,38,North Dakota,25-45 Years,31,123.17228226319135,0
2024-01-01,38,North Dakota,25-45 Years,26,100.71663761379043,0
2025-01-01,38,North Dakota,25-45 Years,38,161.18769883351007,0
2022-01-01,38,North Dakota,45-64 Years,23,126.67988543732099,0
2023-01-01,38,North Dakota,45-64 Years,23,122.7124793256149,0
2024-01-01,38,North Dakota,45-64 Years,18,95.00184725814113,0
2025-01-01,38,North Dakota,45-64 Years,18,104.22094841063054,0
2022-01-01,38,North Dakota,65+ Years,13,66.06026729000457,0
2023-01-01,38,North Dakota,65+ Years,11,53.29199166707039,0
2024-01-01,38,North Dakota,65+ Years,23,105.01803570613214,0
2025-01-01,38,North Dakota,65+ Years,23,112.20059515098298,0
2022-01-01,38,North Dakota,Total,103,114.54626334519573,0
2023-01-01,38,North Dakota,Total,96,104.94785403502635,0
2024-01-01,38,North Dakota,Total,82,87.10893928931853,0
2025-01-01,38,North Dakota,Total,99,114.83453387618749,0
2022-01-01,49,Utah,<15 Years,5,161.18633139909736,1
2023-01-01,49,Utah,<15 Years,5,178.826895565093,1
2024-01-01,49,Utah,<15 Years,5,185.39117538005192,1
2025-01-01,49,Utah,<15 Years,5,28.840053065697642,1
2022-01-01,49,Utah,15-25 Years,11,141.80739976795152,0
2023-01-01,49,Utah,15-25 Years,5,64.90134994807892,1
2024-01-01,49,Utah,15-25 Years,5,65.51362683438155,1
2025-01-01,49,Utah,15-25 Years,12,65.164268259571,0
2022-01-01,49,Utah,25-45 Years,14,77.80371234856064,0
2023-01-01,49,Utah,25-45 Years,5,27.400263042525207,1
2024-01-01,49,Utah,25-45 Years,16,85.08827908955541,0
2025-01-01,49,Utah,25-45 Years,17,45.61921373943378,0
2022-01-01,49,Utah,45-64 Years,5,39.74246880216199,1
2023-01-01,49,Utah,45-64 Years,5,37.69601930036188,1
2024-01-01,49,Utah,45-64 Years,5,36.96037847427558,1
2025-01-01,49,Utah,45-64 Years,11,39.682539682539684,0
2022-01-01,49,Utah,65+ Years,5,54.513737461840385,1
2023-01-01,49,Utah,65+ Years,5,49.945060433523125,1
2024-01-01,49,Utah,65+ Years,5,47.460844803037496,1
2025-01-01,49,Utah,65+ Years,5,18.437937901025148,1
2022-01-01,49,Utah,Total,35,69.27812196908216,0
2023-01-01,49,Utah,Total,27,51.95804868661599,0
2024-01-01,49,Utah,Total,37,69.5737199375717,0
2025-01-01,49,Utah,Total,48,37.548695965079716,0
2022-01-01,30,Montana,<15 Years,5,71.55123068116771,1
2023-01-01,30,Montana,<15 Years,5,61.169562025935896,1
2024-01-01,30,Montana,<15 Years,5,45.943214187264545,1
2025-01-01,30,Montana,<15 Years,5,48.47779716889664,1
2022-01-01,30,Montana,15-25 Years,5,77.37542556484061,1
2023-01-01,30,Montana,15-25 Years,5,66.12007405448294,1
2024-01-01,30,Montana,15-25 Years,18,173.37699865151222,0
2025-01-01,30,Montana,15-25 Years,5,49.90518015770037,1
2022-01-01,30,Montana,25-45 Years,13,114.34602867446566,0
2023-01-01,30,Montana,25-45 Years,21,151.3949967558215,0
2024-01-01,30,Montana,25-45 Years,21,109.71786833855799,0
2025-01-01,30,Montana,25-45 Years,12,64.38113632705617,0
2022-01-01,30,Montana,45-64 Years,13,147.09210228558499,0
2023-01-01,30,Montana,45-64 Years,11,96.96755994358251,0
2024-01-01,30,Montana,45-64 Years,19,121.99820213175806,0
2025-01-01,30,Montana,45-64 Years,18,115.62921564848719,0
2022-01-01,30,Montana,65+ Years,5,53.118028258791036,1
2023-01-01,30,Montana,65+ Years,5,37.73015393902807,1
2024-01-01,30,Montana,65+ Years,15,74.29052548165023,0
2025-01-01,30,Montana,65+ Years,15,73.27080890973036,0
2022-01-01,30,Montana,Total,42,97.65397939966054,0
2023-01-01,30,Montana,Total,53,97.94319294809011,0
2024-01-01,30,Montana,Total,73,96.09562172550878,0
2025-01-01,30,Montana,Total,51,68.06443433116684,0
2022-01-01,50,Vermont,<15 Years,5,57.94414184725924,1
2023-01-01,50,Vermont,<15 Years,5,60.43756799226399,1
2024-01-01,50,Vermont,<15 Years,5,58.77512636652169,1
2025-01-01,50,Vermont,<15 Years,5,66.46284726837698,1
2022-01-01,50,Vermont,15-25 Years,5,65.07874528179097,1
2023-01-01,50,Vermont,15-25 Years,5,64.20958006934634,1
2024-01-01,50,Vermont,15-25 Years,11,137.8791677112058,0
2025-01-01,50,Vermont,15-25 Years,5,71.00255609201932,1
2022-01-01,50,Vermont,25-45 Years,5,32.37084034701541,1
2023-01-01,50,Vermont,25-45 Years,11,67.29475100942126,0
2024-01-01,50,Vermont,25-45 Years,20,119.38872970391596,0
2025-01-01,50,Vermont,25-45 Years,17,113.22011322011322,0
2022-01-01,50,Vermont,45-64 Years,5,32.19160442956477,1
2023-01-01,50,Vermont,45-64 Years,5,31.26172314617982,1
2024-01-01,50,Vermont,45-64 Years,5,30.246204101385278,1
2025-01-01,50,Vermont,45-64 Years,13,88.04009210348097,0
2022-01-01,50,Vermont,65+ Years,5,27.464982147761603,1
2023-01-01,50,Vermont,65+ Years,5,25.3665465983461,1
2024-01-01,50,Vermont,65+ Years,19,88.94714666916343,0
2025-01-01,50,Vermont,65+ Years,30,149.13501690196858,0
2022-01-01,50,Vermont,Total,30,45.9080614555916,0
2023-01-01,50,Vermont,Total,36,52.93884093348823,0
2024-01-01,50,Vermont,Total,60,84.47372867038351,0
2025-01-01,50,Vermont,Total,70,108.5490098779599,0
2022-01-01,33,New Hampshire,<15 Years,5,66.37461834594451,1
2023-01-01,33,New Hampshire,<15 Years,5,71.8803910293272,1
2024-01-01,33,New Hampshire,<15 Years,5,65.54798112218144,1
2025-01-01,33,New Hampshire,<15 Years,5,72.69555103227682,1
2022-01-01,33,New Hampshire,15-25 Years,5,69.4058856191005,1
2023-01-01,33,New Hampshire,15-25 Years,5,71.0631040363843,1
2024-01-01,33,New Hampshire,15-25 Years,15,199.97333688841488,0
2025-01-01,33,New Hampshire,15-25 Years,5,73.51860020585208,1
2022-01-01,33,New Hampshire,25-45 Years,5,36.46175162254795,1
2023-01-01,33,New Hampshire,25-45 Years,5,36.038633415020904,1
2024-01-01,33,New Hampshire,25-45 Years,5,34.67887363018449,1
2025-01-01,33,New Hampshire,25-45 Years,19,146.729477179705,0
2022-01-01,33,New Hampshire,45-64 Years,5,33.937419398628926,1
2023-01-01,33,New Hampshire,45-64 Years,5,33.52779454167505,1
2024-01-01,33,New Hampshire,45-64 Years,13,84.64092714369426,0
2025-01-01,33,New Hampshire,45-64 Years,13,92.13976894181019,0
2022-01-01,33,New Hampshire,65+ Years,15,84.25073017299484,0
2023-01-01,33,New Hampshire,65+ Years,15,78.18608287724786,0
2024-01-01,33,New Hampshire,65+ Years,11,53.58795732449944,0
2025-01-01,33,New Hampshire,65+ Years,16,80.14024542950163,0
2022-01-01,33,New Hampshire,Total,42,68.9643848212673,0
2023-01-01,33,New Hampshire,Total,40,64.56611570247934,0
2024-01-01,33,New Hampshire,Total,49,74.961371946089,0
2025-01-01,33,New Hampshire,Total,60,98.77356161000905,0
2022-01-01,35,New Mexico,<15 Years,5,63.25110689437065,1
2023-01-01,35,New Mexico,<15 Years,5,75.78053955744164,1
2024-01-01,35,New Mexico,<15 Years,5,80.12820512820512,1
2025-01-01,35,New Mexico,<15 Years,5,91.91176470588235,1
2022-01-01,35,New Mexico,15-25 Years,12,153.10028068384793,0
2023-01-01,35,New Mexico,15-25 Years,5,68.61534239055852,1
2024-01-01,35,New Mexico,15-25 Years,15,213.82751247327155,0
2025-01-01,35,New Mexico,15-25 Years,5,83.948959032908,1
2022-01-01,35,New Mexico,25-45 Years,21,109.60334029227558,0
2023-01-01,35,New Mexico,25-45 Years,27,149.06420802738364,0
2024-01-01,35,New Mexico,25-45 Years,22,123.16649871235025,0
2025-01-01,35,New Mexico,25-45 Years,18,117.84732224695561,0
2022-01-01,35,New Mexico,45-64 Years,16,105.19395134779751,0
2023-01-01,35,New Mexico,45-64 Years,31,214.47350214473502,0
2024-01-01,35,New Mexico,45-64 Years,18,123.79642365887207,0
2025-01-01,35,New Mexico,45-64 Years,21,161.37708445400753,0
2022-01-01,35,New Mexico,65+ Years,13,79.80845969672785,0
2023-01-01,35,New Mexico,65+ Years,20,127.72207676096814,0
2024-01-01,35,New Mexico,65+ Years,26,153.12131919905772,0
2025-01-01,35,New Mexico,65+ Years,20,131.35426244581637,0
2022-01-01,35,New Mexico,Total,65,98.12209407644465,0
2023-01-01,35,New Mexico,Total,89,143.5622802206665,0
2024-01-01,35,New Mexico,Total,87,139.18886489080873,0
2025-01-01,35,New Mexico,Total,75,136.6767503735831,0
2022-01-01,46,South Dakota,<15 Years,5,46.44250417982538,1
2023-01-01,46,South Dakota,<15 Years,11,108.64197530864197,0
2024-01-01,46,South Dakota,<15 Years,5,48.99559039686428,1
2025-01-01,46,South Dakota,<15 Years,5,55.59879906594018,1
2022-01-01,46,South Dakota,15-25 Years,12,167.62117614191925,0
2023-01-01,46,South Dakota,15-25 Years,15,207.64119601328903,0
2024-01-01,46,South Dakota,15-25 Years,11,151.76600441501103,0
2025-01-01,46,South Dakota,15-25 Years,14,220.4724409448819,0
2022-01-01,46,South Dakota,25-45 Years,32,239.880059970015,0
2023-01-01,46,South Dakota,25-45 Years,29,213.64373066155886,0
2024-01-01,46,South Dakota,25-45 Years,18,131.75230566534916,0
2025-01-01,46,South Dakota,25-45 Years,31,250.60630557801133,0
2022-01-01,46,South Dakota,45-64 Years,13,115.68924090059625,0
2023-01-01,46,South Dakota,45-64 Years,19,166.4914125481949,0
2024-01-01,46,South Dakota,45-64 Years,16,140.8450704225352,0
2025-01-01,46,South Dakota,45-64 Years,17,165.32140425945735,0
2022-01-01,46,South Dakota,65+ Years,23,177.75716825102404,0
2023-01-01,46,South Dakota,65+ Years,13,96.06147934678194,0
2024-01-01,46,South Dakota,65+ Years,16,115.29038766392851,0
2025-01-01,46,South Dakota,65+ Years,20,151.45778114350625,0
2022-01-01,46,South Dakota,Total,84,151.6300227445034,0
2023-01-01,46,South Dakota,Total,87,155.97827061333524,0
2024-01-01,46,South Dakota,Total,65,115.47959564375434,0
2025-01-01,46,South Dakota,Total,88,171.90185966557274,0
2022-01-01,56,Wyoming,<15 Years,5,92.64406151565684,1
2023-01-01,56,Wyoming,<15 Years,5,88.99964400142399,1
2024-01-01,56,Wyoming,<15 Years,5,86.16232982939859,1
2025-01-01,56,Wyoming,<15 Years,5,83.90669575432119,1
2022-01-01,56,Wyoming,15-25 Years,5,108.90873448050533,1
2023-01-01,56,Wyoming,15-25 Years,5,101.23506782749544,1
2024-01-01,56,Wyoming,15-25 Years,5,93.02325581395348,1
2025-01-01,56,Wyoming,15-25 Years,5,89.1583452211127,1
2022-01-01,56,Wyoming,25-45 Years,5,64.35834727764191,1
2023-01-01,56,Wyoming,25-45 Years,5,59.15759583530525,1
2024-01-01,56,Wyoming,25-45 Years,5,55.24251463926638,1
2025-01-01,56,Wyoming,25-45 Years,13,136.21123218776194,0
2022-01-01,56,Wyoming,45-64 Years,5,77.39938080495357,1
2023-01-01,56,Wyoming,45-64 Years,5,67.79661016949153,1
2024-01-01,56,Wyoming,45-64 Years,5,65.15506906437321,1
2025-01-01,56,Wyoming,45-64 Years,5,63.13131313131313,1
2022-01-01,56,Wyoming,65+ Years,5,65.2145558888744,1
2023-01-01,56,Wyoming,65+ Years,5,55.14503143266791,1
2024-01-01,56,Wyoming,65+ Years,13,130.86370042279043,0
2025-01-01,56,Wyoming,65+ Years,16,153.7722248918789,0
2022-01-01,56,Wyoming,Total,28,88.03647225279045,0
2023-01-01,56,Wyoming,Total,20,56.52112477038293,0
2024-01-01,56,Wyoming,Total,29,76.76831850910631,0
2025-01-01,56,Wyoming,Total,45,114.25959780621572,0
2022-01-01,11,District of Columbia,<15 Years,5,270.7092582566324,1
2023-01-01,11,District of Columbia,<15 Years,5,264.69031233456855,1
2024-01-01,11,District of Columbia,<15 Years,5,266.3825253063399,1
2025-01-01,11,District of Columbia,<15 Years,5,298.6857825567503,1
2022-01-01,11,District of Columbia,15-25 Years,5,200,1
2023-01-01,11,District of Columbia,15-25 Years,5,214.3163309044149,1
2024-01-01,11,District of Columbia,15-25 Years,5,213.67521367521368,1
2025-01-01,11,District of Columbia,15-25 Years,5,248.13895781637717,1
2022-01-01,11,District of Columbia,25-45 Years,5,68.17562039814563,1
2023-01-01,11,District of Columbia,25-45 Years,5,63.74298827129016,1
2024-01-01,11,District of Columbia,25-45 Years,5,62.60956674179815,1
2025-01-01,11,District of Columbia,25-45 Years,5,72.26477814713108,1
2022-01-01,11,District of Columbia,45-64 Years,5,137.7410468319559,1
2023-01-01,11,District of Columbia,45-64 Years,5,129.60082944530845,1
2024-01-01,11,District of Columbia,45-64 Years,5,126.71059300557526,1
2025-01-01,11,District of Columbia,45-64 Years,5,143.4308663224326,1
2022-01-01,11,District of Columbia,65+ Years,5,232.34200743494424,1
2023-01-01,11,District of Columbia,65+ Years,5,211.3271344040575,1
2024-01-01,11,District of Columbia,65+ Years,5,188.1821603312006,1
2025-01-01,11,District of Columbia,65+ Years,5,221.23893805309734,1
2022-01-01,11,District of Columbia,Total,16,91.68003667201467,0
2023-01-01,11,District of Columbia,Total,18,98.43596193809472,0
2024-01-01,11,District of Columbia,Total,12,63.85356249667429,0
2025-01-01,11,District of Columbia,Total,21,128.48751835535975,0
2022-01-01,02,Alaska,<15 Years,5,1562.5,1
2023-01-01,02,Alaska,<15 Years,5,1644.7368421052631,1
2024-01-01,02,Alaska,<15 Years,5,1524.3902439024391,1
2025-01-01,02,Alaska,<15 Years,5,1953.125,1
2022-01-01,02,Alaska,15-25 Years,5,1524.3902439024391,1
2023-01-01,02,Alaska,15-25 Years,5,1479.2899408284025,1
2024-01-01,02,Alaska,15-25 Years,5,1424.5014245014245,1
2025-01-01,02,Alaska,15-25 Years,5,1326.2599469496022,1
2022-01-01,02,Alaska,25-45 Years,5,925.925925925926,1
2023-01-01,02,Alaska,25-45 Years,5,905.7971014492754,1
2024-01-01,02,Alaska,25-45 Years,5,945.179584120983,1
2025-01-01,02,Alaska,25-45 Years,5,1046.0251046025105,1
2022-01-01,02,Alaska,45-64 Years,5,974.6588693957115,1
2023-01-01,02,Alaska,45-64 Years,5,891.2655971479501,1
2024-01-01,02,Alaska,45-64 Years,5,878.7346221441124,1
2025-01-01,02,Alaska,45-64 Years,5,1063.8297872340424,1
2022-01-01,02,Alaska,65+ Years,5,915.7509157509157,1
2023-01-01,02,Alaska,65+ Years,5,794.912559618442,1
2024-01-01,02,Alaska,65+ Years,5,707.2135785007072,1
2025-01-01,02,Alaska,65+ Years,5,705.2186177715091,1
2022-01-01,02,Alaska,Total,5,222.1235006663705,1
2023-01-01,02,Alaska,Total,5,209.11752404851526,1
2024-01-01,02,Alaska,Total,5,201.61290322580646,1
2025-01-01,02,Alaska,Total,5,217.67522855899,1
2022-01-01,00,United States,<15 Years,1668,33.84684626734017,0
2023-01-01,00,United States,<15 Years,1952,37.84930624470895,0
2024-01-01,00,United States,<15 Years,2095,38.71495188073356,0
2025-01-01,00,United States,<15 Years,2258,46.489813213072,0
2022-01-01,00,United States,15-25 Years,3998,121.95910617824454,0
2023-01-01,00,United States,15-25 Years,5081,142.19882311653026,0
2024-01-01,00,United States,15-25 Years,5334,137.7704332355802,0
2025-01-01,00,United States,15-25 Years,5954,166.20500161487394,0
2022-01-01,00,United States,25-45 Years,8202,124.18342809852189,0
2023-01-01,00,United States,25-45 Years,10349,140.098189214998,0
2024-01-01,00,United States,25-45 Years,10819,134.26656809613382,0
2025-01-01,00,United States,25-45 Years,12687,167.26967425987752,0
2022-01-01,00,United States,45-64 Years,6920,122.41766394900633,0
2023-01-01,00,United States,45-64 Years,8985,142.56086920718545,0
2024-01-01,00,United States,45-64 Years,9537,139.77607687816135,0
2025-01-01,00,United States,45-64 Years,10851,168.00714204538593,0
2022-01-01,00,United States,65+ Years,5602,101.82460901949372,0
2023-01-01,00,United States,65+ Years,6949,109.39754681235794,0
2024-01-01,00,United States,65+ Years,8971,125.71392857358063,0
2025-01-01,00,United States,65+ Years,10295,147.54566140513631,0
2022-01-01,00,United States,Total,26194,101.09584437183602,0
2023-01-01,00,United States,Total,33044,115.12346158592358,0
2024-01-01,00,United States,Total,36428,116.71415000792823,0
2025-01-01,00,United States,Total,41732,141.8579736948842,0
2018-01-01,48,Texas,<15 Years,204,54.07282337006221,0
2019-01-01,48,Texas,<15 Years,199,45.353747837720185,0
2020-01-01,48,Texas,<15 Years,80,25.576510532726743,0
2021-01-01,48,Texas,<15 Years,137,30.439777011969277,0
2018-01-01,48,Texas,15-25 Years,272,172.38647526697721,0
2019-01-01,48,Texas,15-25 Years,359,181.21703137225208,0
2020-01-01,48,Texas,15-25 Years,263,128.13829191169663,0
2021-01-01,48,Texas,15-25 Years,337,131.21009188599908,0
2018-01-01,48,Texas,25-45 Years,579,203.38983050847457,0
2019-01-01,48,Texas,25-45 Years,757,207.27630177458087,0
2020-01-01,48,Texas,25-45 Years,649,157.46006482793425,0
2021-01-01,48,Texas,25-45 Years,760,149.70502201254766,0
2018-01-01,48,Texas,45-64 Years,454,193.91930564928796,0
2019-01-01,48,Texas,45-64 Years,603,204.58362313185975,0
2020-01-01,48,Texas,45-64 Years,563,167.5964349291213,0
2021-01-01,48,Texas,45-64 Years,639,154.2576561526837,0
2018-01-01,48,Texas,65+ Years,261,148.18431630822337,0
2019-01-01,48,Texas,65+ Years,357,148.60201715791356,0
2020-01-01,48,Texas,65+ Years,316,114.88277231034346,0
2021-01-01,48,Texas,65+ Years,419,121.14273158066689,0
2018-01-01,48,Texas,Total,1765,143.7931073812709,0
2019-01-01,48,Texas,Total,2265,147.71434068209462,0
2020-01-01,48,Texas,Total,1858,120.7741244363495,0
2021-01-01,48,Texas,Total,2279,115.5559386574925,0
2018-01-01,39,Ohio,<15 Years,117,38.898992283370845,0
2019-01-01,39,Ohio,<15 Years,72,23.339794998800595,0
2020-01-01,39,Ohio,<15 Years,30,13.621751212335857,0
2021-01-01,39,Ohio,<15 Years,70,25.07810036972285,0
2018-01-01,39,Ohio,15-25 Years,254,106.58833403273185,0
2019-01-01,39,Ohio,15-25 Years,205,85.19303494992312,0
2020-01-01,39,Ohio,15-25 Years,156,74.54912118055223,0
2021-01-01,39,Ohio,15-25 Years,200,81.90377125914763,0
2018-01-01,39,Ohio,25-45 Years,507,105.16054094416327,0
2019-01-01,39,Ohio,25-45 Years,409,83.40164519431156,0
2020-01-01,39,Ohio,25-45 Years,284,63.747881617490265,0
2021-01-01,39,Ohio,25-45 Years,349,69.12903359987956,0
2018-01-01,39,Ohio,45-64 Years,412,99.53397804937562,0
2019-01-01,39,Ohio,45-64 Years,345,82.16163694558756,0
2020-01-01,39,Ohio,45-64 Years,268,70.25325248966517,0
2021-01-01,39,Ohio,45-64 Years,293,66.8807764561406,0
2018-01-01,39,Ohio,65+ Years,335,101.65963141555726,0
