time,geography,state,age,epic_n_ed_heat,epic_rate_ed_heat,suppressed_heat
2023-01-01,09,Connecticut,Total,276,49.23059360323352,0
2024-01-01,09,Connecticut,Total,339,57.68052814265297,0
2025-01-01,09,Connecticut,Total,571,95.03077266176035,0
2022-01-01,24,Maryland,<15 Years,33,42.39683436970039,0
2023-01-01,24,Maryland,<15 Years,28,35.25915478768952,0
2024-01-01,24,Maryland,<15 Years,33,42.99058115449252,0
2025-01-01,24,Maryland,<15 Years,35,53.67933498972424,0
2022-01-01,24,Maryland,15-25 Years,61,99.92955785266123,0
2023-01-01,24,Maryland,15-25 Years,67,104.91700595051675,0
2024-01-01,24,Maryland,15-25 Years,85,130.06288923232293,0
2025-01-01,24,Maryland,15-25 Years,87,154.67766596735768,0
2022-01-01,24,Maryland,25-45 Years,111,81.34251795397918,0
2023-01-01,24,Maryland,25-45 Years,97,67.58687003114571,0
2024-01-01,24,Maryland,25-45 Years,160,107.87922920290734,0
2025-01-01,24,Maryland,25-45 Years,189,145.69056557231724,0
2022-01-01,24,Maryland,45-64 Years,113,98.09538691251281,0
2023-01-01,24,Maryland,45-64 Years,102,83.8188526678226,0
2024-01-01,24,Maryland,45-64 Years,141,113.50646423338861,0
2025-01-01,24,Maryland,45-64 Years,146,133.61398371007596,0
2022-01-01,24,Maryland,65+ Years,113,107.9862007014325,0
2023-01-01,24,Maryland,65+ Years,103,89.90215503321143,0
2024-01-01,24,Maryland,65+ Years,175,143.98670385637533,0
2025-01-01,24,Maryland,65+ Years,183,164.66904222006264,0
2022-01-01,24,Maryland,Total,429,86.71712026391113,0
2023-01-01,24,Maryland,Total,394,75.44611825891806,0
2024-01-01,24,Maryland,Total,587,109.65813562488324,0
2025-01-01,24,Maryland,Total,633,134.29283050250552,0
2022-01-01,27,Minnesota,<15 Years,22,25.392135363165245,0
2023-01-01,27,Minnesota,<15 Years,32,37.18811374914293,0
2024-01-01,27,Minnesota,<15 Years,25,27.86198288159772,0
2025-01-01,27,Minnesota,<15 Years,44,59.362393923449496,0
2022-01-01,27,Minnesota,15-25 Years,69,108.30324909747293,0
2023-01-01,27,Minnesota,15-25 Years,83,126.08999483486768,0
2024-01-01,27,Minnesota,15-25 Years,70,102.52054072262335,0
2025-01-01,27,Minnesota,15-25 Years,75,127.9208596281767,0
2022-01-01,27,Minnesota,25-45 Years,135,104.91711547877178,0
2023-01-01,27,Minnesota,25-45 Years,140,103.35917312661499,0
2024-01-01,27,Minnesota,25-45 Years,128,91.95402298850574,0
2025-01-01,27,Minnesota,25-45 Years,138,114.7637778905087,0
2022-01-01,27,Minnesota,45-64 Years,102,94.5819385588309,0
2023-01-01,27,Minnesota,45-64 Years,127,112.06508599009945,0
2024-01-01,27,Minnesota,45-64 Years,93,80.44843514818082,0
2025-01-01,27,Minnesota,45-64 Years,121,120.24605722122293,0
2022-01-01,27,Minnesota,65+ Years,94,80.5021966822818,0
2023-01-01,27,Minnesota,65+ Years,140,110.55133530219997,0
2024-01-01,27,Minnesota,65+ Years,115,84.99818916901336,0
2025-01-01,27,Minnesota,65+ Years,120,97.39785400061686,0
2022-01-01,27,Minnesota,Total,418,83.17447936357594,0
2023-01-01,27,Minnesota,Total,517,98.28897338403041,0
2024-01-01,27,Minnesota,Total,425,77.74271733662597,0
2025-01-01,27,Minnesota,Total,498,104.57593199624534,0
2022-01-01,55,Wisconsin,<15 Years,28,25.65888347201349,0
2023-01-01,55,Wisconsin,<15 Years,25,23.65878355998448,0
2024-01-01,55,Wisconsin,<15 Years,21,19.98629511192325,0
2025-01-01,55,Wisconsin,<15 Years,41,43.65092039562639,0
2022-01-01,55,Wisconsin,15-25 Years,63,94.65002028214721,0
2023-01-01,55,Wisconsin,15-25 Years,59,89.11848226693252,0
2024-01-01,55,Wisconsin,15-25 Years,63,94.34386091019363,0
2025-01-01,55,Wisconsin,15-25 Years,66,111.00832562442183,0
2022-01-01,55,Wisconsin,25-45 Years,100,81.36299285632923,0
2023-01-01,55,Wisconsin,25-45 Years,123,96.6403721047173,0
2024-01-01,55,Wisconsin,25-45 Years,94,73.21556531763093,0
2025-01-01,55,Wisconsin,25-45 Years,143,122.99382450587446,0
2022-01-01,55,Wisconsin,45-64 Years,71,64.6265314667492,0
2023-01-01,55,Wisconsin,45-64 Years,109,96.27104273021145,0
2024-01-01,55,Wisconsin,45-64 Years,90,79.47370744845247,0
2025-01-01,55,Wisconsin,45-64 Years,136,130.8976111185971,0
2022-01-01,55,Wisconsin,65+ Years,71,64.64418384441693,0
2023-01-01,55,Wisconsin,65+ Years,99,83.16322673319725,0
2024-01-01,55,Wisconsin,65+ Years,83,66.37504298383807,0
2025-01-01,55,Wisconsin,65+ Years,139,115.56752801888989,0
2022-01-01,55,Wisconsin,Total,333,64.4175339497814,0
2023-01-01,55,Wisconsin,Total,411,77.56341422448853,0
2024-01-01,55,Wisconsin,Total,349,65.01187537838216,0
2025-01-01,55,Wisconsin,Total,516,104.70078099477917,0
2022-01-01,22,Louisiana,<15 Years,54,51.35032331685051,0
2023-01-01,22,Louisiana,<15 Years,85,79.75604034717335,0
2024-01-01,22,Louisiana,<15 Years,65,64.02616207484166,0
2025-01-01,22,Louisiana,<15 Years,52,59.61866981575538,0
2022-01-01,22,Louisiana,15-25 Years,158,228.373202283732,0
2023-01-01,22,Louisiana,15-25 Years,243,338.59573341507934,0
2024-01-01,22,Louisiana,15-25 Years,203,270.3278557541215,0
2025-01-01,22,Louisiana,15-25 Years,209,302.8766031446997,0
2022-01-01,22,Louisiana,25-45 Years,300,222.28808535862478,0
2023-01-01,22,Louisiana,25-45 Years,528,377.35849056603774,0
2024-01-01,22,Louisiana,25-45 Years,453,305.3898270805946,0
2025-01-01,22,Louisiana,25-45 Years,467,340.11623672672715,0
2022-01-01,22,Louisiana,45-64 Years,254,232.94631229479631,0
2023-01-01,22,Louisiana,45-64 Years,460,403.6893698057903,0
2024-01-01,22,Louisiana,45-64 Years,344,291.25638181679636,0
2025-01-01,22,Louisiana,45-64 Years,349,315.6514267625379,0
2022-01-01,22,Louisiana,65+ Years,148,158.78295014429938,0
2023-01-01,22,Louisiana,65+ Years,246,242.96296296296296,0
2024-01-01,22,Louisiana,65+ Years,206,184.91921005385996,0
2025-01-01,22,Louisiana,65+ Years,200,186.99103377993026,0
2022-01-01,22,Louisiana,Total,907,177.98343007625618,0
2023-01-01,22,Louisiana,Total,1548,291.34710393826754,0
2024-01-01,22,Louisiana,Total,1263,228.7057391921599,0
2025-01-01,22,Louisiana,Total,1271,249.33888901967248,0
2022-01-01,28,Mississippi,<15 Years,38,50.51444979129556,0
2023-01-01,28,Mississippi,<15 Years,63,81.60938896589246,0
2024-01-01,28,Mississippi,<15 Years,46,54.055959669553566,0
2025-01-01,28,Mississippi,<15 Years,79,98.73025394921015,0
2022-01-01,28,Mississippi,15-25 Years,142,268.67478997956556,0
2023-01-01,28,Mississippi,15-25 Years,182,327.96929342439586,0
2024-01-01,28,Mississippi,15-25 Years,189,291.10960507670507,0
2025-01-01,28,Mississippi,15-25 Years,245,395.84444121306126,0
2022-01-01,28,Mississippi,25-45 Years,294,293.2083374887803,0
2023-01-01,28,Mississippi,25-45 Years,422,396.63890820910956,0
2024-01-01,28,Mississippi,25-45 Years,372,301.8353536828781,0
2025-01-01,28,Mississippi,25-45 Years,438,365.91478696741854,0
2022-01-01,28,Mississippi,45-64 Years,283,314.1303141303141,0
2023-01-01,28,Mississippi,45-64 Years,379,394.51222051047176,0
2024-01-01,28,Mississippi,45-64 Years,357,314.71767972847886,0
2025-01-01,28,Mississippi,45-64 Years,407,367.29537045393016,0
2022-01-01,28,Mississippi,65+ Years,148,180.69494298342002,0
2023-01-01,28,Mississippi,65+ Years,221,243.05746494363487,0
2024-01-01,28,Mississippi,65+ Years,253,226.78785923017622,0
2025-01-01,28,Mississippi,65+ Years,281,253.372285940994,0
2022-01-01,28,Mississippi,Total,898,225.15689524186814,0
2023-01-01,28,Mississippi,Total,1258,296.2781529011943,0
2024-01-01,28,Mississippi,Total,1203,242.37271403041848,0
2025-01-01,28,Mississippi,Total,1439,298.45483770610804,0
2022-01-01,47,Tennessee,<15 Years,28,44.18285389676992,0
2023-01-01,47,Tennessee,<15 Years,32,48.60562610122122,0
2024-01-01,47,Tennessee,<15 Years,34,42.33647536390691,0
2025-01-01,47,Tennessee,<15 Years,72,76.36907476744555,0
2022-01-01,47,Tennessee,15-25 Years,67,165.01650165016503,0
2023-01-01,47,Tennessee,15-25 Years,69,163.356140060134,0
2024-01-01,47,Tennessee,15-25 Years,74,144.88213642415224,0
2025-01-01,47,Tennessee,15-25 Years,167,271.8452923557755,0
2022-01-01,47,Tennessee,25-45 Years,140,179.93933473857385,0
2023-01-01,47,Tennessee,25-45 Years,135,166.52686633443528,0
2024-01-01,47,Tennessee,25-45 Years,119,120.58325817990212,0
2025-01-01,47,Tennessee,25-45 Years,341,278.46736787090873,0
2022-01-01,47,Tennessee,45-64 Years,132,190.7514450867052,0
2023-01-01,47,Tennessee,45-64 Years,116,160.38270631990818,0
2024-01-01,47,Tennessee,45-64 Years,126,143.0160495788972,0
2025-01-01,47,Tennessee,45-64 Years,364,329.635499207607,0
2022-01-01,47,Tennessee,65+ Years,73,111.12971730426707,0
2023-01-01,47,Tennessee,65+ Years,95,133.05508480510932,0
2024-01-01,47,Tennessee,65+ Years,93,105.41229810144517,0
2025-01-01,47,Tennessee,65+ Years,221,200.37354706511687,0
2022-01-01,47,Tennessee,Total,436,137.96726125493248,0
2023-01-01,47,Tennessee,Total,444,133.74420517084016,0
2024-01-01,47,Tennessee,Total,446,110.00584560210935,0
2025-01-01,47,Tennessee,Total,1151,231.13842199329278,0
2022-01-01,41,Oregon,<15 Years,17,25.36896927370133,0
2023-01-01,41,Oregon,<15 Years,19,29.1576508141123,0
2024-01-01,41,Oregon,<15 Years,28,41.17223227020748,0
2025-01-01,41,Oregon,<15 Years,26,42.1975168384322,0
2022-01-01,41,Oregon,15-25 Years,51,112.40164855751217,0
2023-01-01,41,Oregon,15-25 Years,42,92.45399313198908,0
2024-01-01,41,Oregon,15-25 Years,64,129.88067213247828,0
2025-01-01,41,Oregon,15-25 Years,62,136.67526398165907,0
2022-01-01,41,Oregon,25-45 Years,95,103.12635692574902,0
2023-01-01,41,Oregon,25-45 Years,93,97.44341994970662,0
2024-01-01,41,Oregon,25-45 Years,135,131.36001401173482,0
2025-01-01,41,Oregon,25-45 Years,147,152.88770554035924,0
2022-01-01,41,Oregon,45-64 Years,102,130.7357087926173,0
2023-01-01,41,Oregon,45-64 Years,70,87.03003779590213,0
2024-01-01,41,Oregon,45-64 Years,87,102.17503640719688,0
2025-01-01,41,Oregon,45-64 Years,96,122.4224339110142,0
2022-01-01,41,Oregon,65+ Years,94,105.8749324202559,0
2023-01-01,41,Oregon,65+ Years,107,114.96475846656352,0
2024-01-01,41,Oregon,65+ Years,112,112.24694327520545,0
2025-01-01,41,Oregon,65+ Years,106,113.31323626878755,0
2022-01-01,41,Oregon,Total,357,96.40259017827728,0
2023-01-01,41,Oregon,Total,327,86.37357760943294,0
2024-01-01,41,Oregon,Total,423,104.7911608779666,0
2025-01-01,41,Oregon,Total,427,114.0454899949788,0
2022-01-01,19,Iowa,<15 Years,21,39.361961350302714,0
2023-01-01,19,Iowa,<15 Years,32,63.68666162480596,0
2024-01-01,19,Iowa,<15 Years,25,46.67052476338044,0
2025-01-01,19,Iowa,<15 Years,40,71.44260479737092,0
2022-01-01,19,Iowa,15-25 Years,68,203.01537542916853,0
2023-01-01,19,Iowa,15-25 Years,68,201.72654187309027,0
2024-01-01,19,Iowa,15-25 Years,63,178.47531091532338,0
2025-01-01,19,Iowa,15-25 Years,95,248.9517819706499,0
2022-01-01,19,Iowa,25-45 Years,117,180.50263040157978,0
2023-01-01,19,Iowa,25-45 Years,150,228.18546914932458,0
2024-01-01,19,Iowa,25-45 Years,115,166.00265604249668,0
2025-01-01,19,Iowa,25-45 Years,186,246.37393204848004,0
2022-01-01,19,Iowa,45-64 Years,107,193.52154961928704,0
2023-01-01,19,Iowa,45-64 Years,122,214.837903041189,0
2024-01-01,19,Iowa,45-64 Years,94,158.54008196859556,0
2025-01-01,19,Iowa,45-64 Years,169,255.32943540467448,0
2022-01-01,19,Iowa,65+ Years,77,130.393551446183,0
2023-01-01,19,Iowa,65+ Years,83,132.52646537546505,0
2024-01-01,19,Iowa,65+ Years,80,117.08916339792752,0
2025-01-01,19,Iowa,65+ Years,168,207.10314476263267,0
2022-01-01,19,Iowa,Total,389,146.4900752032597,0
2023-01-01,19,Iowa,Total,445,165.73186446485366,0
2024-01-01,19,Iowa,Total,375,131.5411004553076,0
2025-01-01,19,Iowa,Total,656,207.2997313951651,0
2022-01-01,40,Oklahoma,<15 Years,32,75.50731477111846,0
2023-01-01,40,Oklahoma,<15 Years,41,67.71039767472585,0
2024-01-01,40,Oklahoma,<15 Years,45,59.18327086210298,0
2025-01-01,40,Oklahoma,<15 Years,44,65.28189910979229,0
2022-01-01,40,Oklahoma,15-25 Years,101,375.91186541610836,0
2023-01-01,40,Oklahoma,15-25 Years,140,407.85410476024003,0
2024-01-01,40,Oklahoma,15-25 Years,134,321.6514642342775,0
2025-01-01,40,Oklahoma,15-25 Years,135,360.8082103912765,0
2022-01-01,40,Oklahoma,25-45 Years,289,516.3111444599278,0
2023-01-01,40,Oklahoma,25-45 Years,376,543.5568277098332,0
2024-01-01,40,Oklahoma,25-45 Years,364,453.59385903698535,0
2025-01-01,40,Oklahoma,25-45 Years,329,455.81124703861235,0
2022-01-01,40,Oklahoma,45-64 Years,196,411.88584877905265,0
2023-01-01,40,Oklahoma,45-64 Years,311,533.841426781331,0
2024-01-01,40,Oklahoma,45-64 Years,315,472.84517697919483,0
2025-01-01,40,Oklahoma,45-64 Years,254,425.0761455300064,0
2022-01-01,40,Oklahoma,65+ Years,128,268.1920087162403,0
2023-01-01,40,Oklahoma,65+ Years,206,356.56177519299337,0
2024-01-01,40,Oklahoma,65+ Years,182,276.28922320222244,0
2025-01-01,40,Oklahoma,65+ Years,157,260.86667552837963,0
2022-01-01,40,Oklahoma,Total,738,335.2640545144804,0
2023-01-01,40,Oklahoma,Total,1063,380.3519418344199,0
2024-01-01,40,Oklahoma,Total,1029,312.1852359744184,0
2025-01-01,40,Oklahoma,Total,914,308.1736831812695,0
2022-01-01,53,Washington,<15 Years,11,29.176944908623113,0
2023-01-01,53,Washington,<15 Years,5,12.86570774258292,1
2024-01-01,53,Washington,<15 Years,12,30.29614481557222,0
2025-01-01,53,Washington,<15 Years,17,49.28250471082766,0
2022-01-01,53,Washington,15-25 Years,22,80.82886325225954,0
2023-01-01,53,Washington,15-25 Years,30,99.19650828290844,0
2024-01-01,53,Washington,15-25 Years,32,101.73586825205061,0
2025-01-01,53,Washington,15-25 Years,28,101.5412511332729,0
2022-01-01,53,Washington,25-45 Years,48,77.13693412827229,0
2023-01-01,53,Washington,25-45 Years,58,79.0147675875974,0
2024-01-01,53,Washington,25-45 Years,61,80.04408985933236,0
2025-01-01,53,Washington,25-45 Years,46,67.90269248937176,0
2022-01-01,53,Washington,45-64 Years,32,63.08028938082754,0
2023-01-01,53,Washington,45-64 Years,45,75.13273449761245,0
2024-01-01,53,Washington,45-64 Years,38,60.76597105620852,0
2025-01-01,53,Washington,45-64 Years,39,69.89122058744466,0
2022-01-01,53,Washington,65+ Years,53,96.75417138267187,0
2023-01-01,53,Washington,65+ Years,42,63.327402671813275,0
2024-01-01,53,Washington,65+ Years,55,77.57733049353287,0
2025-01-01,53,Washington,65+ Years,44,67.3596546286799,0
2022-01-01,53,Washington,Total,163,70.12019375543109,0
2023-01-01,53,Washington,Total,183,68.13815289754703,0
2024-01-01,53,Washington,Total,194,69.20415224913495,0
2025-01-01,53,Washington,Total,174,69.35061518778473,0
2022-01-01,04,Arizona,<15 Years,5,14.546724077737693,1
2023-01-01,04,Arizona,<15 Years,21,59.088351153629716,0
2024-01-01,04,Arizona,<15 Years,25,68.1663258350375,0
2025-01-01,04,Arizona,<15 Years,21,63.38091932514411,0
2022-01-01,04,Arizona,15-25 Years,38,150.2510774583844,0
2023-01-01,04,Arizona,15-25 Years,59,212.1844206286413,0
2024-01-01,04,Arizona,15-25 Years,67,214.77112450314144,0
2025-01-01,04,Arizona,15-25 Years,78,247.02305548517862,0
2022-01-01,04,Arizona,25-45 Years,114,207.8168295172816,0
2023-01-01,04,Arizona,25-45 Years,193,319.00299168608785,0
2024-01-01,04,Arizona,25-45 Years,180,266.23674362880683,0
2025-01-01,04,Arizona,25-45 Years,251,361.01602278284383,0
2022-01-01,04,Arizona,45-64 Years,119,236.68403675563866,0
2023-01-01,04,Arizona,45-64 Years,172,311.9898421911845,0
2024-01-01,04,Arizona,45-64 Years,202,333.685740716268,0
2025-01-01,04,Arizona,45-64 Years,182,306.8001753143859,0
2022-01-01,04,Arizona,65+ Years,94,157.3537781646523,0
2023-01-01,04,Arizona,65+ Years,107,162.06964450705078,0
2024-01-01,04,Arizona,65+ Years,144,192.3642095701194,0
2025-01-01,04,Arizona,65+ Years,132,178.9563590515313,0
2022-01-01,04,Arizona,Total,373,166.102600641254,0
2023-01-01,04,Arizona,Total,552,225.36683351433447,0
2024-01-01,04,Arizona,Total,617,228.00508484597646,0
2025-01-01,04,Arizona,Total,661,247.3237771317177,0
2022-01-01,05,Arkansas,<15 Years,41,55.94825468737207,0
2023-01-01,05,Arkansas,<15 Years,43,60.22408963585434,0
2024-01-01,05,Arkansas,<15 Years,44,60.0256473220376,0
2025-01-01,05,Arkansas,<15 Years,41,63.72891893992384,0
2022-01-01,05,Arkansas,15-25 Years,118,351.07554074558925,0
2023-01-01,05,Arkansas,15-25 Years,133,398.1797497155859,0
2024-01-01,05,Arkansas,15-25 Years,91,265.794316090779,0
2025-01-01,05,Arkansas,15-25 Years,110,361.8183014275377,0
2022-01-01,05,Arkansas,25-45 Years,265,438.3063182269269,0
2023-01-01,05,Arkansas,25-45 Years,310,519.1847125224003,0
2024-01-01,05,Arkansas,25-45 Years,203,338.16988455579803,0
2025-01-01,05,Arkansas,25-45 Years,268,503.220233959855,0
2022-01-01,05,Arkansas,45-64 Years,214,423.4688829524092,0
2023-01-01,05,Arkansas,45-64 Years,257,510.70087236452514,0
2024-01-01,05,Arkansas,45-64 Years,181,349.9004426917203,0
2025-01-01,05,Arkansas,45-64 Years,199,430.17725897103327,0
2022-01-01,05,Arkansas,65+ Years,89,196.24705078168066,0
2023-01-01,05,Arkansas,65+ Years,109,233.47970440184213,0
2024-01-01,05,Arkansas,65+ Years,91,183.15755575235488,0
2025-01-01,05,Arkansas,65+ Years,109,241.8299203514299,0
2022-01-01,05,Arkansas,Total,722,274.94706697741015,0
2023-01-01,05,Arkansas,Total,844,323.57868827947385,0
2024-01-01,05,Arkansas,Total,603,224.7375266945694,0
2025-01-01,05,Arkansas,Total,721,301.60928002811113,0
2022-01-01,54,West Virginia,<15 Years,5,17.061934823408976,1
2023-01-01,54,West Virginia,<15 Years,5,14.689464715905752,1
2024-01-01,54,West Virginia,<15 Years,19,49.706990372540815,0
2025-01-01,54,West Virginia,<15 Years,15,42.88900325956425,0
2022-01-01,54,West Virginia,15-25 Years,22,94.27494000685635,0
2023-01-01,54,West Virginia,15-25 Years,23,85.43198870811975,0
2024-01-01,54,West Virginia,15-25 Years,45,143.50405000318898,0
2025-01-01,54,West Virginia,15-25 Years,65,223.32932485827178,0
2022-01-01,54,West Virginia,25-45 Years,50,109.04411925064882,0
2023-01-01,54,West Virginia,25-45 Years,38,71.82550183344044,0
2024-01-01,54,West Virginia,25-45 Years,77,124.8803905350395,0
2025-01-01,54,West Virginia,25-45 Years,100,173.5930285039753,0
2022-01-01,54,West Virginia,45-64 Years,39,84.90812505442828,0
2023-01-01,54,West Virginia,45-64 Years,31,57.782996887174036,0
2024-01-01,54,West Virginia,45-64 Years,82,130.3159366855254,0
2025-01-01,54,West Virginia,45-64 Years,105,174.59842362566098,0
2022-01-01,54,West Virginia,65+ Years,25,54.07626917003742,0
2023-01-01,54,West Virginia,65+ Years,37,66.2026516845891,0
2024-01-01,54,West Virginia,65+ Years,65,94.86004494906746,0
2025-01-01,54,West Virginia,65+ Years,69,102.2525192649674,0
2022-01-01,54,West Virginia,Total,146,76.83644363046933,0
2023-01-01,54,West Virginia,Total,138,62.004636868496256,0
2024-01-01,54,West Virginia,Total,283,108.17836050534203,0
2025-01-01,54,West Virginia,Total,352,141.55761636277356,0
2022-01-01,16,Idaho,<15 Years,17,50.34650239886276,0
2023-01-01,16,Idaho,<15 Years,12,37.882375224926605,0
2024-01-01,16,Idaho,<15 Years,18,53.13966876273138,0
2025-01-01,16,Idaho,<15 Years,24,78.88249794576828,0
2022-01-01,16,Idaho,15-25 Years,53,206.19358854652972,0
2023-01-01,16,Idaho,15-25 Years,26,99.2859052201474,0
2024-01-01,16,Idaho,15-25 Years,53,185.41192933356655,0
2025-01-01,16,Idaho,15-25 Years,34,128.20996266827558,0
2022-01-01,16,Idaho,25-45 Years,66,138.86843268037117,0
2023-01-01,16,Idaho,25-45 Years,75,151.02394232899056,0
2024-01-01,16,Idaho,25-45 Years,67,124.29273722289213,0
2025-01-01,16,Idaho,25-45 Years,68,136.37639886085597,0
2022-01-01,16,Idaho,45-64 Years,50,121.32094242108073,0
2023-01-01,16,Idaho,45-64 Years,55,125.73440321880072,0
2024-01-01,16,Idaho,45-64 Years,67,143.90961616942673,0
2025-01-01,16,Idaho,45-64 Years,47,109.64656479645399,0
2022-01-01,16,Idaho,65+ Years,59,127.41879751209399,0
2023-01-01,16,Idaho,65+ Years,61,119.26641379580026,0
2024-01-01,16,Idaho,65+ Years,75,133.00230537329313,0
2025-01-01,16,Idaho,65+ Years,62,116.09617257134298,0
2022-01-01,16,Idaho,Total,244,125.84844546223515,0
2023-01-01,16,Idaho,Total,228,113.00275072485317,0
2024-01-01,16,Idaho,Total,277,126.71430270537324,0
2025-01-01,16,Idaho,Total,233,114.98620659023949,0
2022-01-01,29,Missouri,<15 Years,5,33.78834977699689,1
2023-01-01,29,Missouri,<15 Years,18,99.40357852882704,0
2024-01-01,29,Missouri,<15 Years,21,111.34086209638937,0
2025-01-01,29,Missouri,<15 Years,5,31.23243175713661,1
2022-01-01,29,Missouri,15-25 Years,38,193.64044027721158,0
2023-01-01,29,Missouri,15-25 Years,61,260.639206973167,0
2024-01-01,29,Missouri,15-25 Years,37,153.1330187898353,0
2025-01-01,29,Missouri,15-25 Years,50,235.4825036499788,0
2022-01-01,29,Missouri,25-45 Years,75,176.91182714535077,0
2023-01-01,29,Missouri,25-45 Years,100,196.54474341083747,0
2024-01-01,29,Missouri,25-45 Years,93,175.9064858423651,0
2025-01-01,29,Missouri,25-45 Years,135,289.15352981494175,0
2022-01-01,29,Missouri,45-64 Years,68,182.44258424554624,0
2023-01-01,29,Missouri,45-64 Years,91,201.72910662824208,0
2024-01-01,29,Missouri,45-64 Years,84,178.54485939592323,0
2025-01-01,29,Missouri,45-64 Years,96,230.86912606416237,0
2022-01-01,29,Missouri,65+ Years,60,149.30572836311154,0
2023-01-01,29,Missouri,65+ Years,69,136.60390805963058,0
2024-01-01,29,Missouri,65+ Years,73,137.14843970165518,0
2025-01-01,29,Missouri,65+ Years,72,146.76804533501846,0
2022-01-01,29,Missouri,Total,245,158.9825119236884,0
2023-01-01,29,Missouri,Total,338,180.17345693161406,0
2024-01-01,29,Missouri,Total,305,155.85397759790695,0
2025-01-01,29,Missouri,Total,354,202.9513948608579,0
2022-01-01,20,Kansas,<15 Years,12,73.00158170093685,0
2023-01-01,20,Kansas,<15 Years,23,112.47493764976282,0
2024-01-01,20,Kansas,<15 Years,25,113.31701568307497,0
2025-01-01,20,Kansas,<15 Years,15,76.92307692307692,0
2022-01-01,20,Kansas,15-25 Years,23,150.17956252040483,0
2023-01-01,20,Kansas,15-25 Years,53,249.18896045888383,0
2024-01-01,20,Kansas,15-25 Years,39,168.72160934458145,0
2025-01-01,20,Kansas,15-25 Years,44,206.50490449148168,0
2022-01-01,20,Kansas,25-45 Years,49,159.8694942903752,0
2023-01-01,20,Kansas,25-45 Years,91,211.40666744105008,0
2024-01-01,20,Kansas,25-45 Years,88,182.71287087598364,0
2025-01-01,20,Kansas,25-45 Years,91,199.71031031909757,0
2022-01-01,20,Kansas,45-64 Years,42,152.57192676547515,0
2023-01-01,20,Kansas,45-64 Years,89,235.46219376686597,0
2024-01-01,20,Kansas,45-64 Years,66,164.0362868149621,0
2025-01-01,20,Kansas,45-64 Years,61,154.2039536882552,0
2022-01-01,20,Kansas,65+ Years,50,159.67808897263117,0
2023-01-01,20,Kansas,65+ Years,88,199.15810437695197,0
2024-01-01,20,Kansas,65+ Years,71,147.1960194879237,0
2025-01-01,20,Kansas,65+ Years,78,158.77216194760518,0
2022-01-01,20,Kansas,Total,174,143.76600842766257,0
2023-01-01,20,Kansas,Total,341,205.08440937494362,0
2024-01-01,20,Kansas,Total,287,158.31600315528758,0
2025-01-01,20,Kansas,Total,284,162.40450157829727,0
2022-01-01,32,Nevada,<15 Years,12,36.17181612660136,0
2023-01-01,32,Nevada,<15 Years,16,54.89415720314269,0
2024-01-01,32,Nevada,<15 Years,12,42.65908282971916,0
2025-01-01,32,Nevada,<15 Years,5,20.730544384095527,1
2022-01-01,32,Nevada,15-25 Years,12,60.45340050377834,0
2023-01-01,32,Nevada,15-25 Years,22,114.27977767388707,0
2024-01-01,32,Nevada,15-25 Years,33,173.82143797735054,0
2025-01-01,32,Nevada,15-25 Years,27,158.88895427528982,0
2022-01-01,32,Nevada,25-45 Years,41,97.82401221607176,0
2023-01-01,32,Nevada,25-45 Years,58,135.6915590492233,0
2024-01-01,32,Nevada,25-45 Years,65,152.50340199896766,0
2025-01-01,32,Nevada,25-45 Years,72,188.5507777719583,0
2022-01-01,32,Nevada,45-64 Years,34,100.71985069763308,0
2023-01-01,32,Nevada,45-64 Years,72,209.1381764312894,0
2024-01-01,32,Nevada,45-64 Years,70,203.24022995180303,0
2025-01-01,32,Nevada,45-64 Years,78,254.0220152413209,0
2022-01-01,32,Nevada,65+ Years,24,91.44250552465138,0
2023-01-01,32,Nevada,65+ Years,41,150.089687740235,0
2024-01-01,32,Nevada,65+ Years,64,224.38032465028223,0
2025-01-01,32,Nevada,65+ Years,52,196.2782621824633,0
2022-01-01,32,Nevada,Total,122,78.75235611557231,0
2023-01-01,32,Nevada,Total,207,135.47829729305198,0
2024-01-01,32,Nevada,Total,243,159.25340953030076,0
2025-01-01,32,Nevada,Total,235,172.1170395869191,0
2022-01-01,15,Hawaii,<15 Years,5,17.13737318343844,1
2023-01-01,15,Hawaii,<15 Years,5,15.49618793776731,1
2024-01-01,15,Hawaii,<15 Years,11,32.41300055986092,0
2025-01-01,15,Hawaii,<15 Years,5,16.83728448275862,1
2022-01-01,15,Hawaii,15-25 Years,5,32.09654641160611,1
2023-01-01,15,Hawaii,15-25 Years,20,116.0160102094089,0
2024-01-01,15,Hawaii,15-25 Years,17,86.21126831989451,0
2025-01-01,15,Hawaii,15-25 Years,23,126.35279898917761,0
2022-01-01,15,Hawaii,25-45 Years,16,46.25614339404452,0
2023-01-01,15,Hawaii,25-45 Years,5,13.032372413074077,1
2024-01-01,15,Hawaii,25-45 Years,21,50.034547663863144,0
2025-01-01,15,Hawaii,25-45 Years,26,67.1054329590915,0
2022-01-01,15,Hawaii,45-64 Years,18,54.53553899291038,0
2023-01-01,15,Hawaii,45-64 Years,18,48.62236628849271,0
2024-01-01,15,Hawaii,45-64 Years,17,42.94990020464364,0
2025-01-01,15,Hawaii,45-64 Years,19,52.77191423175203,0
2022-01-01,15,Hawaii,65+ Years,17,45.897567428926266,0
