Session Title,Number of Patients and Percentage with Has Any Encounters? preceded by Immunizations: pneumoc within 5 years by Age at Encounter in Years Range and County of Residence,,
Session ID,2807396,,
Data Model,Patients,,
Population Base,All Patients,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,Days Since Last Immunization Registry Query: any,"State of Residence: California, Connecticut, Georgia, Tennessee, Minnesota, Oregon, New Mexico, Maryland, New York, Colorado",Has Any Encounters?
Session Date Range,1/1/2023 - 12/31/2025,,
Export User,Daniel Weinberger,,
Date of Export,3/25/2026,,
,,,
,,,
,Measures,Number of Patients,Percentage with Has Any Encounters? preceded by Immunizations: pneumoc within 5 years (%)
Age at Encounter in Years,County of Residence,,
,"TROUSDALE, TN",10 or fewer,-
,"Total: Total includes all data under the Less than 1 Years bucket, including data from rows not currently displayed.",1128249,80.10%
? 1 and < 2 Years,"SAN DIEGO, CA",28236,95.84%
,"KINGS, NY",20276,90.33%
,"RIVERSIDE, CA",20872,93.44%
,"HENNEPIN, MN",14466,94.59%
,"LOS ANGELES, CA",22393,96.90%
,"ORANGE, CA",16255,96.47%
,"MONROE, NY",17426,94.53%
,"FRESNO, CA",27819,96.54%
,"QUEENS, NY",11758,94.83%
,"SANTA CLARA, CA",16118,97.41%
,"SUFFOLK, NY",10575,94.90%
,"NASSAU, NY",10053,95.53%
,"ALAMEDA, CA",17536,98.36%
,"COBB, GA",20182,95.06%
,"FULTON, GA",21281,93.36%
,"MULTNOMAH, OR",15031,92.64%
,"DENVER, CO",18818,97.25%
,"HARTFORD, CT",12864,97.65%
,"SAN BERNARDINO, CA",17971,94.01%
,"EL PASO, CO",17550,86.70%
,"NEW YORK, NY",5924,96.40%
,"ARAPAHOE, CO",16963,95.78%
,"DEKALB, GA",15719,93.57%
,"CONTRA COSTA, CA",13207,97.77%
,"BALTIMORE, MD",6968,95.45%
,"WASHINGTON, OR",11448,95.57%
,"GWINNETT, GA",15573,93.75%
,"SAN FRANCISCO, CA",7967,97.10%
,"ERIE, NY",2536,96.02%
,"JEFFERSON, CO",9904,95.04%
,"SACRAMENTO, CA",8913,96.42%
,"ADAMS, CO",12958,95.56%
,"BALTIMORE CITY, MD",7080,96.38%
,"RAMSEY, MN",8824,96.58%
,"LARIMER, CO",8335,93.91%
,"CLACKAMAS, OR",7679,88.74%
,"WELD, CO",11300,93.44%
,"BOULDER, CO",6431,95.41%
,"DOUGLAS, CO",7560,94.88%
,"ANNE ARUNDEL, MD",3019,93.74%
,"SAN MATEO, CA",9077,98.73%
,"DAKOTA, MN",5568,93.73%
,"ALBANY, NY",5462,97.18%
,"MONTEREY, CA",8418,97.74%
,"FAIRFIELD, CT",2933,95.50%
,"KERN, CA",10499,97.23%
,"HAMILTON, TN",7066,89.48%
,"DESCHUTES, OR",6570,90.29%
,"NEW HAVEN, CT",4299,96.53%
,"PRINCE GEORGES, MD",2996,92.39%
,"MARION, OR",4540,89.76%
,"SAN JOAQUIN, CA",7919,98.46%
,"ANOKA, MN",5835,92.32%
,"MONTGOMERY, MD",3275,95.54%
,"HALL, GA",7971,96.10%
,"CHEROKEE, GA",6603,92.47%
,"BROOME, NY",5414,96.55%
,"BERNALILLO, NM",693,92.06%
,"ONONDAGA, NY",2854,98.07%
,"BRONX, NY",2292,97.03%
,"SAINT LOUIS, MN",4459,93.45%
,"HARFORD, MD",2581,89.77%
,"SARATOGA, NY",2391,96.91%
,"STEARNS, MN",6421,93.09%
,"RICHMOND, NY",1240,90.65%
,"PAULDING, GA",4906,94.13%
,"ONEIDA, NY",3315,95.17%
,"SONOMA, CA",5909,96.19%
,"LINN, OR",4228,75.12%
,"NEW LONDON, CT",3373,97.51%
,"WASHINGTON, MN",3623,94.59%
,"SULLIVAN, TN",2582,93.26%
,"ORANGE, NY",2268,91.09%
,"DOUGLAS, GA",4395,94.61%
,"RENSSELAER, NY",2407,97.55%
,"MIDDLESEX, CT",2639,97.08%
,"ONTARIO, NY",2579,95.54%
,"MESA, CO",1841,87.34%
,"HENRY, GA",4763,92.34%
,"PUEBLO, CO",2533,93.09%
,"CLAYTON, GA",4982,92.05%
,"HOWARD, MD",958,94.05%
,"SOLANO, CA",3550,97.89%
,"WASHINGTON, TN",2100,94.48%
,"NIAGARA, NY",944,96.19%
,"FORSYTH, GA",3523,93.10%
,"SHERBURNE, MN",2835,89.84%
,"HUMBOLDT, CA",2664,92.49%
,"TULARE, CA",4517,96.48%
,"SANTA CRUZ, CA",1588,96.28%
,"MADERA, CA",4046,96.64%
,"LOWNDES, GA",2167,82.79%
,"STEUBEN, NY",2731,96.01%
,"LANE, OR",2259,91.68%
,"WRIGHT, MN",2178,89.39%
,"WICOMICO, MD",2098,91.13%
,"WAYNE, NY",2314,93.22%
,"JACKSON, OR",1461,88.43%
,"LITCHFIELD, CT",1254,92.90%
,"WESTCHESTER, NY",726,96.28%
,"BENTON, OR",1304,81.60%
,"TOLLAND, CT",1945,97.89%
,"VENTURA, CA",3301,98.73%
,"MARIN, CA",2820,97.27%
,"WHITFIELD, GA",1718,83.82%
,"SHELBY, TN",1010,94.95%
,"CHARLES, MD",1069,88.87%
,"BARROW, GA",2433,93.79%
,"WINDHAM, CT",1885,96.87%
,"CHEMUNG, NY",2204,96.69%
,"JACKSON, GA",2353,93.50%
,"BARTOW, GA",2570,94.09%
,"RICHMOND, GA",1852,96.22%
,"CLAY, MN",2885,94.87%
,"WASHINGTON, MD",1073,92.36%
,"SAINT LAWRENCE, NY",1577,97.27%
,"CLINTON, NY",960,95.73%
,"TROUP, GA",1988,95.62%
,"GREENE, TN",1783,94.28%
,"COOS, OR",1653,90.80%
,"CROW WING, MN",1438,87.07%
,"OTTER TAIL, MN",1999,90.65%
,"MADISON, TN",1806,94.24%
,"STANISLAUS, CA",1617,94.74%
,"LINCOLN, OR",1111,78.49%
,"LIVINGSTON, NY",1284,94.31%
,"SCOTT, MN",920,93.26%
,"BRADLEY, TN",1506,86.92%
,"MERCED, CA",3538,96.01%
,"COLUMBIA, GA",1281,96.17%
,"BROOMFIELD, CO",1322,95.31%
,"CHISAGO, MN",1570,92.10%
,"SULLIVAN, NY",1342,92.92%
,"FLOYD, GA",1461,95.96%
,"YAMHILL, OR",1204,92.19%
,"ULSTER, NY",889,94.94%
,"ITASCA, MN",1397,89.12%
,"SANTA BARBARA, CA",1727,97.22%
,"KANDIYOHI, MN",1883,92.09%
,"GORDON, GA",1343,92.78%
,"SPALDING, GA",1203,92.10%
,"GENESEE, NY",978,92.13%
,"CLARKE, GA",1153,96.36%
,"BELTRAMI, MN",1664,91.53%
,"OTSEGO, NY",1127,96.01%
,"HAWKINS, TN",930,94.41%
,"HERKIMER, NY",872,91.63%
,"EL DORADO, CA",360,94.72%
,"UMATILLA, OR",1344,94.72%
,"WORCESTER, MD",643,84.60%
,"PLACER, CA",524,92.75%
,"SCHENECTADY, NY",780,96.54%
,"TIOGA, NY",1338,94.77%
,"HABERSHAM, GA",1766,94.79%
,"CARROLL, MD",523,89.87%
,"CHENANGO, NY",1470,95.99%
,"COLUMBIA, OR",1210,89.26%
,"CARTER, TN",858,95.57%
,"FREDERICK, MD",396,93.69%
,"TOMPKINS, NY",365,97.81%
,"YOLO, CA",1261,95.00%
,"CARROLL, GA",1762,93.59%
,"BENTON, MN",1423,91.36%
,"COLUMBIA, NY",751,94.94%
,"POLK, OR",821,92.57%
,"WALTON, GA",1838,92.76%
,"QUEEN ANNES, MD",516,92.64%
,"BECKER, MN",1213,88.13%
,"MENDOCINO, CA",1271,97.48%
,"COWETA, GA",1624,91.01%
,"CATOOSA, GA",787,87.80%
,"WALKER, GA",1275,91.76%
,"NAPA, CA",1442,96.26%
,"WARREN, NY",389,96.92%
,"TALBOT, MD",759,95.26%
,"SANDOVAL, NM",162,91.36%
,"KINGS, CA",1980,93.89%
,"CORTLAND, NY",673,95.10%
,"DELAWARE, NY",1088,94.85%
,"FAYETTE, GA",1113,91.11%
,"NEWTON, GA",1671,91.56%
,"POLK, MN",1204,92.77%
,"FRANKLIN, NY",728,95.05%
,"MALHEUR, OR",1020,92.35%
,"CECIL, MD",1220,87.21%
,"DORCHESTER, MD",1027,97.27%
,"CAROLINE, MD",821,96.35%
,"WASHINGTON, NY",463,94.38%
,"MURRAY, GA",694,87.46%
,"GREENE, NY",594,91.41%
,"CROOK, OR",922,85.68%
,"CHAVES, NM",624,96.15%
,"DOUGLAS, OR",499,86.17%
,"ALLEGANY, NY",934,95.29%
,"DOUGLAS, MN",598,93.48%
,"ROCKDALE, GA",1183,91.89%
,"CASS, MN",780,85.64%
,"WHITE, GA",836,91.87%
,"MORRISON, MN",898,89.87%
,"POLK, GA",1024,94.24%
,"LUMPKIN, GA",777,91.51%
,"ORLEANS, NY",584,90.58%
,"JEFFERSON, OR",926,91.68%
,"CARVER, MN",329,94.83%
,"GIBSON, TN",520,91.92%
,"STEPHENS, GA",963,93.35%
,"WINONA, MN",703,93.31%
,"MILLE LACS, MN",811,87.05%
,"MADISON, NY",329,94.53%
,"DAWSON, GA",1013,90.82%
,"ESSEX, NY",367,95.91%
,"OSWEGO, NY",147,95.92%
,"DYER, TN",819,97.07%
,"CARLTON, MN",802,94.39%
,"GARRETT, MD",542,91.70%
,"TODD, MN",800,90.00%
,"CAYUGA, NY",202,94.55%
,"ALLEGANY, MD",501,91.02%
,"SCHOHARIE, NY",557,94.61%
,"ROUTT, CO",689,92.31%
,"FRANKLIN, GA",782,94.76%
,"HUBBARD, MN",616,86.69%
,"WYOMING, NY",423,92.20%
,"FULTON, NY",380,93.16%
,"SENECA, NY",372,92.47%
,"ISANTI, MN",698,86.96%
,"TILLAMOOK, OR",269,86.62%
,"KLAMATH, OR",1163,91.66%
,"OCONEE, GA",494,94.74%
,"ROCKLAND, NY",234,62.39%
,"NOBLES, MN",778,97.69%
,"TELLER, CO",385,77.66%
,"BAKER, OR",398,87.69%
,"SHASTA, CA",280,87.50%
,"BANKS, GA",683,96.49%
,"BUTTS, GA",539,91.09%
,"KENT, MD",339,90.27%
,"WASCO, OR",452,91.59%
,"HART, GA",539,95.92%
,"BIBB, GA",691,93.34%
,"MUSCOGEE, GA",714,94.26%
,"DUTCHESS, NY",134,91.04%
,"SOMERSET, MD",373,89.28%
,"SAN LUIS OBISPO, CA",349,96.28%
,"HOOD RIVER, OR",474,94.73%
,"YATES, NY",413,88.86%
,"WADENA, MN",683,80.67%
,"WEAKLEY, TN",292,94.86%
,"HOUSTON, GA",631,94.45%
,"GREENE, GA",297,96.63%
,"CLATSOP, OR",175,92.00%
,"VALENCIA, NM",59,86.44%
,"PINE, MN",356,92.13%
,"SAN BENITO, CA",325,96.92%
,"ROSEAU, MN",567,91.71%
,"ELBERT, CO",501,86.03%
,"MARION, TN",298,93.29%
,"BLOUNT, TN",38,92.11%
,"IMPERIAL, CA",71,95.77%
,"AITKIN, MN",322,91.30%
,"HOUSTON, MN",475,92.00%
,"JEFFERSON, NY",116,91.38%
,"FREMONT, CO",326,84.97%
,"CARROLL, TN",381,92.39%
,"UNICOI, TN",285,94.39%
,"BUTTE, CA",60,85.00%
,"PENNINGTON, MN",369,92.41%
,"LAKE, CA",253,95.65%
,"JOHNSON, TN",226,92.92%
,"MEEKER, MN",273,87.55%
,"MADISON, GA",398,93.22%
,"RABUN, GA",398,88.94%
,"SEQUATCHIE, TN",423,90.07%
,"REDWOOD, MN",494,91.09%
,"CHATTOOGA, GA",349,96.28%
,"SANTA FE, NM",34,94.12%
,"DEL NORTE, CA",368,94.84%
,"RHEA, TN",420,93.57%
,"MCNAIRY, TN",175,85.71%
,"PICKENS, GA",493,85.80%
,"HENDERSON, TN",152,88.82%
,"SCHUYLER, NY",293,95.56%
,"OBION, TN",191,91.62%
,"KOOCHICHING, MN",334,88.02%
,"CHAUTAUQUA, NY",84,88.10%
,"MONTGOMERY, NY",227,93.39%
,"CAMDEN, GA",354,96.89%
,"BERRIEN, GA",275,87.64%
,"MOFFAT, CO",451,93.13%
,"LAUDERDALE, TN",344,96.22%
,"HARDEMAN, TN",157,87.26%
,"GARFIELD, CO",259,91.12%
,"CATTARAUGUS, NY",94,91.49%
,"MORROW, OR",408,95.59%
,"HARALSON, GA",440,92.27%
,"PUTNAM, GA",231,94.37%
,"JOSEPHINE, OR",223,80.27%
,"CHIPPEWA, MN",472,93.22%
,"UNION, GA",137,89.05%
,"MERIWETHER, GA",246,91.87%
,"COTTONWOOD, MN",242,91.74%
,"CURRY, OR",132,90.15%
,"MARTIN, MN",258,95.35%
,"FARIBAULT, MN",255,92.16%
,"ROCK, MN",349,95.99%
,"MORGAN, CO",333,93.99%
,"CURRY, NM",329,93.01%
,"LAMAR, GA",230,86.96%
,"GILMER, GA",269,90.71%
,"MARSHALL, MN",295,90.85%
,"BENTON, TN",179,94.41%
,"GUNNISON, CO",221,92.76%
,"PIKE, GA",223,85.65%
,"SAINT MARYS, MD",93,92.47%
,"DELTA, CO",110,81.82%
,"CLEARWATER, MN",320,84.38%
,"POLK, TN",183,85.79%
,"CHESTER, TN",142,88.03%
,"CALVERT, MD",60,91.67%
,"MCMINN, TN",211,84.83%
,"MONTROSE, CO",121,86.78%
,"RENVILLE, MN",252,92.86%
,"SWIFT, MN",298,94.63%
,"BLEDSOE, TN",278,91.01%
,"RICE, MN",157,92.36%
,"EAGLE, CO",201,90.55%
,"DONA ANA, NM",59,94.92%
,"DAVIDSON, TN",74,89.19%
,"JACKSON, MN",187,92.51%
,"SUMMIT, CO",208,97.60%
,"COOK, GA",183,85.79%
,"FANNIN, GA",133,87.22%
,"LYON, MN",202,95.05%
,"SISKIYOU, CA",169,95.86%
,"NEVADA, CA",34,94.12%
,"ELBERT, GA",195,96.41%
,"CROCKETT, TN",188,93.09%
,"PITKIN, CO",95,82.11%
,"HARNEY, OR",223,82.06%
,"OTERO, CO",171,92.40%
,"CHATHAM, GA",164,93.90%
,"KNOX, TN",90,86.67%
,"DADE, GA",201,90.55%
,"HARRIS, GA",162,96.91%
,"HAYWOOD, TN",133,93.98%
,"MORGAN, GA",228,94.30%
,"WALLOWA, OR",152,88.82%
,"TOWNS, GA",74,79.73%
,"TIPTON, TN",205,92.68%
,"UNION, OR",100,93.00%
,"MCLEOD, MN",57,92.98%
,"BROOKS, GA",143,81.82%
,"HENRY, TN",164,95.73%
,"LANIER, GA",167,76.65%
,"HARDIN, TN",65,93.85%
,"WILKIN, MN",245,96.33%
,"MURRAY, MN",205,94.15%
,"UPSON, GA",164,88.41%
,"LOGAN, CO",123,91.87%
,"FILLMORE, MN",160,82.50%
,"YELLOW MEDICINE, MN",206,93.20%
,"DICKSON, TN",273,85.35%
,"MCKINLEY, NM",12,91.67%
,"NORMAN, MN",243,96.30%
,"POPE, MN",102,92.16%
,"BALDWIN, GA",139,92.81%
,"PARK, CO",129,88.37%
,"OLMSTED, MN",74,97.30%
,"LAKE, MN",118,91.53%
,"GRANT, MN",176,89.77%
,"GRAND, CO",130,93.08%
,"OGLETHORPE, GA",163,95.09%
,"LA PLATA, CO",123,91.87%
,"YUBA, CA",158,88.61%
,"DOUGHERTY, GA",241,97.93%
,"MONROE, GA",165,89.70%
,"KANABEC, MN",104,82.69%
,"LAS ANIMAS, CO",86,89.53%
,"BURKE, GA",110,95.45%
,"ROOSEVELT, NM",251,96.41%
,"GRANT, OR",89,76.40%
,"MAHNOMEN, MN",196,90.31%
,"CHAFFEE, CO",95,90.53%
,"HANCOCK, TN",88,93.18%
,"CALAVERAS, CA",25,88.00%
,"HEARD, GA",133,92.48%
,"STEVENS, MN",86,95.35%
,"LASSEN, CA",75,94.67%
,"LEWIS, NY",41,95.12%
,"KITTSON, MN",150,88.00%
,"MCDUFFIE, GA",140,97.14%
,"HAMBLEN, TN",66,89.39%
,"PROWERS, CO",92,95.65%
,"LAKE, OR",95,78.95%
,"DECATUR, TN",43,95.35%
,"FAYETTE, TN",47,82.98%
,"TUOLUMNE, CA",61,95.08%
,"BLUE EARTH, MN",88,93.18%
,"COOK, MN",97,94.85%
,"RED LAKE, MN",117,98.29%
,"MEIGS, TN",87,87.36%
,"MARIPOSA, CA",110,91.82%
,"COCKE, TN",89,88.76%
,"AMADOR, CA",18,100.00%
,"WABASHA, MN",70,92.86%
,"WILLIAMSON, TN",58,77.59%
,"TIFT, GA",116,94.83%
,"EDDY, NM",68,94.12%
,"PUTNAM, NY",20,90.00%
,"SUTTER, CA",68,94.12%
,"LAC QUI PARLE, MN",115,90.43%
,"GOODHUE, MN",42,85.71%
,"BIG STONE, MN",76,93.42%
,"GRUNDY, TN",135,90.37%
,"CIBOLA, NM",10 or fewer,-
,"HUMPHREYS, TN",134,88.81%
,"JASPER, GA",168,90.48%
,"TRAVERSE, MN",119,99.16%
,"GLYNN, GA",55,92.73%
,"LAURENS, GA",132,94.70%
,"PEACH, GA",135,94.81%
,"THOMAS, GA",107,97.20%
,"COLQUITT, GA",97,95.88%
,"PIPESTONE, MN",138,95.65%
,"JEFFERSON, GA",77,94.81%
,"MONTGOMERY, TN",75,88.00%
,"FREEBORN, MN",53,88.68%
,"WASHINGTON, GA",64,96.88%
,"COFFEE, GA",71,97.18%
,"ALAMOSA, CO",110,96.36%
,"LAKE OF THE WOODS, MN",77,88.31%
,"HUERFANO, CO",41,87.80%
,"OTERO, NM",58,91.38%
,"TORRANCE, NM",10 or fewer,-
,"PLUMAS, CA",27,92.59%
,"LE SUEUR, MN",48,95.83%
,"BROWN, MN",44,86.36%
,"RIO GRANDE, CO",100,95.00%
,"SAN JUAN, NM",42,88.10%
,"RUTHERFORD, TN",46,91.30%
,"CLINCH, GA",65,83.08%
,"MONROE, TN",32,87.50%
,"BULLOCH, GA",112,94.64%
,"TAOS, NM",10 or fewer,-
,"LAKE, TN",72,94.44%
,"TEHAMA, CA",19,89.47%
,"HANCOCK, GA",56,98.21%
,"MONTEZUMA, CO",70,87.14%
,"GILPIN, CO",50,82.00%
,"YUMA, CO",69,95.65%
,"CUMBERLAND, TN",47,100.00%
,"CHARLTON, GA",55,94.55%
,"JONES, GA",80,97.50%
,"SEVIER, TN",19,94.74%
,"LEE, GA",77,96.10%
,"LOUDON, TN",17,76.47%
,"WILKES, GA",53,96.23%
,"FRANKLIN, TN",47,91.49%
,"SAN MIGUEL, CO",15,100.00%
,"SUMNER, TN",25,84.00%
,"CLEAR CREEK, CO",39,100.00%
,"RIO ARRIBA, NM",10 or fewer,-
,"NICOLLET, MN",31,93.55%
,"STEELE, MN",35,82.86%
,"LINCOLN, NM",20,100.00%
,"SIERRA, NM",71,97.18%
,"LINCOLN, GA",45,95.56%
,"EMANUEL, GA",59,98.31%
,"ECHOLS, GA",56,80.36%
,"HAMILTON, NY",23,100.00%
,"CUSTER, CO",25,64.00%
,"SOCORRO, NM",10 or fewer,-
,"SAN MIGUEL, NM",10 or fewer,-
,"SIBLEY, MN",19,89.47%
,"EFFINGHAM, GA",48,77.08%
,"JEFFERSON, TN",27,92.59%
,"RIO BLANCO, CO",25,92.00%
,"KIT CARSON, CO",55,92.73%
,"BENT, CO",22,95.45%
,"CROWLEY, CO",30,80.00%
,"GRAINGER, TN",22,100.00%
,"SUMTER, GA",57,98.25%
,"WARE, GA",24,91.67%
,"LAKE, CO",46,95.65%
,"WILSON, TN",21,85.71%
,"HICKMAN, TN",45,91.11%
,"INYO, CA",12,100.00%
,"GLENN, CA",10 or fewer,-
,"BEN HILL, GA",40,95.00%
,"ARCHULETA, CO",30,73.33%
,"CAMPBELL, TN",25,76.00%
,"BRYAN, GA",47,89.36%
,"LIBERTY, GA",62,87.10%
,"PHILLIPS, CO",34,82.35%
,"MODOC, CA",43,83.72%
,"MONO, CA",29,96.55%
,"LINCOLN, MN",53,84.91%
,"DECATUR, GA",64,95.31%
,"DODGE, GA",63,96.83%
,"GRADY, GA",74,100.00%
,"LINCOLN, CO",55,85.45%
,"WHEELER, OR",25,84.00%
,"CONEJOS, CO",42,90.48%
,"EARLY, GA",30,73.33%
,"LOS ALAMOS, NM",10 or fewer,-
,"WASHINGTON, CO",31,96.77%
,"TRINITY, CA",19,63.16%
,"LUNA, NM",14,92.86%
,"CRISP, GA",53,92.45%
,"MOWER, MN",10 or fewer,-
,"QUAY, NM",10 or fewer,-
,"CLAIBORNE, TN",13,84.62%
,"MAURY, TN",22,95.45%
,"COFFEE, TN",40,87.50%
,"WATONWAN, MN",28,92.86%
,"WORTH, GA",45,95.56%
,"COLFAX, NM",10 or fewer,-
,"TOOMBS, GA",32,93.75%
,"GILLIAM, OR",25,88.00%
,"ATKINSON, GA",23,91.30%
,"BACA, CO",18,83.33%
,"PUTNAM, TN",25,96.00%
,"ANDERSON, TN",14,78.57%
,"MITCHELL, GA",42,97.62%
,"WARREN, TN",24,87.50%
,"BLECKLEY, GA",38,92.11%
,"SHERMAN, OR",37,91.89%
,"COLUSA, CA",54,98.15%
,"OURAY, CO",10 or fewer,-
,"JENKINS, GA",25,100.00%
,"WARREN, GA",21,95.24%
,"WILKINSON, GA",40,97.50%
,"GRANT, NM",10 or fewer,-
,"CHEATHAM, TN",13,84.62%
,"TALBOT, GA",20,100.00%
,"LEA, NM",43,83.72%
,"ROANE, TN",14,92.86%
,"COSTILLA, CO",19,84.21%
,"SCREVEN, GA",26,100.00%
,"SEMINOLE, GA",16,87.50%
,"VAN BUREN, TN",16,87.50%
,"SEDGWICK, CO",14,100.00%
,"PULASKI, GA",29,93.10%
,"CRAWFORD, GA",30,90.00%
,"PIERCE, GA",22,90.91%
,"JACKSON, CO",25,64.00%
,"IRWIN, GA",21,85.71%
,"CLAY, GA",10 or fewer,-
,"MACON, GA",29,86.21%
,"DODGE, MN",14,-
,"WASECA, MN",10 or fewer,-
,"BRANTLEY, GA",23,100.00%
,"TURNER, GA",28,92.86%
,"TAYLOR, GA",25,88.00%
,"WAYNE, GA",16,81.25%
,"SAGUACHE, CO",10 or fewer,-
,"WHITE, TN",18,88.89%
,"JOHNSON, GA",17,100.00%
,"DOOLY, GA",25,96.00%
,"GUADALUPE, NM",10 or fewer,-
,"TATTNALL, GA",22,90.91%
,"SIERRA, CA",10 or fewer,-
,"HOUSTON, TN",29,93.10%
,"KIOWA, CO",10 or fewer,-
,"ALPINE, CA",10 or fewer,-
,"WILCOX, GA",20,95.00%
,"APPLING, GA",15,93.33%
,"TALIAFERRO, GA",14,100.00%
,"GLASCOCK, GA",25,88.00%
,"ROBERTSON, TN",12,91.67%
,"PERRY, TN",10 or fewer,-
,"TELFAIR, GA",15,100.00%
,"MARION, GA",23,95.65%
,"TWIGGS, GA",11,-
,"JEFF DAVIS, GA",16,87.50%
,"CHEYENNE, CO",12,100.00%
,"UNION, NM",10 or fewer,-
,"CANDLER, GA",14,100.00%
,"TERRELL, GA",17,100.00%
,"STEWART, TN",10 or fewer,-
,"MCINTOSH, GA",10 or fewer,-
,"BACON, GA",10 or fewer,-
,"MILLER, GA",12,-
,"BEDFORD, TN",10 or fewer,-
,"CALHOUN, GA",14,78.57%
,"QUITMAN, GA",10 or fewer,-
,"LONG, GA",10 or fewer,-
,"EVANS, GA",10 or fewer,-
,"MONTGOMERY, GA",12,100.00%
,"WAYNE, TN",10 or fewer,-
,"MORA, NM",10 or fewer,-
,"TREUTLEN, GA",15,93.33%
,"FENTRESS, TN",10 or fewer,-
,"RANDOLPH, GA",15,93.33%
,"SCOTT, TN",10 or fewer,-
,"CHATTAHOOCHEE, GA",14,100.00%
,"DE BACA, NM",10 or fewer,-
,"STEWART, GA",10 or fewer,-
,"LINCOLN, TN",10 or fewer,-
,"SCHLEY, GA",16,75.00%
,"CATRON, NM",10 or fewer,-
,"HINSDALE, CO",10 or fewer,-
,"DOLORES, CO",10 or fewer,-
,"OVERTON, TN",10 or fewer,-
,"BAKER, GA",10 or fewer,-
,"WHEELER, GA",10 or fewer,-
,"LAWRENCE, TN",10 or fewer,-
,"DEKALB, TN",10 or fewer,-
,"UNION, TN",10 or fewer,-
,"MORGAN, TN",10 or fewer,-
,"GILES, TN",10 or fewer,-
,"MARSHALL, TN",10 or fewer,-
,"MINERAL, CO",10 or fewer,-
,"SMITH, TN",10 or fewer,-
,"LEWIS, TN",10 or fewer,-
,"HIDALGO, NM",10 or fewer,-
,"JACKSON, TN",10 or fewer,-
,"MACON, TN",10 or fewer,-
,"CANNON, TN",10 or fewer,-
,"WEBSTER, GA",10 or fewer,-
,"SAN JUAN, CO",10 or fewer,-
,"HARDING, NM",10 or fewer,-
,"PICKETT, TN",10 or fewer,-
,"CLAY, TN",10 or fewer,-
,"MOORE, TN",10 or fewer,-
,"TROUSDALE, TN",10 or fewer,-
,"Total: Total includes all data under the ? 1 and &lt; 2 Years bucket, including data from rows not currently displayed.",1001822,94.20%
? 2 and < 5 Years,"SAN DIEGO, CA",39799,96.64%
,"KINGS, NY",34658,95.81%
,"RIVERSIDE, CA",36560,93.34%
,"HENNEPIN, MN",25545,94.95%
,"LOS ANGELES, CA",37000,97.26%
,"ORANGE, CA",29396,96.25%
,"MONROE, NY",30534,96.35%
,"FRESNO, CA",44851,96.98%
,"QUEENS, NY",20232,96.38%
,"SANTA CLARA, CA",27881,96.59%
,"SUFFOLK, NY",18397,96.52%
,"NASSAU, NY",17103,96.95%
,"ALAMEDA, CA",28875,98.17%
,"COBB, GA",31512,95.34%
,"FULTON, GA",35346,93.72%
,"MULTNOMAH, OR",24461,92.89%
,"DENVER, CO",29107,96.67%
,"HARTFORD, CT",24310,98.16%
,"SAN BERNARDINO, CA",30709,93.67%
,"EL PASO, CO",28474,91.35%
,"NEW YORK, NY",10492,97.07%
,"ARAPAHOE, CO",27169,96.15%
,"DEKALB, GA",25566,93.97%
,"CONTRA COSTA, CA",22486,97.97%
,"BALTIMORE, MD",12952,95.82%
,"WASHINGTON, OR",19189,96.07%
,"GWINNETT, GA",27593,94.39%
,"SAN FRANCISCO, CA",12004,96.38%
,"ERIE, NY",6125,97.99%
,"JEFFERSON, CO",16023,96.19%
,"SACRAMENTO, CA",15679,94.58%
,"ADAMS, CO",20863,95.93%
,"BALTIMORE CITY, MD",12194,96.56%
,"RAMSEY, MN",14062,96.93%
,"LARIMER, CO",12795,95.40%
,"CLACKAMAS, OR",13142,91.61%
,"WELD, CO",17437,95.52%
,"BOULDER, CO",10379,95.64%
,"DOUGLAS, CO",13442,96.06%
,"ANNE ARUNDEL, MD",5751,95.51%
,"SAN MATEO, CA",14367,98.70%
,"DAKOTA, MN",9538,94.40%
,"ALBANY, NY",9238,97.11%
,"MONTEREY, CA",14047,98.04%
,"FAIRFIELD, CT",5981,95.92%
,"KERN, CA",18257,97.20%
,"HAMILTON, TN",11327,91.39%
,"DESCHUTES, OR",10353,92.41%
,"NEW HAVEN, CT",8060,97.25%
,"PRINCE GEORGES, MD",5551,92.94%
,"MARION, OR",8176,92.69%
,"SAN JOAQUIN, CA",13789,97.59%
,"ANOKA, MN",9850,94.82%
,"MONTGOMERY, MD",6419,95.67%
,"HALL, GA",11955,96.63%
,"CHEROKEE, GA",10786,93.62%
,"BROOME, NY",9059,97.55%
,"BERNALILLO, NM",2265,94.61%
,"ONONDAGA, NY",5893,98.51%
,"BRONX, NY",5049,97.66%
,"SAINT LOUIS, MN",7309,95.46%
,"HARFORD, MD",4848,92.97%
,"SARATOGA, NY",4256,97.49%
,"STEARNS, MN",9906,95.23%
,"RICHMOND, NY",2641,94.17%
,"PAULDING, GA",8080,94.84%
,"ONEIDA, NY",6221,96.29%
,"SONOMA, CA",9905,96.62%
,"LINN, OR",6885,79.46%
,"NEW LONDON, CT",5996,98.00%
,"WASHINGTON, MN",5922,96.64%
,"SULLIVAN, TN",4651,95.36%
,"ORANGE, NY",4506,93.87%
,"DOUGLAS, GA",7230,94.38%
,"RENSSELAER, NY",4339,97.37%
,"MIDDLESEX, CT",4506,98.14%
