Session Title,COVID ICD10s in ED in 2023-2025,,,
Session Description,base al ed encounters53 states of residence6 age groupslong formatstate age date,,,
Session ID,2726824,,,
Data Model,ED Encounters,,,
Population Base,All ED Encounters,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,ED Diagnoses: COVID-19( ICD-10-CM: U07.* ),,,
Session Date Range,12/29/2024 - 12/17/2025 (Based On Arrival Date),,,
Measure,Number of ED Encounters,,,
Export User,Stephanie Perniciaro,,,
Date of Export,1/6/2026,,,
,,,,
,,,,
,,,,Number of ED Encounters
State of Residence,Age at Time of Visit,Year,Week,
Florida,Less than 1 Years,2024 – 2025,Dec 29 – Jan 4,48
,,2025,Jan 5 – Jan 11,23
,,,Jan 12 – Jan 18,36
,,,Jan 19 – Jan 25,32
,,,Jan 26 – Feb 1,39
,,,Feb 2 – Feb 8,38
,,,Feb 9 – Feb 15,33
,,,Feb 16 – Feb 22,24
,,,Feb 23 – Mar 1,23
,,,Mar 2 – Mar 8,33
,,,Mar 9 – Mar 15,33
,,,Mar 16 – Mar 22,19
,,,Mar 23 – Mar 29,33
,,,Mar 30 – Apr 5,27
,,,Apr 6 – Apr 12,29
,,,Apr 13 – Apr 19,21
,,,Apr 20 – Apr 26,37
,,,Apr 27 – May 3,22
,,,May 4 – May 10,30
,,,May 11 – May 17,30
,,,May 18 – May 24,35
,,,May 25 – May 31,48
,,,Jun 1 – Jun 7,55
,,,Jun 8 – Jun 14,66
,,,Jun 15 – Jun 21,66
,,,Jun 22 – Jun 28,93
,,,Jun 29 – Jul 5,115
,,,Jul 6 – Jul 12,131
,,,Jul 13 – Jul 19,165
,,,Jul 20 – Jul 26,208
,,,Jul 27 – Aug 2,216
,,,Aug 3 – Aug 9,231
,,,Aug 10 – Aug 16,225
,,,Aug 17 – Aug 23,298
,,,Aug 24 – Aug 30,288
,,,Aug 31 – Sep 6,216
,,,Sep 7 – Sep 13,134
,,,Sep 14 – Sep 20,83
,,,Sep 21 – Sep 27,64
,,,Sep 28 – Oct 4,45
,,,Oct 5 – Oct 11,35
,,,Oct 12 – Oct 18,21
,,,Oct 19 – Oct 25,12
,,,Oct 26 – Nov 1,10 or fewer
,,,Nov 2 – Nov 8,14
,,,Nov 9 – Nov 15,11
,,,Nov 16 – Nov 22,10 or fewer
,,,Nov 23 – Nov 29,11
,,,Nov 30 – Dec 6,21
,,,Dec 7 – Dec 13,10 or fewer
,,,Dec 14 – Dec 17,10 or fewer
,≥ 1 and < 5 Years,2024 – 2025,Dec 29 – Jan 4,36
,,2025,Jan 5 – Jan 11,30
,,,Jan 12 – Jan 18,38
,,,Jan 19 – Jan 25,36
,,,Jan 26 – Feb 1,30
,,,Feb 2 – Feb 8,38
,,,Feb 9 – Feb 15,27
,,,Feb 16 – Feb 22,23
,,,Feb 23 – Mar 1,28
,,,Mar 2 – Mar 8,28
,,,Mar 9 – Mar 15,20
,,,Mar 16 – Mar 22,23
,,,Mar 23 – Mar 29,26
,,,Mar 30 – Apr 5,28
,,,Apr 6 – Apr 12,20
,,,Apr 13 – Apr 19,28
,,,Apr 20 – Apr 26,28
,,,Apr 27 – May 3,27
,,,May 4 – May 10,33
,,,May 11 – May 17,39
,,,May 18 – May 24,22
,,,May 25 – May 31,34
,,,Jun 1 – Jun 7,58
,,,Jun 8 – Jun 14,43
,,,Jun 15 – Jun 21,51
,,,Jun 22 – Jun 28,57
,,,Jun 29 – Jul 5,53
,,,Jul 6 – Jul 12,88
,,,Jul 13 – Jul 19,102
,,,Jul 20 – Jul 26,138
,,,Jul 27 – Aug 2,201
,,,Aug 3 – Aug 9,162
,,,Aug 10 – Aug 16,164
,,,Aug 17 – Aug 23,243
,,,Aug 24 – Aug 30,239
,,,Aug 31 – Sep 6,146
,,,Sep 7 – Sep 13,91
,,,Sep 14 – Sep 20,81
,,,Sep 21 – Sep 27,38
,,,Sep 28 – Oct 4,37
,,,Oct 5 – Oct 11,23
,,,Oct 12 – Oct 18,19
,,,Oct 19 – Oct 25,15
,,,Oct 26 – Nov 1,22
,,,Nov 2 – Nov 8,19
,,,Nov 9 – Nov 15,15
,,,Nov 16 – Nov 22,11
,,,Nov 23 – Nov 29,19
,,,Nov 30 – Dec 6,12
,,,Dec 7 – Dec 13,10 or fewer
,,,Dec 14 – Dec 17,10 or fewer
,≥ 5 and < 18 Years,2024 – 2025,Dec 29 – Jan 4,19
,,2025,Jan 5 – Jan 11,27
,,,Jan 12 – Jan 18,46
,,,Jan 19 – Jan 25,42
,,,Jan 26 – Feb 1,68
,,,Feb 2 – Feb 8,59
,,,Feb 9 – Feb 15,40
,,,Feb 16 – Feb 22,36
,,,Feb 23 – Mar 1,30
,,,Mar 2 – Mar 8,27
,,,Mar 9 – Mar 15,27
,,,Mar 16 – Mar 22,15
,,,Mar 23 – Mar 29,35
,,,Mar 30 – Apr 5,28
,,,Apr 6 – Apr 12,21
,,,Apr 13 – Apr 19,36
,,,Apr 20 – Apr 26,39
,,,Apr 27 – May 3,35
,,,May 4 – May 10,41
,,,May 11 – May 17,38
,,,May 18 – May 24,33
,,,May 25 – May 31,42
,,,Jun 1 – Jun 7,28
,,,Jun 8 – Jun 14,30
,,,Jun 15 – Jun 21,34
,,,Jun 22 – Jun 28,37
,,,Jun 29 – Jul 5,46
,,,Jul 6 – Jul 12,80
,,,Jul 13 – Jul 19,90
,,,Jul 20 – Jul 26,135
,,,Jul 27 – Aug 2,133
,,,Aug 3 – Aug 9,153
,,,Aug 10 – Aug 16,294
,,,Aug 17 – Aug 23,583
,,,Aug 24 – Aug 30,590
,,,Aug 31 – Sep 6,314
,,,Sep 7 – Sep 13,133
,,,Sep 14 – Sep 20,98
,,,Sep 21 – Sep 27,53
,,,Sep 28 – Oct 4,27
,,,Oct 5 – Oct 11,37
,,,Oct 12 – Oct 18,18
,,,Oct 19 – Oct 25,10 or fewer
,,,Oct 26 – Nov 1,10 or fewer
,,,Nov 2 – Nov 8,15
,,,Nov 9 – Nov 15,13
,,,Nov 16 – Nov 22,11
,,,Nov 23 – Nov 29,11
,,,Nov 30 – Dec 6,10 or fewer
,,,Dec 7 – Dec 13,12
,,,Dec 14 – Dec 17,10 or fewer
,≥ 18 and < 50 Years,2024 – 2025,Dec 29 – Jan 4,195
,,2025,Jan 5 – Jan 11,174
,,,Jan 12 – Jan 18,181
,,,Jan 19 – Jan 25,189
,,,Jan 26 – Feb 1,217
,,,Feb 2 – Feb 8,192
,,,Feb 9 – Feb 15,185
,,,Feb 16 – Feb 22,159
,,,Feb 23 – Mar 1,147
,,,Mar 2 – Mar 8,144
,,,Mar 9 – Mar 15,150
,,,Mar 16 – Mar 22,142
,,,Mar 23 – Mar 29,165
,,,Mar 30 – Apr 5,137
,,,Apr 6 – Apr 12,117
,,,Apr 13 – Apr 19,114
,,,Apr 20 – Apr 26,134
,,,Apr 27 – May 3,153
,,,May 4 – May 10,152
,,,May 11 – May 17,145
,,,May 18 – May 24,176
,,,May 25 – May 31,223
,,,Jun 1 – Jun 7,270
,,,Jun 8 – Jun 14,295
,,,Jun 15 – Jun 21,327
,,,Jun 22 – Jun 28,419
,,,Jun 29 – Jul 5,386
,,,Jul 6 – Jul 12,596
,,,Jul 13 – Jul 19,644
,,,Jul 20 – Jul 26,737
,,,Jul 27 – Aug 2,864
,,,Aug 3 – Aug 9,822
,,,Aug 10 – Aug 16,902
,,,Aug 17 – Aug 23,990
,,,Aug 24 – Aug 30,1081
,,,Aug 31 – Sep 6,954
,,,Sep 7 – Sep 13,624
,,,Sep 14 – Sep 20,425
,,,Sep 21 – Sep 27,285
,,,Sep 28 – Oct 4,195
,,,Oct 5 – Oct 11,140
,,,Oct 12 – Oct 18,102
,,,Oct 19 – Oct 25,86
,,,Oct 26 – Nov 1,77
,,,Nov 2 – Nov 8,75
,,,Nov 9 – Nov 15,54
,,,Nov 16 – Nov 22,57
,,,Nov 23 – Nov 29,56
,,,Nov 30 – Dec 6,60
,,,Dec 7 – Dec 13,35
,,,Dec 14 – Dec 17,10 or fewer
,≥ 50 and < 65 Years,2024 – 2025,Dec 29 – Jan 4,102
,,2025,Jan 5 – Jan 11,92
,,,Jan 12 – Jan 18,92
,,,Jan 19 – Jan 25,109
,,,Jan 26 – Feb 1,106
,,,Feb 2 – Feb 8,97
,,,Feb 9 – Feb 15,77
,,,Feb 16 – Feb 22,82
,,,Feb 23 – Mar 1,77
,,,Mar 2 – Mar 8,65
,,,Mar 9 – Mar 15,70
,,,Mar 16 – Mar 22,63
,,,Mar 23 – Mar 29,62
,,,Mar 30 – Apr 5,57
,,,Apr 6 – Apr 12,57
,,,Apr 13 – Apr 19,53
,,,Apr 20 – Apr 26,59
,,,Apr 27 – May 3,60
,,,May 4 – May 10,59
,,,May 11 – May 17,60
,,,May 18 – May 24,70
,,,May 25 – May 31,86
,,,Jun 1 – Jun 7,79
,,,Jun 8 – Jun 14,134
,,,Jun 15 – Jun 21,135
,,,Jun 22 – Jun 28,164
,,,Jun 29 – Jul 5,181
,,,Jul 6 – Jul 12,196
,,,Jul 13 – Jul 19,227
,,,Jul 20 – Jul 26,279
,,,Jul 27 – Aug 2,287
,,,Aug 3 – Aug 9,286
,,,Aug 10 – Aug 16,292
,,,Aug 17 – Aug 23,307
,,,Aug 24 – Aug 30,391
,,,Aug 31 – Sep 6,334
,,,Sep 7 – Sep 13,218
,,,Sep 14 – Sep 20,176
,,,Sep 21 – Sep 27,136
,,,Sep 28 – Oct 4,83
,,,Oct 5 – Oct 11,67
,,,Oct 12 – Oct 18,44
,,,Oct 19 – Oct 25,37
,,,Oct 26 – Nov 1,28
,,,Nov 2 – Nov 8,27
,,,Nov 9 – Nov 15,28
,,,Nov 16 – Nov 22,22
,,,Nov 23 – Nov 29,21
,,,Nov 30 – Dec 6,22
,,,Dec 7 – Dec 13,17
,,,Dec 14 – Dec 17,10 or fewer
,65 Years or more,2024 – 2025,Dec 29 – Jan 4,320
,,2025,Jan 5 – Jan 11,282
,,,Jan 12 – Jan 18,260
,,,Jan 19 – Jan 25,257
,,,Jan 26 – Feb 1,220
,,,Feb 2 – Feb 8,242
,,,Feb 9 – Feb 15,208
,,,Feb 16 – Feb 22,172
,,,Feb 23 – Mar 1,195
,,,Mar 2 – Mar 8,188
,,,Mar 9 – Mar 15,189
,,,Mar 16 – Mar 22,212
,,,Mar 23 – Mar 29,181
,,,Mar 30 – Apr 5,145
,,,Apr 6 – Apr 12,136
,,,Apr 13 – Apr 19,134
,,,Apr 20 – Apr 26,137
,,,Apr 27 – May 3,118
,,,May 4 – May 10,123
,,,May 11 – May 17,133
,,,May 18 – May 24,171
,,,May 25 – May 31,185
,,,Jun 1 – Jun 7,189
,,,Jun 8 – Jun 14,221
,,,Jun 15 – Jun 21,255
,,,Jun 22 – Jun 28,301
,,,Jun 29 – Jul 5,358
,,,Jul 6 – Jul 12,434
,,,Jul 13 – Jul 19,432
,,,Jul 20 – Jul 26,467
,,,Jul 27 – Aug 2,548
,,,Aug 3 – Aug 9,610
,,,Aug 10 – Aug 16,672
,,,Aug 17 – Aug 23,645
,,,Aug 24 – Aug 30,680
,,,Aug 31 – Sep 6,688
,,,Sep 7 – Sep 13,524
,,,Sep 14 – Sep 20,387
,,,Sep 21 – Sep 27,274
,,,Sep 28 – Oct 4,205
,,,Oct 5 – Oct 11,173
,,,Oct 12 – Oct 18,129
,,,Oct 19 – Oct 25,94
,,,Oct 26 – Nov 1,79
,,,Nov 2 – Nov 8,70
,,,Nov 9 – Nov 15,58
,,,Nov 16 – Nov 22,56
,,,Nov 23 – Nov 29,59
,,,Nov 30 – Dec 6,50
,,,Dec 7 – Dec 13,33
,,,Dec 14 – Dec 17,10 or fewer
,No value,2024 – 2025,Dec 29 – Jan 4,10 or fewer
,,2025,Jan 5 – Jan 11,10 or fewer
,,,Jan 12 – Jan 18,10 or fewer
,,,Jan 19 – Jan 25,10 or fewer
,,,Jan 26 – Feb 1,10 or fewer
,,,Feb 2 – Feb 8,10 or fewer
,,,Feb 9 – Feb 15,10 or fewer
,,,Feb 16 – Feb 22,10 or fewer
,,,Feb 23 – Mar 1,10 or fewer
,,,Mar 2 – Mar 8,10 or fewer
,,,Mar 9 – Mar 15,10 or fewer
,,,Mar 16 – Mar 22,10 or fewer
,,,Mar 23 – Mar 29,10 or fewer
,,,Mar 30 – Apr 5,10 or fewer
,,,Apr 6 – Apr 12,10 or fewer
,,,Apr 13 – Apr 19,10 or fewer
,,,Apr 20 – Apr 26,10 or fewer
,,,Apr 27 – May 3,10 or fewer
,,,May 4 – May 10,10 or fewer
,,,May 11 – May 17,10 or fewer
,,,May 18 – May 24,10 or fewer
,,,May 25 – May 31,10 or fewer
,,,Jun 1 – Jun 7,10 or fewer
,,,Jun 8 – Jun 14,10 or fewer
,,,Jun 15 – Jun 21,10 or fewer
,,,Jun 22 – Jun 28,10 or fewer
,,,Jun 29 – Jul 5,10 or fewer
,,,Jul 6 – Jul 12,10 or fewer
,,,Jul 13 – Jul 19,10 or fewer
,,,Jul 20 – Jul 26,10 or fewer
,,,Jul 27 – Aug 2,10 or fewer
,,,Aug 3 – Aug 9,10 or fewer
,,,Aug 10 – Aug 16,10 or fewer
,,,Aug 17 – Aug 23,10 or fewer
,,,Aug 24 – Aug 30,10 or fewer
,,,Aug 31 – Sep 6,10 or fewer
,,,Sep 7 – Sep 13,10 or fewer
,,,Sep 14 – Sep 20,10 or fewer
,,,Sep 21 – Sep 27,10 or fewer
,,,Sep 28 – Oct 4,10 or fewer
,,,Oct 5 – Oct 11,10 or fewer
,,,Oct 12 – Oct 18,10 or fewer
,,,Oct 19 – Oct 25,10 or fewer
,,,Oct 26 – Nov 1,10 or fewer
,,,Nov 2 – Nov 8,10 or fewer
,,,Nov 9 – Nov 15,10 or fewer
,,,Nov 16 – Nov 22,10 or fewer
,,,Nov 23 – Nov 29,10 or fewer
,,,Nov 30 – Dec 6,10 or fewer
,,,Dec 7 – Dec 13,10 or fewer
,,,Dec 14 – Dec 17,10 or fewer
,Total,2024 – 2025,Dec 29 – Jan 4,720
,,2025,Jan 5 – Jan 11,628
,,,Jan 12 – Jan 18,653
