Session Title,Heat only Yearly by County 2018-2025 FLKS,,
Session ID,2792484,,
Data Model,Patients,,
Population Base,All Patients,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,State of Residence: STATES_FL_KS,"Encounter Type: Emergency, Emergency to Inpatient",
Session Date Range,1/1/2018 - 12/31/2025,,
Measure,Number of Patients,,
Export User,Stephanie Perniciaro,,
Date of Export,1/22/2026,,
,,,
,,,
,Diagnosis (Encounter),Heat,"Total: Total includes all data, including data from columns not currently displayed."
Year,County of Residence,,
,"CLARK, IL",10 or fewer,161
,"CLINTON, IN",10 or fewer,221
,"CASS, IA",10 or fewer,234
,"BRANTLEY, GA",10 or fewer,130
,"MONTGOMERY, KS",10 or fewer,203
,"MONONA, IA",10 or fewer,282
,"CARROLL, IA",10 or fewer,209
,"GREENE, IA",10 or fewer,234
,"JEFFERSON, GA",10 or fewer,64
,"VERMILLION, IN",10 or fewer,303
,"POCAHONTAS, IA",10 or fewer,292
,"GALLATIN, IL",10 or fewer,210
,"SUMTER, GA",10 or fewer,96
,"SALINE, KS",10 or fewer,176
,"HARRISON, IA",10 or fewer,220
,"DODGE, GA",10 or fewer,65
,"POPE, IL",10 or fewer,239
,"GRADY, GA",10 or fewer,83
,"MONTGOMERY, IN",10 or fewer,201
,"CARIBOU, ID",10 or fewer,23
,"BEN HILL, GA",10 or fewer,109
,"ADAIR, IA",10 or fewer,220
,"BROWN, KS",10 or fewer,189
,"ATKINSON, GA",10 or fewer,169
,"CLAY, GA",10 or fewer,11
,"DECATUR, IA",10 or fewer,196
,"DICKINSON, IA",10 or fewer,210
,"NEZ PERCE, ID",10 or fewer,143
,"CRISP, GA",10 or fewer,108
,"HANCOCK, IL",10 or fewer,206
,"KOSSUTH, IA",10 or fewer,137
,"BUTLER, KS",10 or fewer,157
,"MARTIN, IN",10 or fewer,166
,"CRAWFORD, KS",10 or fewer,160
,"BLECKLEY, GA",10 or fewer,31
,"JAY, IN",10 or fewer,131
,"LEE, GA",10 or fewer,112
,"PIERCE, GA",10 or fewer,103
,"EMANUEL, GA",10 or fewer,57
,"RENO, KS",10 or fewer,147
,"NEWTON, IN",10 or fewer,198
,"CRAWFORD, IA",10 or fewer,157
,"BONNER, ID",10 or fewer,139
,"WAYNE, GA",10 or fewer,104
,"PAWNEE, KS",10 or fewer,30
,"MADISON, ID",10 or fewer,133
,"TOOMBS, GA",10 or fewer,117
,"BLACKFORD, IN",10 or fewer,130
